Summary_file = csu-N09.sum
Title = south plots
      year     month       day day_month         period          sw_dep(1)          sw_dep(2)          sw_dep(3)          sw_dep(4)          sw_dep(5)          sw_dep(6)          sw_dep(7)          sw_dep(8)          sw_dep(9)         sw_dep(10)         sw_dep(11)         sw_dep(12)         sw_dep(13)         sw_dep(14)         sw_dep(15)         sw_dep(16)         sw_dep(17)         sw_dep(18)         sw_dep(19)         sw_dep(20)             no3(1)             no3(2)             no3(3)             no3(4)             no3(5)             no3(6)             no3(7)             no3(8)             no3(9)            no3(10)            no3(11)            no3(12)            no3(13)            no3(14)            no3(15)            no3(16)            no3(17)            no3(18)            no3(19)            no3(20)             nh4(1)             nh4(2)             nh4(3)             nh4(4)             nh4(5)             nh4(6)             nh4(7)             nh4(8)             nh4(9)            nh4(10)            nh4(11)            nh4(12)            nh4(13)            nh4(14)            nh4(15)            nh4(16)            nh4(17)            nh4(18)            nh4(19)            nh4(20)        no3_025       no3_2590        nh4_025       nh4_2590     sw_dep_025    sw_dep_2590   sw_dep_90180        no3_030       no3_3080        nh4_030       nh4_3080     sw_dep_030    sw_dep_3080           rain           W_ep           L_ep           C_ep          swdep             es         runoff          drain             eo              h       drain_25       drain_90       leach_25       leach_90       cum_rain         cum_ET      cum_drain          cum_E          cum_T          no3()          nh4()      nit_tot()      leach_no3         urea()       biom_n()        fom_n()        hum_n() sum@soiln2.dnit[] sum@soiln2.dlt_n_min[]      residue_n     residue_wt  residue_cover  L_dlt_n_fixed  C_dlt_n_fixed       W_plantn        W_topsn    L_biomass_n     L_n_uptake    C_biomass_n     C_n_uptake    cum_nmin010   cum_nmin1020   cum_nmin2030        no3_010        nh4_010      fom_n_010     biom_n_010      hum_n_010     no3_sol_20     no3_sol_30     no3_sol_50     no3_sol_90       drain180
    (year)   (month)     (day)     (day)             ()               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)               (mm)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)            (kg/ha)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()            (?)            (?)            (?)            (?)           (mm)            (?)            (?)            (?)            (?)           (mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)            (?)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)               (?)                    (?)        (kg/ha)        (kg/ha)      (m^2/m^2)            (?)            (?)        (kg/ha)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()             ()             ()             ()             ()             ()             ()             ()         (ug/g)         (ug/g)         (ug/g)         (ug/g)             ()
      1993        10       278         5          2.000              4.735              9.283             13.385             16.309             16.328             16.888             28.502             44.933             54.278             60.390             61.780             66.646             67.043             64.825             67.470             65.181             66.468             67.747             50.850             16.952              2.603             10.760             11.139              1.684              0.410              0.207              0.215              0.178              0.088              0.074              2.681              2.252              2.034              1.998              2.028              2.024              2.042              2.003              1.480              0.492              0.932              2.430              1.540              0.084              0.033              0.022              0.023              0.017              0.012              0.012              0.004              0.003              0.003              0.004              0.003              0.003              0.003              0.003              0.002              0.001         26.186          1.054          4.986          0.101         43.712        133.790        282.998         26.391          0.805          5.003          0.079         51.876         98.487              ?              ?              ?              ?        859.992              ?              ?              ?              ?          0.000         44.383         20.328         36.121          1.870        204.000        234.714         10.807         74.942        159.772         46.391          5.135       6371.127              ?          0.000        121.266         20.530       6177.804                 ?                      ?          0.924        145.672          0.029              ?              ?        264.663         15.762          0.000          0.000          0.000          0.000         22.343          7.185          3.333         17.076          3.875         11.327         87.301       1296.664         10.327          2.511          0.755          0.161         17.365
      1993        10       293        20          2.000              2.146              5.754             12.220             16.290             16.290             16.634             27.408             43.723             53.482             58.142             61.027             66.238             66.759             64.578             67.273             64.978             66.282             67.574             50.720             16.909              2.300              9.700             11.462              2.178              0.474              0.223              0.236              0.206              0.108              0.110              2.619              2.253              2.040              1.995              2.025              2.013              2.031              1.993              1.471              0.489              0.405              0.832              1.096              0.103              0.043              0.028              0.027              0.016              0.007              0.011              0.004              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001         25.640          1.193          2.436          0.118         36.410        130.796        278.907         25.877          0.902          2.457          0.093         44.555         95.910              ?              ?              ?              ?        844.425              ?              ?              ?              ?          0.000         44.383         20.293         36.181          1.870        217.800        262.690         12.199         82.834        179.856         45.925          2.598       6375.623              ?          0.000        121.671         27.962       6177.467                 ?                      ?          0.802        126.459          0.025              ?              ?        273.736         15.762          0.000          0.000          0.000          0.000         23.277          7.261          3.364         15.821          1.602         14.675         87.413       1296.549         13.367          2.909          0.861          0.202         17.578
      1993        11       308         4          2.000              5.438             11.885             17.789             16.771             16.290             16.633             27.396             43.673             53.469             58.825             60.666             65.938             66.513             64.352             67.090             64.792             66.115             67.420             50.606             16.871              5.172              9.108             16.585              3.199              0.561              0.242              0.250              0.234              0.135              0.216              2.572              2.257              2.047              1.998              2.027              2.008              2.025              1.987              1.465              0.487              0.607              1.159              1.673              0.116              0.055              0.035              0.033              0.019              0.007              0.013              0.004              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001         34.064          1.354          3.555          0.146         51.883        130.727        278.677         34.344          1.007          3.582          0.115         60.028         95.847              ?              ?              ?              ?        858.532              ?              ?              ?              ?          0.000         44.383         20.273         36.263          1.870        249.800        279.439         13.343         98.854        180.585         54.575          3.746       6380.229              ?          0.000        121.054         25.307       6175.546                 ?                      ?          0.680        107.277          0.021              ?              ?        269.172         15.762          0.000          0.000          0.000          0.000         31.260          8.160          3.417         19.808          2.324         11.334         86.345       1295.366         19.075          3.444          0.914          0.253         17.654
      1993        11       323        19          2.000              1.334              9.191             16.826             16.869             16.292             16.633             27.397             43.673             53.504             59.336             60.510             65.732             66.318             64.158             66.929             64.625             65.964             67.280             50.503             16.836              8.375             12.926             18.257              4.128              0.689              0.266              0.269              0.267              0.168              0.324              2.534              2.265              2.057              2.002              2.034              2.008              2.024              1.986              1.463              0.486              0.522              1.306              2.160              0.112              0.069              0.044              0.041              0.023              0.007              0.013              0.003              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001         43.686          1.575          4.100          0.181         44.220        130.747        278.648         44.030          1.146          4.135          0.142         52.366         95.849              ?              ?              ?              ?        849.911              ?              ?              ?              ?          0.000         44.383         20.237         36.385          1.870        255.600        292.902         14.302        112.317        180.585         64.528          4.328       6380.250              ?          0.000        117.553         20.983       6172.857                 ?                      ?          0.604         95.174          0.019              ?              ?        269.172         15.762          0.000          0.000          0.000          0.000         38.972          9.499          3.533         27.387          2.548          8.651         83.024       1293.806         24.474          4.228          0.981          0.315         17.664
      1993        11       329        25          2.000              2.938             10.310             16.955             16.897             16.293             16.634             27.397             43.673             53.523             59.495             60.470             65.667             66.252             64.090             66.870             64.563             65.908             67.228             50.464             16.823              8.892             15.361             19.899              4.536              0.749              0.278              0.277              0.282              0.184              0.369              2.521              2.269              2.062              2.004              2.037              2.010              2.024              1.986              1.463              0.486              0.557              1.503              2.367              0.120              0.077              0.048              0.045              0.025              0.008              0.013              0.003              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001         48.688          1.678          4.547          0.199         47.100        130.758        278.646         49.062          1.212          4.586          0.156         55.246         95.851              ?              ?              ?              ?        852.451              ?              ?              ?              ?          0.000         44.383         20.219         36.443          1.870        264.400        298.821         14.645        118.236        180.585         69.692          4.792       6380.271              ?          0.000        115.204         19.163       6171.420                 ?                      ?          0.564         88.982          0.018              ?              ?        269.172         15.762          0.000          0.000          0.000          0.000         43.270         10.130          3.592         30.886          2.849          7.424         80.907       1292.929         26.845          4.599          1.012          0.344         17.658
      1993        11       330        26          3.000              1.961             10.021             16.910             16.901             16.293             16.634             27.397             43.673             53.527             59.520             60.464             65.657             66.241             64.079             66.861             64.553             65.899             67.220             50.458             16.821              9.310             15.363             20.093              4.605              0.760              0.280              0.279              0.285              0.187              0.376              2.518              2.269              2.062              2.005              2.038              2.010              2.025              1.987              1.463              0.486              0.565              1.470              2.351              0.119              0.077              0.049              0.045              0.025              0.008              0.013              0.003              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001         49.371          1.697          4.505          0.200         45.793        130.760        278.646         49.751          1.224          4.543          0.157         53.939         95.851              ?              ?              ?              ?        851.088              ?              ?              ?              ?          0.000          0.000         -0.004          0.010          0.000          0.000          1.308          0.055          1.308          0.000         70.401          4.752       6380.273              ?          0.000        114.900         18.998       6171.223                 ?                      ?          0.559         88.120          0.017              ?              ?        269.172         15.762          0.000          0.000          0.000          0.000         43.750         10.219          3.601         31.371          2.819          7.336         80.641       1292.813         27.249          4.664          1.017          0.348         -0.001
      1993        12       345        11          3.000              7.186             14.504             19.276             27.202             27.283             27.494             27.658             43.673             53.587             59.833             60.394             65.524             66.100             63.928             66.728             64.412             65.770             67.099             50.368             16.791              0.856              1.673              3.768              5.280              3.223              1.636              0.358              0.324              0.216              0.271              2.488              2.280              2.075              2.012              2.047              2.016              2.029              1.991              1.465              0.487              0.495              0.913              1.967              0.661              0.202              0.086              0.052              0.027              0.008              0.013              0.003              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001         11.577          5.649          4.036          0.371         68.168        152.902        278.645         13.189          3.930          4.137          0.266         81.810        112.466              ?              ?              ?              ?        894.810              ?              ?              ?              ?          0.000         22.108         -0.067         16.292          0.000         56.400         13.224          0.817         13.224          0.000         36.496          4.453       6336.297              ?          0.000        111.017         16.193       6168.138                 ?                      ?          0.513         80.860          0.016              ?              ?         94.757          7.113          0.000          0.000          0.000          0.000         50.413         11.715          3.913          3.785          2.064          6.344         76.963       1291.191         19.410         11.812          1.295          0.404         -0.031
      1993        12       349        15          3.000              1.435             10.112             17.865             26.329             26.417             27.749             28.601             43.674             53.606             59.902             60.379             65.494             66.066             63.892             66.696             64.377             65.738             67.069             50.345             16.784              1.333              1.188              1.336              0.972              0.560              0.397              0.405              0.329              0.210              0.152              2.479              2.283              2.078              2.014              2.049              2.018              2.031              1.992              1.466              0.487              0.645              1.072              1.915              0.526              0.203              0.101              0.046              0.026              0.008              0.013              0.003              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001          4.829          1.796          4.158          0.380         55.741        153.244        278.644          5.109          1.411          4.260          0.275         68.950        113.232              ?              ?              ?              ?        882.529              ?              ?              ?              ?          0.000         22.440         -0.087         16.347          0.000         56.400         25.320          1.003         25.320          0.000         25.779          4.584       6322.819              ?          0.000        110.082         15.221       6167.152                 ?                      ?          5.162         86.441          0.017              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000         52.555         12.141          4.147          2.966          2.355          6.355         75.769       1290.689          3.690          2.118          1.415          0.392         -0.042
      1993        12       364        30          3.000              1.293              8.739             17.864             25.368             25.386             26.973             30.683             43.676             53.687             60.117             60.337             65.394             65.953             63.768             66.584             64.256             65.625             66.962             50.265             16.757              3.672              4.303              4.941              2.442              1.340              0.912              0.630              0.375              0.252              0.266              2.448              2.295              2.092              2.022              2.060              2.025              2.038              2.001              1.471              0.489              0.847              1.068              2.098              0.482              0.245              0.122              0.038              0.028              0.008              0.012              0.003              0.003              0.003              0.003              0.003              0.004              0.003              0.003              0.002              0.001         15.358          3.383          4.495          0.437         53.264        153.561        278.645         16.028          2.587          4.617          0.310         65.957        114.025              ?              ?              ?              ?        879.688              ?              ?              ?              ?          0.000         22.716         -0.169         16.409          0.000         83.600         54.720          1.644         54.720          0.000         38.073          4.979       6323.174              ?          0.000        105.845         11.367       6162.910                 ?                      ?          4.783         80.096          0.016              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000         59.452         14.016          5.238          9.622          2.614          5.446         71.769       1288.776          9.626          5.277          2.052          0.469         -0.087
      1994         1        14        14          3.000              1.273              6.752             17.745             24.937             24.966             26.562             31.596             43.680             53.782             60.277             60.306             65.312             65.857             63.659             66.485             64.147             65.522             66.866             50.192             16.733              4.961              6.140              8.676              4.149              2.306              1.550              0.980              0.434              0.310              0.395              2.425              2.311              2.110              2.035              2.073              2.036              2.049              2.012              1.479              0.492              0.887              0.525              2.220              0.540              0.299              0.155              0.065              0.037              0.011              0.013              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         23.926          5.425          4.172          0.562         50.707        153.695        278.643         25.079          4.117          4.321          0.406         63.190        114.321              ?              ?              ?              ?        876.651              ?              ?              ?              ?          0.000         22.800         -0.265         16.508          0.000         84.400         57.993          2.210         57.993          0.000         48.923          4.779       6323.157              ?          0.000        101.870          9.064       6158.521                 ?                      ?          4.783         80.096          0.016              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000         63.732         16.048          6.506         13.993          2.152          5.076         69.295       1287.336         16.636          9.238          3.102          0.576         -0.132
      1994         1        29        29          3.000              1.283              8.097             17.393             24.657             24.703             26.301             32.161             43.684             53.888             60.397             60.280             65.243             65.773             63.563             66.396             64.049             65.430             66.777             50.125             16.711              5.768              8.525             12.049              5.988              3.325              2.204              1.396              0.504              0.372              0.512              2.404              2.325              2.127              2.048              2.086              2.046              2.059              2.023              1.487              0.494              0.839              0.858              2.130              0.501              0.276              0.138              0.065              0.035              0.009              0.011              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         32.330          7.615          4.328          0.518         51.430        153.793        278.637         33.993          5.766          4.466          0.376         63.781        114.497              ?              ?              ?              ?        876.912              ?              ?              ?              ?          0.000         22.842         -0.370         16.652          0.000         98.400         71.228          2.714         71.228          0.000         59.744          4.889       6323.312              ?          0.000         97.186          7.668       6153.825                 ?                      ?          4.614         77.257          0.015              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000         68.499         17.951          7.704         18.309          2.407          4.740         66.572       1285.657         24.286         13.462          4.341          0.690         -0.177
      1994         2        44        13          3.000              7.943             16.134             20.313             27.979             27.955             31.642             47.558             65.092             65.116             60.811             60.259             65.184             65.700             63.477             66.316             63.960             65.345             66.696             50.064             16.690              0.421              1.460              4.762             10.651             10.736              9.655              8.603              4.778              1.169              0.623              2.384              2.339              2.143              2.060              2.099              2.057              2.069              2.034              1.495              0.497              0.315              0.757              1.726              1.153              0.515              0.223              0.128              0.060              0.016              0.012              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         17.294         34.356          3.951          0.934         72.369        204.805        284.512         22.662         28.404          4.208          0.669         86.347        158.270              ?              ?              ?              ?        954.234              ?              ?              ?              ?          0.000         79.680         -0.163         41.996          0.006        226.200        121.251          3.168        121.251          0.000         72.037          4.932       6323.680              ?          0.000         91.585          6.212       6148.914                 ?                      ?          4.025         67.399          0.013              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000         75.474         19.535          8.682          3.468          1.647          3.885         62.725       1283.505         38.069         38.403         18.090          1.796         -0.222
      1994         2        59        28          3.000              1.309              8.879             18.108             26.027             26.199             29.339             44.549             64.087             64.932             66.830             65.205             69.535             69.642             67.495             69.720             67.401             67.674             67.217             50.056             16.677              2.233              2.545              4.364              8.516              9.713             10.278             11.473              8.551              3.469              1.403              2.023              2.400              2.272              2.161              2.190              2.156              2.150              2.065              1.506              0.500              0.577              0.737              1.486              0.448              0.222              0.105              0.090              0.053              0.026              0.012              0.004              0.003              0.003              0.004              0.003              0.003              0.003              0.003              0.002              0.001         17.658         41.750          3.248          0.483         54.323        196.640        303.678         22.514         35.159          3.359          0.359         67.423        151.074              ?              ?              ?              ?        960.881              ?              ?              ?              ?          0.000        104.785         33.200         50.199          1.212        275.400        163.393          3.582        163.276          0.117         81.969          3.785       6321.986              ?          0.000         86.843          5.150       6144.238                 ?                      ?          3.652         61.159          0.012              ?              ?          0.667          0.056          0.000          0.000          0.000          0.000         81.394         20.832          9.458          6.233          1.809          3.338         59.433       1281.503         32.721         37.074         25.753          5.343         13.883
      1994         3        74        15          3.000              1.321              9.313             18.033             26.282             26.429             29.673             44.977             64.353             65.241             67.117             65.389             69.690             69.773             67.627             69.818             67.693             68.726             69.790             52.344             17.448              2.452              1.970              3.159              5.347              6.614              8.678             13.491             13.878              7.992              3.921              2.349              2.249              2.214              2.110              2.136              2.069              2.102              2.104              1.553              0.515              0.495              0.627              1.204              0.355              0.174              0.082              0.071              0.047              0.025              0.012              0.004              0.003              0.003              0.004              0.003              0.004              0.003              0.003              0.002              0.001         12.928         46.657          2.681          0.387         54.949        198.053        304.590         16.235         39.354          2.768          0.287         68.163        152.217              ?              ?              ?              ?        971.037              ?              ?              ?              ?          0.000        156.828         83.558         62.618          5.811        379.800        215.244         45.975        213.974          1.270         86.902          3.124       6316.701              ?          0.000         82.323          4.243       6140.109                 ?                      ?          3.015         50.483          0.010              ?              ?          2.734          0.237          0.000          0.000          0.000          0.000         87.373         21.858         10.075          5.475          1.523          2.731         56.090       1279.613         20.346         25.024         29.996         12.251         63.484
      1994         3        89        30          3.000              1.275              6.368             15.815             21.929             22.422             26.521             43.377             62.055             63.716             65.643             64.308             68.662             68.830             66.641             69.030             66.855             68.005             69.174             51.912             17.306              2.998              2.836              3.751              3.737              4.083              4.796              6.942             13.479              8.051              4.099              2.403              2.187              2.125              2.022              2.052              1.979              2.014              2.024              1.497              0.496              0.520              0.254              1.199              0.287              0.168              0.087              0.080              0.047              0.019              0.009              0.003              0.002              0.002              0.003              0.003              0.003              0.003              0.003              0.002              0.001         13.322         33.326          2.260          0.391         45.387        186.233        299.301         15.363         27.259          2.344          0.298         56.598        143.164              ?              ?              ?              ?        939.843              ?              ?              ?              ?          0.000        156.834         88.390         62.569          6.423        380.000        232.756         59.855        216.695         16.061         73.571          2.693       6296.842              ?          0.000         79.969          4.023       6136.587                 ?                      ?          3.015         50.483          0.010              ?              ?         24.105          2.042          0.000          0.000          0.000          0.000         89.550         22.929         10.749          7.084          1.174          2.729         55.012       1278.599         17.040         18.209         16.004         12.635         72.841
      1994         4       103        13          3.000              1.273              4.783             14.551             20.046             20.195             22.346             40.374             59.741             62.569             64.782             63.627             68.045             68.261             66.053             68.522             66.306             67.502             68.708             51.565             17.190              3.594              2.276              3.791              2.674              2.512              2.474              2.838             13.122              7.999              4.131              2.400              2.150              2.075              1.970              1.998              1.924              1.958              1.968              1.456              0.483              0.533              0.298              0.979              0.237              0.143              0.080              0.078              0.052              0.022              0.010              0.003              0.002              0.002              0.003              0.002              0.003              0.002              0.002              0.002              0.001         12.335         24.945          2.047          0.364         40.653        173.941        296.000         13.591         19.690          2.118          0.282         50.750        132.559              ?              ?              ?              ?        916.440              ?              ?              ?              ?          0.000        156.834         88.721         62.567          6.532        380.000        250.025         65.988        218.276         31.749         63.793          2.452       6282.714              ?          0.000         78.514          4.144       6133.812                 ?                      ?          0.151          2.524          0.001              ?              ?         39.208          3.271          0.000          0.000          0.000          0.000         90.478         23.793         11.340          7.134          1.157          2.932         54.620       1278.123         13.339         12.441          7.029         12.784         75.899
      1994         4       118        28          3.000              1.259              3.722             13.339             19.301             19.518             21.436             36.971             58.018             61.841             64.223             63.119             67.573             67.820             65.598             68.132             65.887             67.118             68.353             51.301             17.102              4.111              1.887              3.875              2.251              1.878              1.659              1.926             12.863              7.996              4.186              2.409              2.133              2.045              1.937              1.961              1.885              1.917              1.927              1.425              0.473              0.518              0.320              0.586              0.173              0.109              0.064              0.072              0.049              0.021              0.010              0.003              0.003              0.003              0.003              0.002              0.003              0.003              0.002              0.002              0.001         12.124         22.324          1.597          0.304         37.621        166.863        293.655         13.063         17.387          1.651          0.240         47.380        126.184              ?              ?              ?              ?        901.630              ?              ?              ?              ?          0.000        156.834         88.362         62.582          6.580        380.000        260.858         69.963        219.516         41.342         60.744          1.946       6276.678              ?          0.000         77.571          4.619       6131.798                 ?                      ?          0.075          1.262          0.000              ?              ?         45.780          3.522          0.000          0.000          0.000          0.000         91.049         24.322         11.759          7.290          1.033          3.358         54.382       1277.848         11.662          9.623          5.210         12.930         77.523
      1994         5       133        13          3.000              1.269              5.391             13.026             19.191             19.426             21.362             37.799             57.253             61.418             63.856             62.772             67.243             67.504             65.265             67.839             65.571             66.825             68.079             51.097             17.034              3.245              3.159              4.614              2.736              2.120              1.803              2.513             12.762              8.026              4.245              2.435              2.132              2.030              1.918              1.938              1.859              1.888              1.898              1.403              0.466              0.661              0.639              0.448              0.141              0.090              0.057              0.073              0.052              0.022              0.010              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         13.754         23.211          1.889          0.283         38.877        166.549        292.084         14.814         18.138          1.934          0.227         48.590        126.127              ?              ?              ?              ?        899.222              ?              ?              ?              ?          0.000        156.834         87.944         62.607          6.625        392.000        272.548         72.681        229.991         42.557         63.191          2.217       6289.055              ?          0.000         78.790         14.508       6130.350                 ?                      ?         33.300       1274.905          0.225              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000         91.563         24.704         12.146          7.942          1.449         10.353         55.260       1277.735         14.257         10.915          6.648         13.067         78.463
      1994         5       145        25          3.000              1.260              4.261             12.991             19.189             19.426             21.425             38.352             57.110             61.242             63.651             62.566             67.042             67.308             65.056             67.653             65.368             66.635             67.901             50.964             16.990              3.909              2.668              5.067              3.131              2.330              1.962              2.943             12.712              8.059              4.290              2.456              2.138              2.027              1.910              1.927              1.846              1.873              1.881              1.390              0.462              0.597              0.535              0.267              0.112              0.075              0.054              0.074              0.053              0.022              0.010              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         14.775         23.976          1.511          0.267         37.701        166.934        291.188         15.940         18.782          1.549          0.219         47.414        126.600              ?              ?              ?              ?        896.389              ?              ?              ?              ?          0.000        156.834         87.647         62.634          6.661        392.000        273.727         74.335        231.170         42.557         64.980          1.826       6288.890              ?          0.000         78.789         13.844       6129.450                 ?                      ?         33.300       1274.905          0.225              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.023          0.020          0.020          8.266          1.221         10.172         55.274       1277.652         16.316         11.995          7.674         13.159         78.975
      1994         5       151        31          3.000              1.267              3.880             12.933             19.188             19.426             21.468             38.536             57.077             61.180             63.567             62.479             66.957             67.224             64.965             67.572             65.279             66.552             67.822             50.904             16.970              4.162              2.512              5.214              3.324              2.439              2.055              3.156             12.705              8.085              4.315              2.468              2.144              2.027              1.908              1.924              1.841              1.867              1.875              1.385              0.460              0.577              0.503              0.243              0.119              0.079              0.053              0.072              0.052              0.022              0.010              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         15.212         24.397          1.442          0.267         37.268        167.097        290.817         16.431         19.135          1.482          0.216         46.981        126.794              ?              ?              ?              ?        895.248              ?              ?              ?              ?          0.000        156.834         87.513         62.652          6.679        392.800        274.960         75.043        232.403         42.557         65.867          1.754       6288.820              ?          0.000         78.750         13.512       6128.937                 ?                      ?         33.300       1274.905          0.225              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.170          0.139          0.145          8.412          1.161         10.069         55.278       1277.604         17.325         12.556          8.191         13.215         79.180
      1994         6       152         1          4.000              1.264              3.854             12.921             19.188             19.426             21.476             38.563             57.073             61.171             63.554             62.466             66.944             67.210             64.951             67.559             65.265             66.539             67.809             50.895             16.967              4.176              2.514              5.235              3.357              2.458              2.071              3.191             12.705              8.090              4.319              2.470              2.145              2.027              1.908              1.923              1.840              1.866              1.874              1.385              0.460              0.574              0.498              0.240              0.120              0.079              0.052              0.071              0.052              0.022              0.010              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.003              0.002              0.001         15.282         24.470          1.432          0.265         37.227        167.124        290.759         16.511         19.196          1.472          0.215         46.940        126.825              ?              ?              ?              ?        895.095              ?              ?              ?              ?          0.000          0.000         -0.021          0.003          0.003          1.000          1.042          0.112          1.042          0.000         66.015          1.744       6288.809              ?          0.000         78.741         13.459       6128.849                 ?                      ?         33.300       1274.905          0.225              ?              ?          0.000          0.000          0.000          0.000          0.000          0.000          0.195          0.159          0.166          8.435          1.152         10.051         55.279       1277.596         17.495         12.651          8.276         13.224          0.032
