Summary_file = p12-97.sum
Title = south plots
year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),sw(19),sw(20),sw(21),sw(22),sw(23),sw(24),sw(25),sw(26),sw(27),sw(28),no3(1-24)(1),no3(1-24)(2),no3(1-24)(3),no3(1-24)(4),no3(1-24)(5),no3(1-24)(6),no3(1-24)(7),no3(1-24)(8),no3(1-24)(9),no3(1-24)(10),no3(1-24)(11),no3(1-24)(12),no3(1-24)(13),no3(1-24)(14),no3(1-24)(15),no3(1-24)(16),no3(1-24)(17),no3(1-24)(18),no3(1-24)(19),no3(1-24)(20),no3(1-24)(21),no3(1-24)(22),no3(1-24)(23),no3(1-24)(24),nh4(1-8)(1),nh4(1-8)(2),nh4(1-8)(3),nh4(1-8)(4),nh4(1-8)(5),nh4(1-8)(6),nh4(1-8)(7),nh4(1-8)(8),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep,es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2_dnit[],sum@soiln2_dlt_n_min[],surfaceom_n,surfaceom_wt,surfaceom_cover,L_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain130
2001,4,100,10,8.000000,0.056106,0.060037,0.072148,0.127359,0.147006,0.178780,0.149305,0.169394,0.185229,0.215304,0.242267,0.261232,0.271407,0.284317,0.284417,0.284373,0.283956,0.271684,0.260018,0.248191,0.248188,0.249886,0.258612,0.271237,0.284242,0.285148,0.286034,0.290164,0.391989,0.609688,1.125736,3.424214,8.948071,8.418486,1.448604,0.505941,0.388734,0.204648,0.000503,0.000103,0.000011,0.000021,0.000040,0.000063,0.000047,0.000039,0.014251,0.040272,0.034454,0.048187,0.046193,0.004331,0.100893,0.134182,0.175192,0.170614,0.657203,0.079111,0.006498,0.003025,22.918182,2.548178,1.317195,0.009746,36.321667,126.941788,244.501434,23.642485,1.823625,1.320444,0.006497,43.786926,95.249809,0.400000,16.583614,20.082691,1554.781063,3.150848,0.000000,0.002667,58.145641,0.000000,0.008811,0.000054,0.000015,146.399979,195.384491,58.809723,136.574844,0.061652,0.000599,0.000000,0.976094,28.263857,1.327839,8970.581055,0.000031,0.906702,0.012237,0.000000,225.366287,33.011097,8682.614258,0.000000,2.018711,8.801832,439.035431,0.084102,0.838487,0.000000,?,5.113864,8.249138,0.000000,0.000000,240.979218,69.455643,11.366805,8.534317,0.799949,1.634465,123.389641,1346.793213,67.215749,81.158473,9.702299,1.399111,-34.809769
2001,4,101,11,9.000000,0.055841,0.059298,0.069031,0.125393,0.145786,0.177581,0.149237,0.169301,0.185152,0.215282,0.242244,0.261221,0.271396,0.284304,0.284402,0.284356,0.283942,0.271669,0.260003,0.248180,0.248177,0.249874,0.258604,0.271228,0.284224,0.285105,0.285957,0.289928,0.405286,0.625178,1.118016,3.438790,8.985481,8.432788,1.462614,0.508054,0.389256,0.204611,0.000481,0.000099,0.000011,0.000020,0.000039,0.000062,0.000046,0.000039,0.014071,0.040108,0.034313,0.048009,0.045864,0.003913,0.100838,0.134004,0.175268,0.165762,0.626951,0.075252,0.006352,0.002916,23.005539,2.564775,1.278075,0.009385,35.960625,126.907310,244.488907,23.736847,1.833228,1.281251,0.006209,43.422459,95.221085,0.000000,0.471322,0.596057,1554.216920,0.112697,0.000000,0.000002,2.968641,0.000000,0.000467,0.000003,0.000001,0.000000,0.564140,0.112697,0.451443,0.000457,0.000003,0.000000,0.000002,28.364504,1.288191,8970.745117,0.000000,0.016662,0.000102,0.000000,225.342102,33.149769,8682.602539,0.000000,0.061003,9.040587,450.973206,0.086287,0.007220,0.000000,?,5.097209,8.232703,0.000000,0.000000,241.011337,69.482437,11.372814,8.582431,0.784856,1.644481,123.364868,1346.788818,68.560381,82.179419,9.800638,1.401571,-0.162925
2001,4,116,26,9.000000,0.239385,0.239826,0.240681,0.244236,0.242820,0.189989,0.148773,0.168600,0.184554,0.215098,0.242054,0.261133,0.271304,0.284199,0.284270,0.284218,0.283832,0.271545,0.259880,0.248088,0.248085,0.249783,0.258538,0.271155,0.284083,0.284770,0.285371,0.288366,0.189208,0.323712,0.664385,2.355104,10.889249,9.900405,1.672109,0.542095,0.395850,0.204102,0.000410,0.000085,0.000010,0.000019,0.000035,0.000055,0.000039,0.000033,0.011601,0.037801,0.032339,0.045571,0.041342,0.000032,0.075357,0.136065,0.258049,0.462776,0.629561,0.057597,0.004424,0.001430,24.322063,2.814361,1.619405,0.005854,55.388660,126.645523,244.386444,25.158117,1.978101,1.621617,0.003642,62.827316,95.001495,27.200001,4.748022,8.127552,1572.130772,4.286286,0.000000,0.000018,42.428867,0.000000,0.006007,0.000050,0.000027,27.200001,9.851080,4.398983,5.452096,0.006604,0.000053,0.000000,0.000020,29.881824,1.625261,8976.011719,0.000000,0.270689,0.001630,0.000000,226.855942,35.107311,8682.540039,0.000000,2.068566,10.019346,500.203308,0.095235,0.177652,0.000000,?,4.886177,7.997569,0.000000,0.000000,242.565353,69.992569,11.434493,7.162158,1.142101,1.703988,124.473724,1346.805298,24.106803,59.793259,11.239318,1.429931,-1.370349
2001,4,117,27,9.000000,0.213408,0.219128,0.224529,0.232771,0.233838,0.191809,0.148780,0.168600,0.184554,0.215098,0.242054,0.261133,0.271304,0.284199,0.284270,0.284218,0.283832,0.271545,0.259880,0.248088,0.248085,0.249783,0.258538,0.271155,0.284083,0.284770,0.285371,0.288366,0.231110,0.388268,0.740073,2.405836,10.672076,10.003509,1.688452,0.544554,0.396309,0.204070,0.000416,0.000086,0.000010,0.000019,0.000036,0.000055,0.000039,0.000033,0.011438,0.037648,0.032210,0.045410,0.041044,0.000032,0.085809,0.147254,0.266613,0.477684,0.639391,0.059276,0.004309,0.001335,24.440872,2.833593,1.676027,0.005644,53.778542,126.646164,244.386444,25.285097,1.989159,1.678182,0.003490,61.217529,95.001816,0.000000,0.704074,1.723528,1570.521289,0.866929,0.000000,0.000001,2.860057,0.000000,0.000597,0.000003,0.000002,27.200001,11.460554,5.265913,6.194641,0.007241,0.000056,0.000000,0.000021,30.016592,1.681673,8976.658203,0.000000,0.290291,0.001732,0.000000,227.190140,35.221931,8682.547852,0.000000,0.250937,9.716801,485.123352,0.092501,0.022403,0.000000,?,4.889979,7.981674,0.000000,0.000000,242.764191,70.043388,11.439620,7.322646,1.190490,1.700771,124.735489,1346.817505,25.839047,60.851664,11.348667,1.431589,-1.370356
2001,4,120,30,9.000000,0.078827,0.176137,0.199999,0.212512,0.218423,0.193351,0.148800,0.168600,0.184554,0.215099,0.242053,0.261133,0.271304,0.284199,0.284270,0.284218,0.283832,0.271545,0.259880,0.248088,0.248085,0.249783,0.258538,0.271155,0.284083,0.284770,0.285371,0.288365,0.175187,0.593115,1.041090,2.671316,10.348780,10.093001,1.737599,0.552108,0.397667,0.203951,0.000432,0.000087,0.000010,0.000019,0.000036,0.000055,0.000039,0.000034,0.010946,0.037186,0.031821,0.044918,0.040140,0.000032,0.095698,0.160135,0.288681,0.507089,0.683180,0.061233,0.003936,0.001028,24.922489,2.891541,1.796016,0.004964,50.372765,126.648132,244.386444,25.791288,2.022526,1.797984,0.002996,57.812771,95.002792,0.200000,1.816243,4.357292,1567.117490,2.182119,0.000000,0.000003,7.532798,0.000000,0.001954,0.000009,0.000006,27.400002,15.064397,7.448032,7.616364,0.009225,0.000065,0.000000,0.000024,30.546030,1.800983,8978.083008,0.000000,0.349464,0.002036,0.000000,227.658554,35.554752,8682.523438,0.000000,0.801763,9.406435,469.694427,0.089695,0.058594,0.000000,?,4.884774,7.934009,0.000000,0.000000,243.390167,70.213905,11.456885,7.930301,1.279330,1.688934,125.077873,1346.817139,31.425465,63.172697,11.677401,1.436499,-1.370421
2001,5,135,15,9.000000,0.201222,0.161252,0.106245,0.146379,0.163982,0.188163,0.148895,0.168587,0.184539,0.215098,0.242049,0.261134,0.271305,0.284196,0.284267,0.284215,0.283832,0.271543,0.259878,0.248088,0.248084,0.249783,0.258538,0.271154,0.284078,0.284751,0.285327,0.288083,0.348230,0.685211,1.517176,4.011142,10.234042,10.136205,1.973709,0.593014,0.404798,0.203255,0.000419,0.000085,0.000010,0.000019,0.000035,0.000055,0.000039,0.000033,0.008402,0.034803,0.029844,0.042329,0.035442,0.000032,0.088426,0.155150,0.179180,0.368543,0.598785,0.060441,0.001867,0.000000,26.932005,3.174985,1.450525,0.001867,41.713707,126.653625,244.385056,27.918859,2.187922,1.451458,0.000934,49.158482,95.003952,1.800000,7.045865,10.779874,1558.355690,3.457941,0.000000,0.000014,36.331505,0.000000,0.009879,0.000045,0.000030,29.200001,25.626579,10.905973,14.720602,0.019035,0.000110,0.000000,0.000039,32.781487,1.452395,8983.136719,0.000000,0.641102,0.003556,0.000000,229.165054,37.335899,8682.401367,0.000000,2.447171,11.328654,566.011292,0.107059,0.389062,0.000000,?,4.683737,7.826671,0.000000,0.000000,245.144409,70.894554,11.537504,9.973106,0.990894,1.734817,126.189423,1346.806763,68.506196,83.212565,13.255665,1.462373,-1.478764
2001,5,150,30,9.000000,0.064963,0.097394,0.093099,0.128434,0.146161,0.173673,0.148906,0.168483,0.184430,0.215076,0.242018,0.261127,0.271297,0.284176,0.284241,0.284190,0.283820,0.271527,0.259862,0.248079,0.248074,0.249774,0.258531,0.271145,0.284040,0.284611,0.285053,0.286976,0.385841,0.917581,1.466763,4.378703,10.285580,10.028520,2.192915,0.638487,0.413085,0.202610,0.000369,0.000080,0.000009,0.000018,0.000034,0.000053,0.000038,0.000033,0.005771,0.032330,0.027835,0.039564,0.030512,0.000032,0.074926,0.120181,0.193242,0.199660,0.291945,0.042378,0.000000,0.000000,27.462988,3.447281,0.922332,0.000000,36.627422,126.620499,244.370041,28.559444,2.350640,0.922332,0.000000,44.072720,94.973358,3.600000,4.253440,9.373401,1552.690923,5.159635,0.000000,0.000010,28.315487,0.000000,0.007730,0.000045,0.000030,32.800003,34.891636,16.065609,18.826023,0.026595,0.000155,0.000000,0.000054,33.520222,0.922333,8985.621094,0.000000,0.924594,0.005071,0.000000,229.527466,39.309277,8682.340820,0.000000,0.688042,18.185234,908.864563,0.166236,0.155651,0.000000,?,4.105536,7.626846,0.000000,0.000000,245.611816,71.149185,11.579147,10.577415,0.685324,1.883130,126.316132,1346.792236,85.232508,93.828933,14.726844,1.493194,-2.019125
2001,5,151,31,9.000000,0.075453,0.078605,0.092768,0.128284,0.146159,0.173668,0.148910,0.168483,0.184430,0.215076,0.242018,0.261127,0.271297,0.284176,0.284241,0.284190,0.283820,0.271527,0.259862,0.248079,0.248074,0.249774,0.258531,0.271145,0.284040,0.284611,0.285053,0.286976,0.425403,0.852677,1.501125,4.183099,9.531632,8.802532,2.195334,0.637542,0.410594,0.201822,0.000370,0.000080,0.000009,0.000018,0.000034,0.000053,0.000038,0.000033,0.005592,0.032134,0.027679,0.039340,0.030155,0.000032,0.076041,0.118764,0.193170,0.192782,0.277341,0.041000,0.000000,0.000000,25.296469,3.445477,0.899098,0.000000,36.478729,126.620918,244.370041,26.394135,2.347625,0.899098,0.000000,43.924244,94.973572,0.200000,0.258380,0.529989,1552.542649,0.348249,0.000000,0.000001,1.943960,0.000000,0.000428,0.000003,0.000002,33.000004,35.239914,16.413858,18.826052,0.027017,0.000158,0.000000,0.000055,31.228493,0.899098,8986.475586,0.000000,0.943129,0.005172,0.000000,229.530350,42.480076,8682.337891,0.000000,0.019727,19.574499,970.124817,0.176389,0.046985,0.000000,?,1.813435,7.309462,0.000000,0.000000,245.625290,71.159088,11.580677,10.139515,0.673204,2.150588,126.306236,1346.790527,81.520401,86.951992,14.742664,1.484191,-2.019147
2001,6,166,15,9.000000,0.287725,0.288284,0.288853,0.290628,0.281488,0.261137,0.157380,0.168485,0.184428,0.215077,0.242017,0.261128,0.271298,0.284175,0.284241,0.284189,0.283821,0.271527,0.259862,0.248079,0.248073,0.249774,0.258531,0.271145,0.284040,0.284611,0.285054,0.286974,0.141093,0.236100,0.472720,1.624172,6.688552,7.325165,2.377481,0.658379,0.400299,0.195836,0.000373,0.000084,0.000010,0.000019,0.000035,0.000054,0.000039,0.000034,0.002561,0.029222,0.025385,0.035937,0.024462,0.000031,0.063414,0.108389,0.208062,0.457590,0.448521,0.052774,0.000000,0.000000,16.487803,3.632181,1.338750,0.000000,68.948936,127.467888,244.370056,17.676542,2.443254,1.338750,0.000000,76.817909,95.397194,44.800003,0.002906,10.234717,1585.859863,11.479781,0.000000,0.000008,24.808136,0.000000,0.496142,0.000045,0.000030,77.800011,46.722889,27.893642,18.829245,0.874032,0.000203,0.000000,0.000070,21.930033,1.338761,8983.491211,0.000000,1.267662,0.006647,0.000000,233.851379,43.828133,8682.542969,0.078225,1.457458,15.534315,770.454346,0.142830,0.325553,0.000000,?,3.031629,7.112463,0.000000,0.000000,246.909149,71.436363,11.582289,4.703602,0.986962,2.144133,129.463882,1346.982544,13.971240,31.681858,15.106672,1.446992,-2.019410
2001,6,178,27,9.000000,0.090543,0.182413,0.208078,0.225090,0.236985,0.240195,0.167024,0.168522,0.184427,0.215078,0.242016,0.261128,0.271298,0.284175,0.284241,0.284189,0.283822,0.271526,0.259861,0.248080,0.248073,0.249775,0.258531,0.271145,0.284040,0.284611,0.285055,0.286973,0.247757,0.878970,1.465703,2.324444,5.608847,6.740009,2.625541,0.703401,0.408532,0.195007,0.000355,0.000081,0.000010,0.000019,0.000036,0.000054,0.000039,0.000034,0.000065,0.026964,0.023629,0.033275,0.019874,0.000032,0.107463,0.178275,0.304963,0.508825,0.438642,0.033399,0.000000,0.000000,17.265730,3.932658,1.571567,0.000000,57.235371,128.435944,244.370071,18.578501,2.619710,1.571567,0.000000,65.586578,95.883125,6.600000,0.008273,17.958124,1575.114391,17.336163,0.000000,0.000007,19.891048,0.000000,1.291189,0.000036,0.000024,84.399994,64.068382,45.229801,18.838585,1.842129,0.000239,0.000000,0.000082,22.934530,1.571571,8987.054688,0.000000,1.607614,0.007813,0.000000,235.266174,44.729061,8682.553711,0.001647,1.153409,14.061316,697.633179,0.130254,0.000000,0.000000,?,2.970411,6.965179,0.000000,0.000000,247.921646,71.682968,11.575953,6.786490,1.245740,2.138791,130.221863,1347.008789,25.816805,31.556624,15.719534,1.476763,-2.019518
2001,7,193,12,9.000000,0.303286,0.304053,0.304819,0.307126,0.295326,0.260237,0.178741,0.168581,0.184425,0.215080,0.242015,0.261129,0.271299,0.284174,0.284241,0.284188,0.283823,0.271526,0.259861,0.248080,0.248072,0.249775,0.258532,0.271145,0.284040,0.284611,0.285055,0.286971,0.131879,0.369548,0.969541,2.697804,6.616371,7.403020,2.926737,0.760885,0.420587,0.194170,0.000340,0.000077,0.000009,0.000019,0.000036,0.000055,0.000040,0.000034,0.000018,0.024081,0.021400,0.029805,0.013966,0.000032,0.055027,0.140603,0.300442,0.591529,0.528644,0.048525,0.000000,0.000000,18.188164,4.302549,1.664770,0.000000,71.111526,129.613358,244.370087,19.651531,2.839010,1.664770,0.000000,80.048576,96.474800,28.200001,0.038669,13.236040,1590.167988,13.107820,0.000000,0.000008,24.723078,0.000000,1.068704,0.000045,0.000030,112.599976,77.214699,58.337624,18.877083,3.019580,0.000284,0.000000,0.000097,24.134659,1.664780,8991.137695,0.000000,2.030069,0.009265,0.000000,236.998642,45.767117,8682.571289,0.064956,1.259818,12.029515,596.966919,0.112564,0.000000,0.000000,?,2.931784,6.793067,0.000000,0.000000,249.025620,71.971107,11.569357,6.374229,1.263816,2.142513,131.158981,1347.043091,21.960044,29.871521,16.374176,1.520352,-2.019549
2001,7,204,23,9.000000,0.094920,0.193277,0.216227,0.232751,0.243457,0.246088,0.194080,0.168649,0.184424,0.215080,0.242014,0.261130,0.271300,0.284173,0.284241,0.284188,0.283823,0.271526,0.259861,0.248080,0.248072,0.249775,0.258532,0.271145,0.284040,0.284611,0.285056,0.286970,0.408955,1.321915,1.984331,2.687321,5.535541,7.035342,3.306810,0.811611,0.430639,0.193653,0.000333,0.000076,0.000009,0.000019,0.000037,0.000056,0.000040,0.000034,0.000018,0.021928,0.019734,0.027156,0.009516,0.000032,0.134827,0.206816,0.333064,0.547254,0.476560,0.043334,0.000000,0.000000,18.973406,4.742879,1.741855,0.000000,58.910019,131.154007,244.370102,20.626810,3.089308,1.741855,0.000000,68.614029,97.248573,7.799999,0.104598,17.967989,1579.507149,18.336113,0.000000,0.000006,20.178461,0.000000,1.637201,0.000033,0.000022,120.399956,95.675545,76.673737,19.001825,4.560256,0.000317,0.000000,0.000108,25.304090,1.741860,8994.330078,0.000000,2.519446,0.010327,0.000000,238.335739,46.362305,8682.585938,0.049003,1.212119,10.120537,502.291504,0.095599,0.005670,0.000000,?,2.923076,6.674733,0.000000,0.000000,250.090637,72.212151,11.561923,8.247703,1.380814,2.117531,131.834427,1347.069336,28.864815,30.316332,17.038360,1.556697,-2.019641
2001,8,219,7,9.000000,0.217264,0.211881,0.201179,0.209975,0.222947,0.232672,0.196177,0.168756,0.184423,0.215082,0.242013,0.261131,0.271301,0.284172,0.284240,0.284187,0.283824,0.271526,0.259860,0.248081,0.248072,0.249775,0.258532,0.271146,0.284040,0.284611,0.285056,0.286968,0.462120,1.273395,2.635690,3.838742,5.662270,6.761217,3.368882,0.881293,0.446292,0.193121,0.000312,0.000074,0.000009,0.000019,0.000036,0.000056,0.000041,0.000034,0.000018,0.019005,0.017461,0.023459,0.003327,0.000032,0.095578,0.196997,0.347825,0.568158,0.447737,0.040509,0.000000,0.000000,20.633434,4.889744,1.696804,0.000000,55.615986,131.374268,244.370117,22.317875,3.205147,1.696804,0.000000,65.424820,97.364143,9.000000,0.512435,12.636520,1576.433427,11.543983,0.000000,0.000008,30.214069,0.000000,0.255111,0.000045,0.000030,129.399948,107.749336,88.217720,19.531641,4.780571,0.000362,0.000000,0.000123,27.032785,1.696805,8996.346680,0.000000,2.710181,0.011769,0.000000,238.106812,47.069542,8682.439453,0.000000,1.663730,10.173778,505.136230,0.096113,0.047429,0.000000,?,2.916147,6.522888,0.000000,0.000000,251.497620,72.570602,11.568356,10.097370,1.357804,2.078658,131.084595,1346.972046,45.704643,33.863167,17.172695,1.613292,-2.019799
2001,8,234,22,9.000000,0.292569,0.293165,0.293727,0.295225,0.283423,0.228262,0.196439,0.168864,0.184422,0.215083,0.242012,0.261131,0.271301,0.284172,0.284240,0.284187,0.283825,0.271525,0.259860,0.248081,0.248071,0.249775,0.258532,0.271146,0.284040,0.284611,0.285057,0.286966,0.172402,0.485696,1.295879,4.910265,8.748894,6.948471,3.415281,0.946448,0.464026,0.192880,0.000270,0.000066,0.000008,0.000018,0.000035,0.000055,0.000040,0.000034,0.000018,0.016070,0.015167,0.019649,0.000024,0.000032,0.047991,0.131628,0.321204,0.656084,0.553803,0.048556,0.004126,0.000000,22.561607,5.018770,1.759266,0.004126,66.161011,131.411285,244.370148,24.269247,3.310995,1.761329,0.002063,75.982941,97.388168,24.200001,1.085061,13.007060,1587.015491,12.525923,0.000000,0.000008,34.071877,0.000000,0.041438,0.000045,0.000030,153.599945,121.367271,100.743645,20.623655,4.817622,0.000407,0.000000,0.000138,29.013298,1.763391,8999.564453,0.000000,2.856227,0.013209,0.000000,238.757416,47.682861,8682.347656,0.010026,1.985569,9.202832,457.186737,0.087402,0.060788,0.000000,?,2.894157,6.380470,0.000000,0.000000,253.144165,72.972862,11.596658,9.780540,1.341508,2.017103,131.106339,1346.926270,41.580634,41.158252,17.385988,1.677407,-2.019925
2001,8,241,29,9.000000,0.265306,0.265687,0.266160,0.268041,0.264384,0.253858,0.199486,0.168915,0.184422,0.215083,0.242011,0.261132,0.271302,0.284171,0.284240,0.284186,0.283825,0.271525,0.259860,0.248081,0.248071,0.249776,0.258532,0.271146,0.284040,0.284611,0.285057,0.286966,0.577154,0.896665,1.561018,3.748698,8.213748,8.193896,3.536403,0.976414,0.473354,0.193074,0.000281,0.000066,0.000008,0.000018,0.000035,0.000055,0.000040,0.000034,0.000018,0.014692,0.014086,0.017830,0.000024,0.000032,0.100151,0.163240,0.307146,0.611154,0.554385,0.067572,0.009038,0.000000,23.191179,5.179386,1.803648,0.009038,65.242821,131.721146,244.370148,24.959381,3.411043,1.808167,0.004519,75.217133,97.545723,11.800000,0.702581,11.422823,1586.407202,11.549333,0.000000,0.000004,16.764683,0.000000,0.205443,0.000021,0.000014,165.399933,133.775467,112.292976,21.482529,5.127521,0.000428,0.000000,0.000145,29.768902,1.812690,9001.380859,0.000000,3.020136,0.013881,0.000000,239.432556,48.017357,8682.348633,0.023143,0.811869,8.434064,419.139740,0.080430,0.007913,0.000000,?,2.858992,6.316718,0.000000,0.000000,253.829697,73.121704,11.611584,9.521451,1.366486,2.003052,131.463516,1346.938354,34.963799,41.423299,17.727564,1.711129,-2.019884
2001,8,242,30,9.000000,0.197907,0.222184,0.233629,0.247674,0.255507,0.251204,0.200203,0.168923,0.184422,0.215083,0.242011,0.261132,0.271302,0.284171,0.284240,0.284186,0.283825,0.271525,0.259860,0.248081,0.248071,0.249776,0.258532,0.271146,0.284040,0.284611,0.285057,0.286966,0.637641,1.148695,1.823911,3.474753,7.730578,7.860969,3.513697,0.980757,0.474686,0.193097,0.000283,0.000067,0.000008,0.000018,0.000035,0.000055,0.000040,0.000034,0.000018,0.014496,0.013931,0.017569,0.000024,0.000032,0.117382,0.179740,0.308818,0.594422,0.542314,0.066068,0.009935,0.000000,22.676546,5.162378,1.808744,0.009935,62.074413,131.793594,244.370163,24.433395,3.405388,1.813712,0.004967,72.084541,97.582344,0.000000,0.201983,2.420597,1583.311224,3.095638,0.000000,0.000001,3.225091,0.000000,0.105697,0.000003,0.000002,165.399933,136.871475,115.388611,21.482901,5.199955,0.000431,0.000000,0.000146,29.231159,1.818683,9002.735352,0.000000,3.052538,0.013977,0.000000,239.488907,49.851540,8682.343750,0.000000,0.143164,8.389703,417.161255,0.080066,0.068183,0.000000,?,2.894126,6.129275,0.000000,0.000000,253.950073,73.147064,11.614207,9.661860,1.381133,2.152602,131.477966,1346.937134,35.073796,40.341092,17.550710,1.715945,-2.019917
2001,9,257,14,9.000000,0.280548,0.281032,0.281538,0.283185,0.275497,0.260784,0.209690,0.169056,0.184421,0.215085,0.242010,0.261133,0.271303,0.284170,0.284240,0.284186,0.283826,0.271525,0.259859,0.248082,0.248071,0.249776,0.258532,0.271146,0.284040,0.284611,0.285058,0.286964,0.649160,1.048383,1.751867,4.012366,8.640811,8.571393,3.872703,1.045617,0.495136,0.193351,0.000281,0.000066,0.000008,0.000017,0.000034,0.000055,0.000040,0.000034,0.000018,0.011451,0.011535,0.013459,0.000024,0.000032,0.104842,0.167688,0.298987,0.592779,0.540726,0.060084,0.018346,0.000000,24.673981,5.606947,1.765106,0.018346,67.911942,132.755569,244.370178,26.610331,3.670455,1.774279,0.009173,78.396416,98.070099,35.400002,0.014005,28.536507,1590.110774,28.583567,0.000000,0.000008,40.123520,0.000000,0.822376,0.000045,0.000030,200.799927,165.471893,143.972183,21.499769,6.161984,0.000476,0.000000,0.000161,31.591366,1.783455,9006.358398,0.000000,3.497352,0.015417,0.000000,240.559311,50.134140,8682.291016,0.095784,2.322459,6.451798,320.952332,0.062191,0.000000,0.000000,?,2.832979,6.012923,0.000000,0.000000,255.932785,73.545311,11.642796,10.342046,1.344538,2.033695,131.777008,1346.916870,35.421820,41.819221,18.468749,1.789873,-2.020004
2001,9,268,25,9.000000,0.254963,0.254827,0.253878,0.243833,0.230773,0.240665,0.213642,0.169222,0.184421,0.215085,0.242009,0.261133,0.271303,0.284170,0.284240,0.284185,0.283827,0.271525,0.259859,0.248082,0.248071,0.249776,0.258532,0.271146,0.284040,0.284611,0.285058,0.286963,0.522809,1.440705,3.644283,6.033710,7.712404,8.003353,4.081115,1.098298,0.510176,0.193294,0.000322,0.000071,0.000009,0.000018,0.000035,0.000055,0.000041,0.000034,0.000019,0.009216,0.009768,0.010399,0.000024,0.000032,0.071128,0.163664,0.319143,0.551935,0.656340,0.049263,0.033607,0.000000,27.357264,5.883044,1.811473,0.033607,60.028496,133.167542,244.370193,29.397821,3.842325,1.828277,0.016803,70.710609,98.284508,6.600000,0.192719,16.437977,1582.639319,13.870406,0.000000,0.000006,42.028248,0.000000,0.612505,0.000033,0.000022,207.399918,179.543381,157.842606,21.700851,6.573978,0.000509,0.000000,0.000172,34.491882,1.845088,9007.756836,0.000000,3.750778,0.016476,0.000000,239.332077,50.060387,8682.026367,0.001321,2.940717,6.085078,302.767029,0.058773,0.006796,0.000000,?,2.817015,5.932921,0.000000,0.000000,258.331329,74.075401,11.703525,14.212308,1.324650,1.865650,130.268646,1346.740112,61.863179,44.559777,19.102568,1.844243,-2.020120
2001,10,283,10,9.000000,0.064133,0.098835,0.154633,0.150631,0.166762,0.195513,0.200345,0.169317,0.184361,0.215066,0.241987,0.261125,0.271294,0.284156,0.284223,0.284169,0.283815,0.271511,0.259845,0.248073,0.248061,0.249766,0.258525,0.271138,0.284022,0.284568,0.284990,0.286767,0.508885,1.241973,2.725417,5.190056,8.430711,7.683278,4.111461,1.170577,0.533169,0.193822,0.000270,0.000065,0.000008,0.000017,0.000033,0.000053,0.000039,0.000033,0.000018,0.006224,0.007383,0.006224,0.000023,0.000031,0.083357,0.132791,0.275518,0.485260,0.603092,0.066188,0.052852,0.000000,25.780319,6.009164,1.646206,0.052852,42.485363,131.832321,244.358521,27.836050,3.953299,1.672632,0.026426,52.502590,97.616341,15.799998,17.848829,33.964363,1563.611012,15.689356,0.000000,0.000008,60.102512,0.000000,0.045040,0.000045,0.000030,223.199905,214.371841,173.531967,40.839970,6.607425,0.000554,0.000000,0.000187,32.962425,1.699057,9005.665039,0.000000,3.947567,0.017921,0.000000,238.964996,50.243202,8681.793945,0.000000,3.508765,4.184333,208.237305,0.040807,1.988722,0.000000,?,5.315581,5.821141,0.000000,0.000000,261.136475,74.721992,11.812314,12.476567,1.177957,1.733496,129.485397,1346.603394,86.138466,67.407222,20.521948,1.927989,-2.165439
