Summary_file = 4L97-142.sum
Title = 4 Years Lucerne Harvested 1997 plots
       day      year     month day_of_month          event           rain           W_ep           L_ep           C_ep           P_ep        weed_ep         sw_dep             es         runoff          drain         Transp             ET              sw(1)              sw(2)              sw(3)              sw(4)              sw(5)              sw(6)              sw(7)              sw(8)              sw(9)             sw(10)             sw(11)             sw(12)             sw(13)             sw(14)             sw(15)             sw(16)             sw(17)             sw(18)             sw(19)             sw(20)             sw(21)             sw(22)             sw(23)             sw(24)             sw(25)             sw(26)             sw(27)      drain_120      drain_180       cum_rain         cum_es          cum_T         cum_ET   sw_dep_10120  sw_dep_120180   sw_dep_10180    sw_dep_0180  sw_dep_180300        nit_020    nit_020_100  cum_n_min_020      fom_n_020     biom_n_020      hum_n_020        nit_tot         biom_n          fom_n          hum_n          no3()          nh4()           urea      dlt_n_min      residue_n     residue_wt  residue_cover      W_topbiom     W_dleaf_wt       W_rootwt       W_leafwt       W_stemwt      W_grainwt   W_stage  W_antdat  W_matdat           W_rlv(1)           W_rlv(2)           W_rlv(3)           W_rlv(4)           W_rlv(5)           W_rlv(6)           W_rlv(7)           W_rlv(8)           W_rlv(9)          W_rlv(10)          W_rlv(11)          W_rlv(12)          W_rlv(13)          W_rlv(14)          W_lai      W_WatStrF      W_NitStrF       W_GrainN        W_TopsN        C_grain         C_biom        C_gbiom          C_lai           C_rlv(1)           C_rlv(2)           C_rlv(3)           C_rlv(4)           C_rlv(5)           C_rlv(6)           C_rlv(7)           C_rlv(8)           C_rlv(9)          C_rlv(10)          C_rlv(11)          C_rlv(12)          C_rlv(13)          C_rlv(14)    C_biomass_n      C_grain_n    C_rootdepth   C_swdefphoto   C_nfactphoto          L_lai      L_biomass     L_gbiomass           L_rlv(1)           L_rlv(2)           L_rlv(3)           L_rlv(4)           L_rlv(5)           L_rlv(6)           L_rlv(7)           L_rlv(8)           L_rlv(9)          L_rlv(10)          L_rlv(11)          L_rlv(12)          L_rlv(13)          L_rlv(14)          L_rlv(15)          L_rlv(16)          L_rlv(17)          L_rlv(18)          L_rlv(19)          L_rlv(20)          L_rlv(21)          L_rlv(22)          L_rlv(23)          L_rlv(24)          L_rlv(25)          L_rlv(26)          L_rlv(27)    L_biomass_n        L_stage    L_rootdepth   L_swdefphoto   L_nfactphoto      L_n_fixed     L_cover_gr    L_cover_tot        P_grain         P_biom        P_gbiom          P_lai           P_rlv(1)           P_rlv(2)           P_rlv(3)           P_rlv(4)           P_rlv(5)           P_rlv(6)           P_rlv(7)           P_rlv(8)           P_rlv(9)          P_rlv(10)          P_rlv(11)          P_rlv(12)          P_rlv(13)          P_rlv(14)    P_biomass_n      P_grain_n    P_rootdepth   P_swdefphoto   P_nfactphoto      P_n_fixed          no3ppm(1)          no3ppm(2)          no3ppm(3)          no3ppm(4)          no3ppm(5)          no3ppm(6)          no3ppm(7)          no3ppm(8)          no3ppm(9)         no3ppm(10)         no3ppm(11)         no3ppm(12)         no3ppm(13)         no3ppm(14)         no3ppm(15)         no3ppm(16)         no3ppm(17)          nh4ppm(1)          nh4ppm(2)          nh4ppm(3)          nh4ppm(4)          nh4ppm(5)          nh4ppm(6)          nh4ppm(7)          nh4ppm(8)          nh4ppm(9)         nh4ppm(10)         nh4ppm(11)         nh4ppm(12)         nh4ppm(13)         nh4ppm(14)         nh4ppm(15)         nh4ppm(16)         nh4ppm(17)        Weed_rlv(1)        Weed_rlv(2)        Weed_rlv(3)        Weed_rlv(4)        Weed_rlv(5)        Weed_rlv(6)   Weed_biomass  weed_gbiomass       weed_lai weed_biomass_n cumnetdrain180    netdrain180      period_sw   period_drain
     (day)    (year)   (month)        (day)             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (?)             ()            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)            (mm/mm)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()            (?)             ()             ()             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)         (g/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        ()     (doy)     (doy)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m2)        (g/m^2)         (g/m2)         (g/m2)      (m^2/m^2)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)        (g/m^2)           (mm)             ()             ()      (m^2/m^2)        (kg/ha)        (kg/ha)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)             ()           (mm)             ()             ()        (g/m^2)             ()             ()        (g/m^2)         (g/m2)         (g/m2)      (m^2/m^2)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)        (g/m^2)        (g/m^2)           (mm)             ()             ()        (g/m^2)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)              (ppm)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)           (mm/mm3)         (g/m2)         (g/m2)      (m^2/m^2)        (g/m^2)             ()             ()             ()             ()
       125      1998         5            5          0.000          0.200          0.000          0.000          0.000          0.000          0.000       1137.169          4.312          0.000          0.000              ?          5.484              0.072              0.185              0.208              0.194              0.165              0.169              0.180              0.220              0.220              0.219              0.209              0.203              0.220              0.230              0.222              0.222              0.222              0.222              0.226              0.239              0.258              0.272              0.282              0.288              0.290              0.290              0.290          0.000          0.395        115.000         78.048          0.000         78.048        205.500        129.531        335.031        342.197        263.548         49.382              ?         55.074          4.585        195.627       2381.525       9836.503        311.455         22.128       9357.326        140.304          5.286          0.000          2.898          1.857        210.626          0.100          0.000          0.000          0.000          0.000          0.000          0.000         8         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             12.804             16.258             22.017              7.760              1.529              0.678              0.182              0.108              0.174              0.686              0.831              0.852              0.184              0.152              0.214              0.236              0.208              1.777              0.620              0.459              0.102              0.019              0.012              0.012              0.007              0.006              0.005              0.008              0.010              0.007              0.005              0.005              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          1.392          0.010        352.700          0.000
       126      1998         5            6          0.000          0.000          0.000          0.000          0.000          0.000          0.000       1136.438          0.731          0.000          0.000              ?          1.005              0.067              0.184              0.206              0.195              0.165              0.169              0.180              0.220              0.220              0.219              0.209              0.203              0.220              0.230              0.222              0.222              0.222              0.222              0.226              0.239              0.258              0.272              0.282              0.288              0.290              0.290              0.290          0.000          0.398        115.000         78.779          0.000         78.779        205.261        129.527        334.788        341.461        263.550         50.095              ?         55.562          4.557        195.250       2381.443       9836.504        310.949         22.035       9357.197        141.101          5.218          0.000          0.730          1.857        210.626          0.100          0.000          0.000          0.000          0.000          0.000          0.000         9         0         0              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          1.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             13.298             16.284             21.923              7.809              1.536              0.680              0.182              0.108              0.174              0.687              0.832              0.853              0.184              0.152              0.215              0.236              0.208              1.734              0.616              0.461              0.103              0.019              0.012              0.012              0.007              0.006              0.005              0.008              0.010              0.007              0.005              0.005              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          1.397          0.004        341.461        161.622
       138      1998         5           18          0.000          0.200          0.167          0.000          0.000          0.000          0.000       1130.303          6.168          0.000          0.000              ?          6.583              0.032              0.170              0.192              0.194              0.166              0.169              0.180              0.220              0.220              0.218              0.209              0.203              0.220              0.230              0.222              0.222              0.222              0.222              0.226              0.239              0.258              0.272              0.282              0.288              0.290              0.290              0.290          0.000          0.434        115.200         84.946         -0.166         84.780        202.612        129.491        332.103        335.291        263.578         54.422              ?         58.074          4.361        193.471       2380.906       9836.057        307.907         21.243       9356.236        146.312          4.354          0.000          4.795          1.857        210.626          0.100          2.023          0.000          1.842          1.295          0.728          0.000        12         0         0              0.002              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.023          1.000          1.000          0.000          0.113          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             17.013             16.066             21.089              8.062              1.609              0.696              0.185              0.110              0.176              0.695              0.847              0.873              0.186              0.153              0.218              0.240              0.210              1.147              0.610              0.477              0.111              0.020              0.011              0.011              0.006              0.006              0.004              0.008              0.010              0.007              0.005              0.005              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          1.766          0.284        335.291        150.752
       153      1998         6            2          0.000          4.400          0.640          0.000          0.000          0.000          0.000       1127.167          6.896          0.000          0.000              ?          6.336              0.031              0.153              0.180              0.190              0.168              0.169              0.180              0.220              0.220              0.218              0.209              0.203              0.220              0.230              0.221              0.222              0.222              0.222              0.227              0.239              0.258              0.272              0.281              0.288              0.290              0.290              0.290          0.000          0.479        119.600         91.843         -0.806         91.037        199.520        129.444        328.964        332.108        263.613         57.867              ?         60.233          4.167        192.057       2380.354       9834.345        304.940         20.404       9355.173        149.974          3.852          0.000          4.871          1.857        210.626          0.100          6.494          0.000          3.446          4.201          2.293          0.000        20         0         0              0.001              0.001              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.092          1.000          0.931          0.000          0.269          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             20.337             15.435             20.190              8.094              1.696              0.716              0.189              0.112              0.178              0.704              0.865              0.896              0.188              0.155              0.222              0.244              0.213              0.803              0.612              0.485              0.117              0.021              0.010              0.010              0.006              0.005              0.004              0.008              0.009              0.006              0.005              0.005              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          3.092          1.258        335.291          0.000
       154      1998         6            3          0.000          0.000          0.072          0.000          0.000          0.000          0.000       1126.951          0.144          0.000          0.000              ?          0.070              0.031              0.152              0.179              0.190              0.168              0.169              0.180              0.220              0.220              0.218              0.209              0.203              0.220              0.230              0.221              0.222              0.222              0.222              0.227              0.239              0.258              0.272              0.281              0.288              0.290              0.290              0.290          0.000          0.482        119.600         91.987         -0.878         91.109        199.306        129.442        328.748        331.890        263.614         58.021              ?         60.354          4.156        191.981       2380.320       9834.124        304.762         20.353       9355.104        150.071          3.830          0.000          0.297          1.857        210.626          0.100          6.989          0.000          3.627          4.523          2.466          0.000        20         0         0              0.001              0.002              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.100          1.000          0.881          0.000          0.289          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             20.518             15.376             20.100              8.093              1.701              0.717              0.189              0.113              0.178              0.705              0.866              0.897              0.188              0.155              0.222              0.244              0.213              0.789              0.612              0.485              0.117              0.021              0.010              0.010              0.006              0.005              0.004              0.008              0.009              0.006              0.005              0.005              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          3.238          0.158        331.890        146.053
       166      1998         6           15          0.000         13.600          1.188          0.000          0.000          0.000          0.000       1128.613         10.749          0.000          0.000              ?          8.613              0.071              0.142              0.169              0.185              0.168              0.169              0.180              0.220              0.220              0.218              0.209              0.203              0.220              0.230              0.221              0.222              0.222              0.222              0.227              0.239              0.258              0.272              0.281              0.288              0.290              0.290              0.290          0.000          0.518        133.200        102.737         -2.066        100.671        197.037        129.405        326.442        333.516        263.642         59.554              ?         63.095          4.013        189.960       2379.817       9829.433        301.650         19.800       9354.258        149.236          4.485          0.000          4.581          1.824        206.866          0.098         16.950          0.000          7.302         10.997          5.952          0.000        21         0         0              0.002              0.003              0.002              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.276          1.000          0.958          0.000          0.710          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             21.887             14.655             18.766              7.923              1.758              0.730              0.191              0.114              0.179              0.711              0.879              0.914              0.190              0.156              0.226              0.248              0.216              1.221              0.616              0.489              0.120              0.022              0.010              0.009              0.005              0.005              0.004              0.008              0.009              0.006              0.005              0.005              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          5.650          2.326        333.516        145.064
       181      1998         6           30          0.000         35.400          1.555          0.000          0.000          0.000          0.000       1151.498         10.961          0.000          0.000              ?          9.692              0.142              0.189              0.223              0.237              0.171              0.169              0.180              0.220              0.220              0.218              0.209              0.204              0.220              0.230              0.221              0.222              0.222              0.222              0.227              0.240              0.258              0.272              0.281              0.287              0.290              0.290              0.290          0.000          0.563        168.600        113.697         -3.620        110.077        212.799        129.361        342.160        356.355        263.675         41.316              ?         65.537          3.905        188.155       2379.395       9818.996        298.842         19.334       9353.570        142.373          4.875          0.000          4.072          1.775        201.255          0.095         35.931          0.047         14.161         23.288         12.596          0.000        21         0         0              0.004              0.005              0.004              0.002              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.625          1.000          1.000          0.000          1.631          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             10.189             13.988             20.113             12.662              1.909              0.742              0.194              0.116              0.181              0.717              0.891              0.931              0.192              0.158              0.229              0.252              0.218              1.476              0.624              0.492              0.124              0.024              0.010              0.008              0.005              0.004              0.004              0.008              0.009              0.006              0.004              0.004              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          8.805          2.957        333.516          0.000
       183      1998         7            2          0.000          0.000          0.389          0.000          0.000          0.000          0.000       1149.118          1.991          0.000          0.000              ?          1.460              0.125              0.187              0.219              0.234              0.171              0.169              0.180              0.220              0.220              0.218              0.209              0.204              0.220              0.230              0.221              0.222              0.222              0.222              0.227              0.240              0.258              0.272              0.281              0.287              0.290              0.290              0.290          0.000          0.569        168.600        115.688         -4.009        111.679        212.113        129.355        341.468        353.970        263.680         41.462              ?         65.904          3.889        187.871       2379.332       9817.160        298.423         19.272       9353.470        141.055          4.939          0.000          0.586          1.772        200.991          0.095         39.817          0.055         15.571         25.806         13.956          0.000        21         0         0              0.004              0.005              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.695          1.000          1.000          0.000          1.793          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000             10.459             13.792             19.461             12.376              1.940              0.744              0.195              0.116              0.181              0.717              0.892              0.933              0.192              0.158              0.230              0.252              0.219              1.518              0.624              0.493              0.124              0.024              0.010              0.007              0.005              0.004              0.004              0.008              0.009              0.006              0.004              0.004              0.004              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          9.588          0.843        353.970        150.628
       198      1998         7           17          0.000         15.600          2.647          0.000          0.000          0.000          0.000       1150.677         11.393          0.000          0.000              ?          9.202              0.136              0.187              0.219              0.232              0.175              0.169              0.180              0.220              0.220              0.217              0.209              0.204              0.220              0.230              0.221              0.222              0.222              0.222              0.227              0.240              0.258              0.272              0.281              0.287              0.290              0.290              0.290          0.000          0.614        184.200        127.080         -6.658        120.422        212.608        129.311        341.919        355.485        263.712         36.316              ?         68.233          3.795        186.110       2378.934       9802.779        295.745         18.871       9352.825        130.115          5.221          0.000          3.798          1.738        197.097          0.093         69.441          0.416         25.870         44.701         24.324          0.000        22         0         0              0.007              0.008              0.007              0.005              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.205          1.000          1.000          0.000          3.057          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              9.107             11.706             16.450             11.391              2.128              0.755              0.197              0.118              0.182              0.722              0.903              0.948              0.194              0.160              0.233              0.256              0.221              1.702              0.627              0.497              0.126              0.027              0.010              0.006              0.004              0.004              0.004              0.008              0.009              0.005              0.004              0.004              0.003              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         14.930          5.313        353.970          0.000
       202      1998         7           21          0.000         10.400          1.173          0.000          0.000          0.000          0.000       1157.339          2.565          0.000          0.000              ?          1.339              0.186              0.191              0.231              0.229              0.176              0.169              0.180              0.220              0.220              0.217              0.209              0.204              0.220              0.230              0.221              0.222              0.222              0.222              0.227              0.240              0.258              0.272              0.281              0.287              0.290              0.290              0.290          0.000          0.626        194.600        129.645         -7.832        121.813        214.197        129.300        343.497        362.137        263.722         33.289              ?         68.864          3.770        185.641       2378.826       9797.737        295.034         18.768       9352.648        126.019          5.267          0.000          1.019          1.725        195.615          0.093         82.536          0.499         30.557         53.130         28.908          0.000        22         0         0              0.008              0.009              0.008              0.006              0.001              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          1.435          1.000          1.000          0.000          3.499          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              7.946             10.889             16.153             10.936              2.156              0.758              0.197              0.118              0.183              0.723              0.906              0.952              0.194              0.160              0.234              0.257              0.222              1.733              0.627              0.497              0.126              0.028              0.010              0.006              0.004              0.004              0.004              0.008              0.009              0.005              0.004              0.004              0.003              0.003              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         17.287          2.382        362.137        178.781
       217      1998         8            5          0.000         33.200          5.287          0.000          0.000          0.000          0.000       1177.884          7.369          0.000          0.000              ?          2.981              0.175              0.186              0.225              0.262              0.271              0.172              0.180              0.220              0.220              0.217              0.209              0.204              0.220              0.230              0.221              0.222              0.222              0.223              0.227              0.240              0.258              0.272              0.281              0.287              0.290              0.290              0.290          0.000          0.671        227.800        137.013        -13.120        123.893        235.867        129.257        365.124        382.638        263.753         14.769              ?         71.527          3.669        183.688       2378.369       9771.537        292.163         18.380       9351.908        103.732          5.353          0.000          4.152          1.655        187.671          0.089        147.049          2.710         53.414         92.852         51.487          0.000        24         0         0              0.013              0.015              0.013              0.010              0.002              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          2.567          1.000          1.000          0.000          5.737          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000         12.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000          0.000          0.000              2.523              4.460              8.117              9.623              5.445              0.824              0.199              0.119              0.184              0.727              0.915              0.966              0.196              0.161              0.237              0.261              0.224              1.799              0.624              0.484              0.123              0.038              0.011              0.005              0.003              0.003              0.004              0.008              0.009              0.005              0.004              0.004              0.003              0.002              0.000              0.000              0.000              0.000              0.000              0.000          0.000          0.000          0.000          0.000         27.906          8.737        362.137          0.000
