APSIM output file, version = 5.4
Title = sysbal Sample Simulation
            day           year        biomass          no3()          nh4()       biom_n()        fom_n()         runoff             ep          drain             es           pond       sw_dep()  n_loss_system  n_gain_system   n_dlt_system  n_dlt_surface     n_dlt_crop     n_dlt_soil n_error_system n_cum_error_system n_state_system n_state_surface   n_state_crop   n_state_soil  p_loss_system  p_gain_system   p_dlt_system  p_dlt_surface     p_dlt_crop     p_dlt_soil p_error_system p_cum_error_system p_state_system p_state_surface   p_state_crop   p_state_soil  c_loss_system  c_gain_system   c_dlt_system  c_dlt_surface     c_dlt_crop     c_dlt_soil c_error_system c_cum_error_system c_state_system c_state_surface   c_state_crop   c_state_soil dm_loss_system dm_gain_system  dm_dlt_system dm_dlt_surface    dm_dlt_crop    dm_dlt_soil dm_error_system dm_cum_error_system dm_state_system dm_state_surface  dm_state_crop  dm_state_soil sw_loss_system sw_gain_system  sw_dlt_system sw_dlt_surface    sw_dlt_crop    sw_dlt_soil sw_error_system sw_cum_error_system sw_state_system sw_state_surface  sw_state_crop  sw_state_soil
          (day)         (year)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)            (?)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)             (kg/ha)         (kg/ha)          (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (mm)                (mm)            (mm)             (mm)           (mm)           (mm)
            246           1988       3443.574         36.872          0.916        144.643          5.984          0.000              ?          0.000          0.753          0.000        730.768          0.000          0.000          0.000         -0.403          0.799         -0.396          0.000              0.563      10549.200           5.979         64.578      10478.644          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.520         68.816         57.297        -12.101         66.576          2.812          0.002              6.982     152533.734         179.363       1837.588     150516.781         28.801        172.039        143.219        -30.254        166.440          7.031          -0.019              17.446      381334.312          448.408       4593.971     376291.938          2.775          0.000         -2.775          0.000          0.000         -2.775          -0.000               0.000         730.768            0.000          0.000        730.768
            247           1988       3607.841         36.197          0.925        145.133          5.926          0.000              ?          0.000          0.965          0.000        725.818          0.000          0.000          0.000         -0.437          0.745         -0.308          0.000              0.563      10549.200           5.542         65.323      10478.336          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         12.702         82.433         69.750        -13.117         80.132          2.734          0.018              7.000     152603.484         166.246       1917.721     150519.516         31.754        206.083        174.375        -32.792        200.331          6.844           0.046              17.492      381508.688          415.615       4794.301     376298.781          4.950          0.000         -4.950          0.000          0.000         -4.950           0.000               0.000         725.818            0.000          0.000        725.818
            248           1988       3745.487         35.601          0.932        145.610          5.861          0.000              ?          0.000          0.825          0.000        722.865          0.000          0.000          0.000         -0.436          0.696         -0.261          0.000              0.563      10549.200           5.105         66.019      10478.075          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         13.146         68.356         55.203        -13.085         65.983          2.312         -0.007              6.993     152658.688         153.161       1983.704     150521.828         32.866        170.890        138.031        -32.712        164.958          5.781           0.007              17.499      381646.719          382.903       4959.259     376304.562          4.152          1.200         -2.952          0.000          0.000         -2.952           0.000               0.000         722.865            0.000          0.000        722.865
            249           1988       3836.338         35.118          0.934        145.918          5.793          0.000              ?          0.000          0.520          0.000        721.879          0.000          0.000         -0.001         -0.317          0.656         -0.340         -0.001              0.562      10549.199           4.788         66.675      10477.735          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.282         44.697         33.422         -9.509         42.269          0.656          0.007              7.000     152692.109         143.652       2025.973     150522.484         28.204        111.742         83.562        -23.774        105.673          1.656           0.024              17.524      381730.281          359.129       5064.932     376306.219          1.587          0.600         -0.987          0.000          0.000         -0.987           0.000               0.000         721.879            0.000          0.000        721.879
            250           1988       3953.672         34.680          0.947        146.188          5.723          0.000              ?          0.000          0.622          0.000        719.802          0.000          0.000          0.001         -0.294          0.624         -0.329          0.001              0.563      10549.200           4.495         67.300      10477.406          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.101         57.176         46.062         -8.811         54.718          0.156         -0.012              6.988     152738.172         134.841       2080.691     150522.641         27.753        142.939        115.156        -22.027        136.796          0.375          -0.030              17.493      381845.438          337.102       5201.728     376306.594          2.077          0.000         -2.077          0.000          0.000         -2.077          -0.000               0.000         719.802            0.000          0.000        719.802
            251           1988       4056.488         34.249          0.947        146.487          5.657          0.000              ?          0.000          0.595          0.000        726.182          0.000          0.000         -0.001         -0.315          0.614         -0.301         -0.001              0.562      10549.199           4.180         67.914      10477.105          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         11.383         49.634         38.250         -9.435         47.138          0.547         -0.001              6.987     152776.422         125.405       2127.829     150523.188         28.456        124.085         95.625        -23.588        117.845          1.375          -0.003              17.490      381941.062          313.514       5319.573     376307.969          1.620          8.000          6.380          0.000          0.000          6.380          -0.000               0.000         726.182            0.000          0.000        726.182
            252           1988       4226.021         33.842          0.961        146.721          5.595          0.000              ?          0.000          0.997          0.000        721.488          0.000          0.000          0.000         -0.264          0.586         -0.322          0.000              0.562      10549.199           3.917         68.499      10476.783          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.267         81.091         70.828         -7.907         78.565          0.172          0.004              6.990     152847.250         117.498       2206.394     150523.359         25.667        202.727        177.062        -19.768        196.412          0.438           0.002              17.492      382118.125          293.746       5515.984     376308.406          4.694          0.000         -4.694          0.000          0.000         -4.694          -0.000               0.000         721.488            0.000          0.000        721.488
            253           1988       4378.989         33.457          0.985        146.895          5.541          0.000              ?          0.000          0.893          0.000        717.779          0.000          0.000          0.000         -0.213          0.552         -0.339          0.000              0.562      10549.199           3.703         69.051      10476.444          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.029         72.523         63.500         -6.402         69.943         -0.047          0.007              6.997     152910.750         111.096       2276.336     150523.312         22.573        181.307        158.750        -16.005        174.856         -0.125           0.017              17.509      382276.875          277.740       5690.841     376308.281          3.709          0.000         -3.709          0.000          0.000         -3.709           0.000               0.000         717.779            0.000          0.000        717.779
            254           1988       4526.670         33.112          0.997        147.100          5.486          0.000              ?          0.000          0.911          0.000        713.849          0.000          0.000          0.001         -0.240          0.524         -0.282          0.001              0.563      10549.200           3.463         69.575      10476.162          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.687         69.320         59.641         -7.200         66.696          0.156          0.008              7.005     152970.391         103.896       2343.032     150523.469         24.217        173.299        149.094        -18.001        166.740          0.375           0.012              17.520      382425.969          259.740       5857.581     376308.656          3.930          0.000         -3.930          0.000          0.000         -3.930           0.000               0.000         713.849            0.000          0.000        713.849
            255           1988       4670.984         32.809          1.002        147.331          5.426          0.000              ?          0.000          0.813          0.000        709.974          0.000          0.000          0.000         -0.266          0.498         -0.232          0.000              0.563      10549.200           3.197         70.073      10475.930          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.535         66.959         56.422         -7.986         64.297          0.109         -0.002              7.003     153026.812          95.910       2407.330     150523.578         26.338        167.398        141.062        -19.964        160.743          0.281           0.003              17.523      382567.031          239.775       6018.324     376308.938          3.875          0.000         -3.875          0.000          0.000         -3.875          -0.000               0.000         709.974            0.000          0.000        709.974
            256           1988       4776.176         32.503          1.009        147.561          5.366          0.000              ?          0.000          0.676          0.000        722.384          0.000          0.000          0.000         -0.269          0.508         -0.239          0.000              0.563      10549.200           2.928         70.582      10475.690          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.742         48.283         37.531         -8.061         45.589          0.000         -0.010              6.993     153064.344          87.850       2452.918     150523.578         26.856        120.709         93.812        -20.151        113.972          0.000          -0.040              17.483      382660.844          219.624       6132.295     376308.938          1.590         14.000         12.410          0.000          0.000         12.410           0.000               0.000         722.384            0.000          0.000        722.384
            257           1988       4937.747         32.190          1.015        147.722          5.309          0.000              ?          0.000          1.051          0.000        730.202          0.005          0.000         -0.006         -0.207          0.516         -0.315         -0.001              0.563      10549.194           2.721         71.098      10475.375          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.410         73.422         64.031         -6.219         70.710         -0.469          0.019              7.012     153128.375          81.631       2523.628     150523.109         23.524        183.556        160.094        -15.547        176.775         -1.156           0.062              17.545      382820.938          204.077       6309.071     376307.781          5.182         13.000          7.818          0.000          0.000          7.818          -0.000               0.000         730.202            0.000          0.000        730.202
            258           1988       4997.790         31.826          1.078        147.701          5.259          0.000              ?          0.000          0.334          0.000        729.496          0.000          0.000          0.001         -0.074          0.561         -0.484          0.001              0.564      10549.195           2.647         71.659      10474.891          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          6.744         27.113         20.359         -2.235         24.371         -1.766         -0.010              7.001     153148.734          79.396       2547.999     150521.344         16.859         67.783         50.906         -5.587         60.926         -4.438          -0.018              17.527      382871.844          198.489       6369.997     376303.344          0.706          0.000         -0.706          0.000          0.000         -0.706           0.000               0.000         729.496            0.000          0.000        729.496
            259           1988       5138.496         31.195          1.056        147.861          5.223          0.000              ?          0.000          0.923          0.000        739.040          0.011          0.000         -0.011         -0.176          0.786         -0.621          0.000              0.564      10549.185           2.471         72.444      10474.270          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.599         62.915         55.312         -5.269         60.170          0.406         -0.003              6.998     153204.047          74.127       2608.169     150521.750         18.997        157.286        138.281        -13.172        150.425          1.031          -0.008              17.519      383010.125          185.317       6520.422     376304.375          3.856         13.400          9.544          0.000          0.000          9.544          -0.000               0.000         739.040            0.000          0.000        739.040
            260           1988       5284.227         30.616          1.047        147.992          5.186          0.000              ?          0.000          0.975          0.000        735.884          0.006          0.000         -0.007         -0.163          0.745         -0.589         -0.001              0.563      10549.178           2.308         73.189      10473.681          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.525         64.518         56.984         -4.890         61.754          0.125         -0.009              6.990     153261.031          69.237       2669.923     150521.875         18.812        161.295        142.469        -12.224        154.385          0.312          -0.014              17.506      383152.594          173.093       6674.808     376304.688          4.356          1.200         -3.156          0.000          0.000         -3.156          -0.000               0.000         735.884            0.000          0.000        735.884
            261           1988       5470.210         30.108          1.064        148.116          5.137          0.000              ?          0.000          1.342          0.000        729.580          0.000          0.000          0.000         -0.185          0.708         -0.523          0.000              0.563      10549.178           2.123         73.898      10473.157          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.909         81.403         72.500         -5.544         78.622         -0.578          0.006              6.996     153333.531          63.693       2748.545     150521.297         22.273        203.508        181.250        -13.861        196.555         -1.438           0.015              17.521      383333.844          159.232       6871.362     376303.250          6.304          0.000         -6.304          0.000          0.000         -6.304           0.000               0.000         729.580            0.000          0.000        729.580
            262           1988       5655.555         29.659          1.097        148.173          5.085          0.000              ?          0.000          1.333          0.000        723.414          0.000          0.000          0.001         -0.139          0.667         -0.527          0.001              0.564      10549.179           1.984         74.565      10472.630          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.318         80.249         71.953         -4.158         77.447         -1.344          0.022              7.017     153405.484          59.535       2825.991     150519.953         20.794        200.623        179.844        -10.395        193.616         -3.375           0.015              17.536      383513.688          148.837       7064.979     376299.875          6.166          0.000         -6.166          0.000          0.000         -6.166          -0.000               0.000         723.414            0.000          0.000        723.414
            263           1988       5826.509         29.293          1.153        148.128          5.023          0.000              ?          0.000          0.833          0.000        718.931          0.000          0.000          0.000         -0.078          0.632         -0.555          0.000              0.564      10549.179           1.906         75.197      10472.075          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.997         73.852         65.844         -2.345         71.033         -2.844         -0.012              7.006     153471.328          57.190       2897.025     150517.109         19.991        184.630        164.625         -5.861        177.583         -7.094          -0.014              17.522      383678.312          142.975       7242.562     376292.781          4.483          0.000         -4.483          0.000          0.000         -4.483           0.000               0.000         718.931            0.000          0.000        718.931
            264           1988       5988.097         28.961          1.203        148.054          4.966          0.000              ?          0.000          1.060          0.000        715.034          0.000          0.000          0.000         -0.053          0.602         -0.549          0.000              0.564      10549.179           1.853         75.799      10471.526          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.330         68.835         61.516         -1.597         66.003         -2.891          0.011              7.017     153532.844          55.593       2963.028     150514.219         18.326        172.087        153.781         -3.992        165.007         -7.250           0.020              17.542      383832.094          138.983       7407.569     376285.531          3.897          0.000         -3.897          0.000          0.000         -3.897          -0.000               0.000         715.034            0.000          0.000        715.034
            265           1988       6160.501         28.659          1.238        147.993          4.912          0.000              ?          0.000          1.200          0.000        709.689          0.000          0.000          0.000         -0.061          0.576         -0.515          0.000              0.564      10549.179           1.792         76.375      10471.012          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.353         72.813         65.453         -1.818         69.974         -2.703         -0.006              7.011     153598.297          53.775       3033.002     150511.516         18.384        182.032        163.625         -4.546        174.935         -6.750          -0.023              17.519      383995.719          134.437       7582.504     376278.781          5.345          0.000         -5.345          0.000          0.000         -5.345           0.000               0.000         709.689            0.000          0.000        709.689
            266           1988       6330.308         28.374          1.259        147.947          4.863          0.000              ?          0.000          1.248          0.000        704.199          0.000          0.000          0.000         -0.067          0.549         -0.482          0.000              0.564      10549.179           1.726         76.923      10470.529          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.114         71.022         63.906         -1.998         68.178         -2.266         -0.002              7.009     153662.203          51.777       3101.179     150509.250         17.786        177.555        159.812         -4.994        170.445         -5.656           0.043              17.562      384155.531          129.443       7752.949     376273.125          5.490          0.000         -5.490          0.000          0.000         -5.490          -0.000               0.000         704.199            0.000          0.000        704.199
            267           1988       6491.471         28.111          1.271        147.920          4.818          0.000              ?          0.000          1.033          0.000        698.937          0.000          0.000          0.000         -0.077          0.523         -0.446          0.000              0.564      10549.179           1.648         77.447      10470.083          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.168         66.644         59.484         -2.324         63.799         -2.000          0.008              7.018     153721.688          49.453       3164.979     150507.250         17.921        166.611        148.688         -5.811        159.498         -5.000          -0.002              17.560      384304.219          123.633       7912.446     376268.125          5.262          0.000         -5.262          0.000          0.000         -5.262          -0.000               0.000         698.937            0.000          0.000        698.937
            268           1988       6646.670         27.891          1.282        147.884          4.768          0.000              ?          0.000          0.588          0.000        694.419          0.000          0.000          0.000         -0.078          0.502         -0.424          0.000              0.564      10549.179           1.570         77.949      10469.659          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.560         63.377         55.797         -2.342         60.535         -2.391         -0.020              6.997     153777.484          47.111       3225.514     150504.859         18.900        158.443        139.500         -5.855        151.338         -5.969          -0.043              17.516      384443.719          117.778       8063.785     376262.156          4.517          0.000         -4.517          0.000          0.000         -4.517           0.000               0.000         694.419            0.000          0.000        694.419
            269           1988       6804.419         27.732          1.302        147.810          4.709          0.000              ?          0.000          0.532          0.000        689.583          0.000          0.000         -0.001         -0.065          0.485         -0.420         -0.001              0.563      10549.178           1.505         78.433      10469.239          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.114         63.555         55.453         -1.951         60.721         -3.312          0.012              7.009     153832.938          45.160       3286.235     150501.547         20.285        158.889        138.656         -4.878        151.803         -8.281           0.053              17.569      384582.375          112.900       8215.588     376253.875          4.837          0.000         -4.837          0.000          0.000         -4.837          -0.000               0.000         689.583            0.000          0.000        689.583
            270           1988       6952.715         27.622          1.329        147.704          4.643          0.000              ?          0.000          0.489          0.000        684.997          0.000          0.000          0.000         -0.053          0.469         -0.416          0.000              0.563      10549.178           1.452         78.902      10468.823          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.489         59.319         50.844         -1.586         56.496         -4.078          0.014              7.023     153883.781          43.574       3342.731     150497.469         21.222        148.297        127.031         -3.965        141.240        -10.219          -0.043              17.527      384709.406          108.935       8356.828     376243.656          4.586          0.000         -4.586          0.000          0.000         -4.586          -0.000               0.000         684.997            0.000          0.000        684.997
            271           1988       7062.211         27.546          1.356        147.577          4.574          0.000              ?          0.000          0.456          0.000        682.046          0.000          0.000          0.001         -0.044          0.456         -0.411          0.001              0.564      10549.179           1.408         79.358      10468.412          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.589         43.798         35.188         -1.319         40.990         -4.469         -0.022              7.001     153918.969          42.255       3383.721     150493.000         21.473        109.496         88.031         -3.298        102.475        -11.156           0.008              17.535      384797.438          105.637       8459.303     376232.500          2.951          0.000         -2.951          0.000          0.000         -2.951          -0.000               0.000         682.046            0.000          0.000        682.046
            272           1988       7192.832         27.473          1.353        147.561          4.504          0.000              ?          0.000          1.300          0.000        683.537          0.000          0.000         -0.001         -0.133          0.463         -0.331         -0.001              0.563      10549.178           1.275         79.822      10468.081          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.476         52.248         41.797         -3.998         49.454         -3.672          0.024              7.026     153960.766          38.257       3433.175     150489.328         26.189        130.621        104.469         -9.994        123.636         -9.188           0.037              17.572      384901.906           95.643       8582.938     376223.312          4.909          6.400          1.491          0.000          0.000          1.491           0.000               0.000         683.537            0.000          0.000        683.537
            273           1988       7345.643         27.434          1.364        147.502          4.431          0.000              ?          0.000          1.556          0.000        677.693          0.000          0.000          0.001         -0.111          0.450         -0.338          0.001              0.564      10549.179           1.164         80.272      10467.743          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.463         61.125         50.641         -3.338         58.344         -4.359         -0.021              7.005     154011.406          34.919       3491.520     150484.969         26.158        152.812        126.594         -8.345        145.861        -10.906          -0.060              17.512      385028.500           87.298       8728.800     376212.406          5.844          0.000         -5.844          0.000          0.000         -5.844           0.000               0.000         677.693            0.000          0.000        677.693
            274           1988       7488.760         27.454          1.389        147.391          4.349          0.000              ?          0.000          1.769          0.000        671.132          0.000          0.000          0.000         -0.092          0.437         -0.346          0.000              0.564      10549.179           1.072         80.708      10467.397          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.916         57.247         46.328         -2.748         54.481         -5.406         -0.002              7.002     154057.734          32.171       3546.001     150479.562         27.291        143.117        115.844         -6.870        136.201        -13.500           0.017              17.530      385144.344           80.428       8865.001     376198.906          6.561          0.000         -6.561          0.000          0.000         -6.561           0.000               0.000         671.132            0.000          0.000        671.132
            275           1988       7608.265         27.493          1.415        147.257          4.269          0.000              ?          0.000          0.559          0.000        668.550          0.000          0.000          0.001         -0.077          0.428         -0.350          0.001              0.565      10549.180           0.995         81.136      10467.048          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.671         47.802         37.125         -2.323         45.049         -5.594         -0.005              6.997     154094.859          29.848       3591.050     150473.969         26.678        119.504         92.812         -5.807        112.623        -14.000          -0.014              17.516      385237.156           74.621       8977.624     376184.906          2.582          0.000         -2.582          0.000          0.000         -2.582          -0.000               0.000         668.550            0.000          0.000        668.550
            276           1988       7743.967         27.544          1.442        147.095          4.191          0.000              ?          0.000          0.510          0.000        664.344          0.000          0.000         -0.001         -0.060          0.426         -0.366         -0.001              0.564      10549.179           0.935         81.563      10466.682          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.387         54.281         43.891         -1.813         51.542         -5.844         -0.004              6.993     154138.750          28.035       3642.592     150468.125         25.966        135.702        109.719         -4.533        128.855        -14.594          -0.017              17.499      385346.875           70.088       9106.479     376170.312          4.206          0.000         -4.206          0.000          0.000         -4.206           0.000               0.000         664.344            0.000          0.000        664.344
            277           1988       7877.937         27.614          1.467        146.916          4.114          0.000              ?          0.000          0.472          0.000        660.132          0.000          0.000         -0.001         -0.053          0.422         -0.369         -0.001              0.563      10549.178           0.881         81.984      10466.312          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.351         53.588         43.250         -1.602         50.863         -6.016          0.012              7.006     154182.000          26.433       3693.455     150462.109         25.876        133.970        108.125         -4.006        127.157        -15.031           0.031              17.530      385455.000           66.083       9233.637     376155.281          4.211          0.000         -4.211          0.000          0.000         -4.211          -0.000               0.000         660.132            0.000          0.000        660.132
            278           1988       8000.380         27.712          1.492        146.712          4.036          0.000              ?          0.000          0.442          0.000        655.981          0.000          0.000          0.000         -0.043          0.418         -0.375          0.000              0.563      10549.178           0.838         82.402      10465.938          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.430         48.977         38.547         -1.297         46.266         -6.422         -0.000              7.005     154220.547          25.136       3739.720     150455.688         26.075        122.443         96.344         -3.243        115.664        -16.062          -0.024              17.506      385551.344           62.839       9349.301     376139.219          4.152          0.000         -4.151          0.000          0.000         -4.151           0.000               0.000         655.981            0.000          0.000        655.981
            279           1988       8080.114         27.821          1.516        146.491          3.960          0.000              ?          0.000          0.416          0.000        652.065          0.000          0.000          0.001         -0.034          0.415         -0.381          0.001              0.564      10549.179           0.804         82.817      10465.557          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.233         31.894         21.656         -1.006         29.196         -6.531         -0.004              7.001     154242.203          24.130       3768.917     150449.156         25.582         79.734         54.156         -2.515         72.990        -16.344           0.004              17.510      385605.500           60.325       9422.291     376122.875          3.916          0.000         -3.916          0.000          0.000         -3.916          -0.000               0.000         652.065            0.000          0.000        652.065
            280           1988       8169.300         27.948          1.557        146.246          3.882          0.000              ?          0.000          0.395          0.000        648.247          0.000          0.000          0.000         -0.025          0.413         -0.388          0.000              0.564      10549.179           0.779         83.230      10465.169          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.530         35.675         25.156         -0.753         32.990         -7.078          0.012              7.013     154267.359          23.377       3801.907     150442.078         26.325         89.187         62.906         -1.883         82.476        -17.688           0.045              17.555      385668.406           58.442       9504.767     376105.188          3.818          0.000         -3.817          0.000          0.000         -3.817           0.000               0.000         648.247            0.000          0.000        648.247
            281           1988       8277.484         28.092          1.602        145.982          3.803          0.000              ?          0.000          0.377          0.000        644.644          0.000          0.000          0.000         -0.018          0.412         -0.394          0.000              0.564      10549.179           0.761         83.642      10464.775          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.626         43.274         32.625         -0.535         40.603         -7.438         -0.023              6.990     154299.984          22.842       3842.509     150434.641         26.564        108.184         81.562         -1.338        101.506        -18.594          -0.057              17.498      385749.969           57.104       9606.272     376086.594          3.604          0.000         -3.604          0.000          0.000         -3.604           0.000               0.000         644.644            0.000          0.000        644.644
            282           1988       8370.492         28.243          1.626        145.719          3.730          0.000              ?          0.000          0.361          0.000        641.581          0.000          0.000          0.000         -0.012          0.411         -0.399          0.000              0.564      10549.179           0.750         84.053      10464.376          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000         10.196         37.203         27.031         -0.355         34.546         -7.172          0.024              7.014     154327.016          22.487       3877.055     150427.469         25.490         93.008         67.531         -0.887         86.365        -17.938           0.013              17.510      385817.500           56.217       9692.638     376068.656          3.063          0.000         -3.063          0.000          0.000         -3.063          -0.000               0.000         641.581            0.000          0.000        641.581
            283           1988       8459.845         28.390          1.625        145.462          3.664          0.000              ?          0.000          0.347          0.000        638.750          0.000          0.000          0.001         -0.006          0.411         -0.404          0.001              0.565      10549.180           0.744         84.464      10463.972          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          9.556         35.741         26.172         -0.170         33.097         -6.750         -0.012              7.001     154353.188          22.317       3910.152     150420.719         23.891         89.352         65.438         -0.424         82.741        -16.875          -0.023              17.487      385882.938           55.793       9775.379     376051.781          2.831          0.000         -2.831          0.000          0.000         -2.831           0.000               0.000         638.750            0.000          0.000        638.750
            284           1988       8536.070         28.516          1.581        145.228          3.611          0.000              ?          0.000          0.334          0.000        636.636          0.000          0.000         -0.001          0.000          0.410         -0.410         -0.001              0.564      10549.179           0.744         84.874      10463.562          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          8.377         30.490         22.109          0.000         27.859         -5.750         -0.003              6.998     154375.297          22.317       3938.011     150414.969         20.944         76.226         55.281          0.000         69.647        -14.375          -0.001              17.487      385938.219           55.793       9845.026     376037.406          2.114          0.000         -2.114          0.000          0.000         -2.114          -0.000               0.000         636.636            0.000          0.000        636.636
            285           1988       8604.011         28.586          1.539        145.020          3.568          0.000              ?          0.000          0.323          0.000        634.248          0.000          0.000          0.000          0.000          0.408         -0.409          0.000              0.564      10549.179           0.744         85.282      10463.152          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.492         27.176         19.688          0.000         24.558         -4.875          0.003              7.001     154394.984          22.317       3962.569     150410.094         18.729         67.940         49.219          0.000         61.396        -12.188           0.008              17.494      385987.438           55.793       9906.422     376025.219          2.387          0.000         -2.387          0.000          0.000         -2.387           0.000               0.000         634.248            0.000          0.000        634.248
            286           1988       8666.531         28.641          1.499        144.821          3.528          0.000              ?          0.000          0.312          0.000        631.594          0.000          0.000         -0.001          0.000          0.405         -0.405         -0.001              0.563      10549.178           0.744         85.687      10462.747          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.255         25.008         17.781          0.000         22.404         -4.625          0.028              7.029     154412.766          22.317       3984.973     150405.469         18.138         62.521         44.438          0.000         56.010        -11.562           0.055              17.549      386031.875           55.793       9962.432     376013.656          2.654          0.000         -2.654          0.000          0.000         -2.654           0.000               0.000         631.594            0.000          0.000        631.594
            287           1988       8719.936         28.710          1.463        144.615          3.486          0.000              ?          0.000          0.303          0.000        628.970          0.000          0.000          0.000          0.000          0.401         -0.402          0.000              0.563      10549.178           0.744         86.089      10462.345          0.000          0.000          0.000          0.000          0.000          0.000          0.000              0.000          0.000           0.000          0.000          0.000          7.490         21.362         13.859          0.000         18.770         -4.906         -0.013              7.016     154426.625          22.317       4003.742     150400.562         18.724         53.404         34.688          0.000         46.925        -12.250           0.008              17.557      386066.562           55.793      10009.356     376001.406          2.624          0.000         -2.624          0.000          0.000         -2.624          -0.000               0.000         628.970            0.000          0.000        628.970
