Summary_file = step3.sum
Title = Step 3. swim
           date       sw_dep()  transpiration
     11/12/1979        496.354          0.005
     12/12/1979        496.334          0.002
     13/12/1979        497.580          0.001
     14/12/1979        503.857          0.047
     15/12/1979        503.071          0.516
     16/12/1979        502.800          0.501
     17/12/1979        500.688          0.929
     18/12/1979        499.910          0.518
     19/12/1979        499.347          0.774
     20/12/1979        498.031          0.938
     21/12/1979        503.037          1.011
     22/12/1979        500.199          0.498
     23/12/1979        499.029          0.510
     24/12/1979        497.818          1.126
     25/12/1979        496.960          0.824
     26/12/1979        496.569          0.367
     27/12/1979        496.442          0.106
     28/12/1979        496.392          0.029
     29/12/1979        496.362          0.010
     30/12/1979        496.340          0.004
     31/12/1979        496.320          0.001
     01/01/1980        496.303          0.000
     02/01/1980        496.286          0.000
     03/01/1980        496.270          0.000
     04/01/1980        496.254          0.000
     05/01/1980        496.686          0.000
     06/01/1980        496.259          0.000
     07/01/1980        496.553          0.268
     08/01/1980        496.410          0.054
     09/01/1980        501.599          1.026
     10/01/1980        499.163          0.499
     11/01/1980        498.139          0.499
     12/01/1980        499.292          1.059
     13/01/1980        497.629          1.158
     14/01/1980        496.781          0.792
     15/01/1980        496.508          0.249
     16/01/1980        496.418          0.069
     17/01/1980        496.380          0.017
     18/01/1980        496.354          0.006
     19/01/1980        496.333          0.002
     20/01/1980        496.314          0.001
     21/01/1980        496.297          0.000
     22/01/1980        496.281          0.000
     23/01/1980        496.264          0.000
     24/01/1980        496.249          0.000
     25/01/1980        496.234          0.000
     26/01/1980        503.318          0.000
     27/01/1980        508.179          0.654
     28/01/1980        510.778          0.545
     29/01/1980        506.386          0.501
     30/01/1980        504.396          1.148
     31/01/1980        502.778          1.111
     01/02/1980        501.426          1.157
     02/02/1980        500.266          0.992
     03/02/1980        499.271          0.935
     04/02/1980        503.506          0.921
     05/02/1980        510.775          0.906
     06/02/1980        507.856          0.463
     07/02/1980        505.531          0.477
     08/02/1980        503.989          0.899
     09/02/1980        502.737          0.998
     10/02/1980        507.586          0.939
     11/02/1980        505.157          0.788
     12/02/1980        504.057          0.443
     13/02/1980        502.906          0.838
     14/02/1980        501.849          0.844
     15/02/1980        500.916          0.828
     16/02/1980        499.940          0.917
     17/02/1980        499.019          0.878
     18/02/1980        498.137          0.848
     19/02/1980        497.102          1.010
     20/02/1980        496.621          0.458
     21/02/1980        496.459          0.141
     22/02/1980        496.390          0.050
     23/02/1980        496.353          0.018
     24/02/1980        496.328          0.006
     25/02/1980        496.308          0.002
     26/02/1980        496.312          0.001
     27/02/1980        496.275          0.000
     28/02/1980        496.259          0.000
     29/02/1980        496.244          0.000
     01/03/1980        496.229          0.000
     02/03/1980        496.215          0.000
     03/03/1980        496.201          0.000
     04/03/1980        496.187          0.000
     05/03/1980        496.174          0.000
     06/03/1980        496.161          0.000
     07/03/1980        496.149          0.000
     08/03/1980        496.137          0.000
     09/03/1980        508.695          0.739
     10/03/1980        509.040          0.742
     11/03/1980        507.997          0.252
     12/03/1980        505.285          0.231
     13/03/1980        505.103          0.642
     14/03/1980        503.319          0.671
     15/03/1980        502.600          0.302
     16/03/1980        501.642          0.705
     17/03/1980        500.704          0.770
     18/03/1980        499.864          0.752
     19/03/1980        499.033          0.781
     20/03/1980        498.250          0.747
     21/03/1980        497.498          0.724
     22/03/1980        496.721          0.753
     23/03/1980        496.492          0.207
     24/03/1980        496.404          0.068
     25/03/1980        496.361          0.024
     26/03/1980        496.333          0.009
     27/03/1980        496.312          0.003
     28/03/1980        496.294          0.001
     29/03/1980        496.278          0.000
     30/03/1980        496.262          0.000
     31/03/1980        496.246          0.000
     01/04/1980        496.231          0.000
     02/04/1980        496.217          0.000
     03/04/1980        496.203          0.000
     04/04/1980        496.189          0.000
     05/04/1980        496.176          0.000
     06/04/1980        496.163          0.000
     07/04/1980        496.150          0.000
     08/04/1980        496.138          0.000
     09/04/1980        496.126          0.000
     10/04/1980        496.115          0.000
     11/04/1980        496.103          0.000
     12/04/1980        496.093          0.000
     13/04/1980        496.082          0.000
     14/04/1980        496.071          0.000
     15/04/1980        496.111          0.090
     16/04/1980        496.072          0.000
     17/04/1980        496.061          0.000
     18/04/1980        496.050          0.000
     19/04/1980        496.041          0.000
     20/04/1980        496.031          0.000
     21/04/1980        496.021          0.000
     22/04/1980        496.012          0.000
     23/04/1980        496.003          0.000
     24/04/1980        495.994          0.000
     25/04/1980        495.985          0.000
     26/04/1980        495.976          0.000
     27/04/1980        495.968          0.000
     28/04/1980        495.960          0.000
     29/04/1980        495.951          0.000
     30/04/1980        495.943          0.000
     01/05/1980        495.935          0.000
     02/05/1980        495.928          0.000
     03/05/1980        495.920          0.000
     04/05/1980        495.913          0.000
     05/05/1980        495.905          0.000
     06/05/1980        495.898          0.000
     07/05/1980        496.190          0.000
     08/05/1980        499.702          0.108
     09/05/1980        500.252          0.503
     10/05/1980        498.578          0.241
     11/05/1980        497.919          0.310
     12/05/1980        497.501          0.281
     13/05/1980        496.970          0.473
     14/05/1980        496.560          0.385
     15/05/1980        496.431          0.107
     16/05/1980        496.386          0.024
     17/05/1980        496.358          0.008
     18/05/1980        496.336          0.003
     19/05/1980        496.317          0.001
     20/05/1980        496.300          0.000
     21/05/1980        496.283          0.000
     22/05/1980        498.546          0.092
     23/05/1980        501.400          0.436
     24/05/1980        499.440          0.416
     25/05/1980        498.584          0.502
     26/05/1980        497.979          0.488
     27/05/1980        497.795          0.465
     28/05/1980        509.667          0.401
     29/05/1980        508.918          0.136
     30/05/1980        507.289          0.119
     31/05/1980        505.178          0.293
     01/06/1980        507.764          0.488
     02/06/1980        505.512          0.465
     03/06/1980        503.931          0.352
     04/06/1980        503.143          0.443
     05/06/1980        502.695          0.142
     06/06/1980        502.181          0.307
     07/06/1980        501.599          0.428
     08/06/1980        501.043          0.434
     09/06/1980        500.565          0.376
     10/06/1980        500.990          0.457
     11/06/1980        501.296          0.460
     12/06/1980        500.562          0.106
     13/06/1980        500.165          0.156
     14/06/1980        499.906          0.187
     15/06/1980        500.424          0.101
     16/06/1980        499.947          0.195
     17/06/1980        499.186          0.329
     18/06/1980        498.655          0.476
     19/06/1980        498.332          0.286
     20/06/1980        498.042          0.258
     21/06/1980        497.696          0.317
     22/06/1980        497.338          0.333
     23/06/1980        497.184          0.127
     24/06/1980        496.851          0.308
     25/06/1980        496.487          0.343
     26/06/1980        496.398          0.068
     27/06/1980        496.355          0.024
     28/06/1980        497.240          0.352
     29/06/1980        496.608          0.110
     30/06/1980        496.449          0.105
     01/07/1980        496.394          0.031
     02/07/1980        496.371          0.002
     03/07/1980        496.351          0.001
     04/07/1980        496.334          0.000
     05/07/1980        496.315          0.000
     06/07/1980        496.297          0.000
     07/07/1980        496.279          0.000
     08/07/1980        496.263          0.000
     09/07/1980        496.248          0.000
     10/07/1980        496.234          0.000
     11/07/1980        496.218          0.000
     12/07/1980        496.204          0.000
     13/07/1980        496.190          0.000
     14/07/1980        496.176          0.000
     15/07/1980        496.164          0.000
     16/07/1980        496.151          0.000
     17/07/1980        496.138          0.000
     18/07/1980        496.126          0.000
     19/07/1980        496.114          0.000
     20/07/1980        496.103          0.000
     21/07/1980        496.092          0.000
     22/07/1980        496.081          0.000
     23/07/1980        496.070          0.000
     24/07/1980        496.060          0.000
     25/07/1980        496.049          0.000
     26/07/1980        496.128          0.000
     27/07/1980        496.038          0.000
     28/07/1980        496.022          0.000
     29/07/1980        496.034          0.000
     30/07/1980        511.407          0.362
     31/07/1980        518.389          0.241
     01/08/1980        517.175          0.114
     02/08/1980        515.246          0.213
     03/08/1980        513.040          0.332
     04/08/1980        511.333          0.367
     05/08/1980        510.333          0.482
     06/08/1980        509.490          0.516
     07/08/1980        508.760          0.497
     08/08/1980        508.142          0.440
     09/08/1980        507.593          0.412
     10/08/1980        507.195          0.272
     11/08/1980        506.714          0.379
     12/08/1980        506.066          0.561
     13/08/1980        505.427          0.563
     14/08/1980        504.856          0.504
     15/08/1980        504.313          0.482
     16/08/1980        503.669          0.589
     17/08/1980        503.105          0.515
     18/08/1980        502.702          0.358
     19/08/1980        502.385          0.273
     20/08/1980        501.756          0.592
     21/08/1980        501.529          0.188
     22/08/1980        500.953          0.542
     23/08/1980        500.504          0.416
     24/08/1980        499.976          0.498
     25/08/1980        508.512          0.391
     26/08/1980        506.654          0.571
     27/08/1980        505.223          0.249
     28/08/1980        503.960          0.230
     29/08/1980        503.104          0.400
     30/08/1980        502.426          0.439
     31/08/1980        501.811          0.456
     01/09/1980        501.287          0.408
     02/09/1980        500.631          0.582
     03/09/1980        499.914          0.665
     04/09/1980        499.326          0.546
     05/09/1980        498.760          0.529
     06/09/1980        498.250          0.478
     07/09/1980        497.625          0.599
     08/09/1980        497.028          0.573
     09/09/1980        496.529          0.478
     10/09/1980        496.414          0.094
     11/09/1980        496.363          0.031
     12/09/1980        496.334          0.011
     13/09/1980        496.312          0.004
     14/09/1980        496.293          0.001
     15/09/1980        496.276          0.000
     16/09/1980        496.260          0.000
     17/09/1980        496.480          0.000
     18/09/1980        496.244          0.000
     19/09/1980        496.219          0.000
     20/09/1980        496.204          0.000
     21/09/1980        496.191          0.000
     22/09/1980        496.177          0.000
     23/09/1980        496.164          0.000
     24/09/1980        496.152          0.000
     25/09/1980        496.139          0.000
     26/09/1980        496.127          0.000
     27/09/1980        496.116          0.000
     28/09/1980        496.104          0.000
     29/09/1980        496.093          0.000
     30/09/1980        496.082          0.000
     01/10/1980        496.072          0.000
     02/10/1980        496.061          0.000
     03/10/1980        496.051          0.000
     04/10/1980        496.041          0.000
     05/10/1980        496.031          0.000
     06/10/1980        496.022          0.000
     07/10/1980        496.012          0.000
     08/10/1980        496.003          0.000
     09/10/1980        495.994          0.000
     10/10/1980        495.985          0.000
     11/10/1980        496.071          0.000
     12/10/1980        499.181          0.750
     13/10/1980        500.235          0.464
     14/10/1980        500.289          0.336
     15/10/1980        498.674          0.372
     16/10/1980        497.725          0.752
     17/10/1980        498.261          0.722
     18/10/1980        499.554          0.733
     19/10/1980        498.298          0.778
     20/10/1980        499.748          0.770
     21/10/1980        498.117          0.377
     22/10/1980        497.569          0.414
     23/10/1980        496.696          0.821
     24/10/1980        505.978          0.244
     25/10/1980        520.510          0.791
     26/10/1980        523.646          0.423
     27/10/1980        520.916          0.473
     28/10/1980        517.433          0.437
     29/10/1980        515.811          0.710
     30/10/1980        514.517          0.709
     31/10/1980        513.529          0.667
     01/11/1980        512.597          0.695
     02/11/1980        511.459          0.956
     03/11/1980        510.352          0.960
     04/11/1980        509.421          0.808
     05/11/1980        508.440          0.876
     06/11/1980        507.381          0.968
     07/11/1980        506.308          0.994
     08/11/1980        505.420          0.817
     09/11/1980        504.483          0.874
     10/11/1980        503.533          0.996
     11/11/1980        502.977          0.418
     12/11/1980        502.096          0.824
     13/11/1980        501.110          0.942
     14/11/1980        500.057          1.013
     15/11/1980        502.717          1.103
     16/11/1980        500.328          0.850
     17/11/1980        499.673          0.459
     18/11/1980        498.579          1.045
     19/11/1980        497.535          1.018
     20/11/1980        496.681          0.832
     21/11/1980        496.436          0.223
     22/11/1980        501.276          0.772
     23/11/1980        498.753          0.472
     24/11/1980        497.443          1.059
     25/11/1980        505.490          0.454
     26/11/1980        502.323          0.822
     27/11/1980        500.663          0.459
     28/11/1980        499.436          0.953
     29/11/1980        498.116          1.247
     30/11/1980        497.109          0.971
     01/12/1980        496.610          0.475
     02/12/1980        496.451          0.137
     03/12/1980        496.393          0.038
     04/12/1980        510.170          0.495
     05/12/1980        512.528          0.476
     06/12/1980        518.968          1.014
     07/12/1980        514.242          0.455
     08/12/1980        511.435          0.861
     09/12/1980        510.093          0.438
     10/12/1980        508.617          0.994
     11/12/1980        507.614          0.743
     12/12/1980        506.442          0.945
     13/12/1980        505.274          1.013
     14/12/1980        504.396          0.949
     15/12/1980        512.321          0.455
     16/12/1980        515.761          0.486
     17/12/1980        511.538          0.476
     18/12/1980        509.549          0.809
     19/12/1980        508.074          0.871
     20/12/1980        507.048          0.720
     21/12/1980        505.983          0.854
     22/12/1980        504.881          0.935
     23/12/1980        503.857          0.899
     24/12/1980        502.674          1.084
     25/12/1980        501.825          0.766
     26/12/1980        500.684          1.079
     27/12/1980        503.609          1.007
     28/12/1980        501.057          0.977
     29/12/1980        509.512          0.967
     30/12/1980        505.310          0.454
     31/12/1980        512.857          0.890
     01/01/1981        516.203          0.450
     02/01/1981        511.116          1.017
     03/01/1981        509.077          0.973
     04/01/1981        507.966          0.489
     05/01/1981        506.841          0.812
     06/01/1981        505.673          0.953
     07/01/1981        504.525          1.015
     08/01/1981        507.657          0.971
     09/01/1981        504.867          1.027
     10/01/1981        503.963          0.487
     11/01/1981        502.845          0.995
     12/01/1981        501.617          1.150
     13/01/1981        500.671          0.885
     14/01/1981        499.756          0.867
     15/01/1981        498.716          1.004
     16/01/1981        497.657          1.033
     17/01/1981        499.619          0.886
     18/01/1981        497.352          1.025
     19/01/1981        499.214          0.647
     20/01/1981        497.567          0.505
     21/01/1981        496.929          0.512
     22/01/1981        496.551          0.350
     23/01/1981        496.431          0.098
     24/01/1981        496.389          0.021
     25/01/1981        496.362          0.006
     26/01/1981        496.341          0.002
     27/01/1981        496.321          0.001
     28/01/1981        496.304          0.000
     29/01/1981        496.286          0.000
     30/01/1981        498.795          0.000
     31/01/1981        496.625          0.993
     01/02/1981        496.457          0.127
     02/02/1981        496.396          0.038
     03/02/1981        506.042          0.253
     04/02/1981        505.765          0.822
     05/02/1981        514.608          0.514
     06/02/1981        521.053          0.478
     07/02/1981        529.386          0.447
     08/02/1981        526.771          0.432
     09/02/1981        530.593          0.520
     10/02/1981        527.756          0.471
     11/02/1981        524.575          0.458
     12/02/1981        522.581          0.964
     13/02/1981        521.299          0.916
     14/02/1981        522.838          1.032
     15/02/1981        521.849          0.972
     16/02/1981        519.202          0.994
     17/02/1981        519.338          0.510
     18/02/1981        517.213          0.576
     19/02/1981        515.890          0.892
     20/02/1981        520.696          0.986
     21/02/1981        521.577          0.766
     22/02/1981        517.949          0.484
     23/02/1981        516.140          0.945
     24/02/1981        515.122          0.460
     25/02/1981        514.003          0.833
     26/02/1981        512.997          0.796
     27/02/1981        511.974          0.858
     28/02/1981        510.944          0.896
     01/03/1981        510.021          0.813
     02/03/1981        509.501          0.424
     03/03/1981        511.674          0.379
     04/03/1981        512.366          0.774
     05/03/1981        510.765          0.340
     06/03/1981        509.622          0.717
     07/03/1981        508.676          0.718
     08/03/1981        507.812          0.697
     09/03/1981        506.965          0.715
     10/03/1981        506.132          0.725
     11/03/1981        505.282          0.759
     12/03/1981        504.473          0.730
     13/03/1981        508.677          0.713
     14/03/1981        506.307          0.698
     15/03/1981        505.159          0.338
     16/03/1981        504.297          0.711
     17/03/1981        503.510          0.707
     18/03/1981        502.711          0.739
     19/03/1981        501.970          0.692
     20/03/1981        501.188          0.742
     21/03/1981        500.399          0.755
     22/03/1981        505.159          0.783
     23/03/1981        503.310          0.705
     24/03/1981        501.838          0.222
     25/03/1981        505.477          0.750
     26/03/1981        503.065          0.715
     27/03/1981        501.904          0.335
     28/03/1981        501.062          0.690
     29/03/1981        500.353          0.654
     30/03/1981        499.643          0.676
     31/03/1981        498.922          0.692
     01/04/1981        511.790          0.643
     02/04/1981        511.786          0.301
     03/04/1981        510.717          0.290
     04/04/1981        516.015          0.325
     05/04/1981        512.405          0.608
     06/04/1981        512.658          0.649
     07/04/1981        515.538          0.658
     08/04/1981        515.236          0.338
     09/04/1981        513.663          0.369
     10/04/1981        511.424          0.233
     11/04/1981        510.023          0.576
     12/04/1981        509.064          0.573
     13/04/1981        508.260          0.548
     14/04/1981        507.533          0.539
     15/04/1981        506.909          0.476
     16/04/1981        506.179          0.605
     17/04/1981        505.392          0.690
     18/04/1981        504.699          0.608
     19/04/1981        503.935          0.692
     20/04/1981        503.232          0.639
     21/04/1981        502.551          0.624
     22/04/1981        501.960          0.538
     23/04/1981        501.374          0.539
     24/04/1981        500.732          0.599
     25/04/1981        500.158          0.536
     26/04/1981        503.097          0.621
     27/04/1981        501.379          0.284
     28/04/1981        500.583          0.579
     29/04/1981        499.906          0.620
     30/04/1981        499.499          0.368
     01/05/1981        499.041          0.429
     02/05/1981        498.667          0.350
     03/05/1981        498.490          0.151
     04/05/1981        498.092          0.373
     05/05/1981        497.579          0.496
     06/05/1981        497.352          0.202
     07/05/1981        497.106          0.224
     08/05/1981        496.612          0.475
     09/05/1981        496.376          0.219
     10/05/1981        496.334          0.022
     11/05/1981        496.311          0.006
     12/05/1981        496.292          0.002
     13/05/1981        496.275          0.001
     14/05/1981        496.259          0.000
     15/05/1981        496.244          0.000
     16/05/1981        496.304          0.000
     17/05/1981        496.348          0.000
     18/05/1981        496.231          0.000
     19/05/1981        496.198          0.000
     20/05/1981        496.184          0.000
     21/05/1981        507.052          0.179
     22/05/1981        513.381          0.321
     23/05/1981        511.473          0.198
     24/05/1981        508.959          0.331
     25/05/1981        507.459          0.435
     26/05/1981        506.423          0.473
     27/05/1981        505.785          0.287
     28/05/1981        505.120          0.453
     29/05/1981        504.752          0.172
     30/05/1981        504.269          0.331
     31/05/1981        503.662          0.487
     01/06/1981        517.157          0.419
     02/06/1981        515.391          0.122
     03/06/1981        512.769          0.318
     04/06/1981        511.112          0.453
     05/06/1981        510.219          0.324
     06/06/1981        509.434          0.445
     07/06/1981        508.819          0.378
     08/06/1981        508.380          0.245
     09/06/1981        507.942          0.287
     10/06/1981        516.100          0.234
     11/06/1981        515.210          0.346
     12/06/1981        512.940          0.105
     13/06/1981        511.205          0.429
     14/06/1981        510.299          0.426
     15/06/1981        509.585          0.404
     16/06/1981        508.959          0.403
     17/06/1981        508.386          0.404
     18/06/1981        507.883          0.358
     19/06/1981        507.367          0.423
     20/06/1981        507.873          0.100
     21/06/1981        507.179          0.419
     22/06/1981        507.219          0.346
     23/06/1981        510.156          0.113
     24/06/1981        508.140          0.145
     25/06/1981        507.204          0.393
     26/06/1981        506.732          0.203
     27/06/1981        506.351          0.202
     28/06/1981        505.925          0.292
     29/06/1981        505.529          0.281
     30/06/1981        506.226          0.437
     01/07/1981        505.169          0.313
     02/07/1981        507.400          0.346
     03/07/1981        506.073          0.120
     04/07/1981        505.385          0.442
     05/07/1981        504.841          0.350
     06/07/1981        504.302          0.412
     07/07/1981        503.815          0.384
     08/07/1981        503.364          0.362
     09/07/1981        502.880          0.408
     10/07/1981        502.402          0.411
     11/07/1981        501.947          0.396
     12/07/1981        501.492          0.402
     13/07/1981        501.107          0.336
     14/07/1981        500.652          0.410
     15/07/1981        500.255          0.357
     16/07/1981        499.808          0.409
     17/07/1981        499.435          0.339
     18/07/1981        499.181          0.221
     19/07/1981        498.746          0.405
     20/07/1981        498.474          0.246
     21/07/1981        506.336          0.120
     22/07/1981        508.547          0.226
     23/07/1981        508.097          0.127
     24/07/1981        510.677          0.417
     25/07/1981        509.699          0.175
     26/07/1981        507.272          0.156
     27/07/1981        505.981          0.483
     28/07/1981        505.313          0.179
     29/07/1981        504.441          0.433
     30/07/1981        503.722          0.480
     31/07/1981        503.166          0.386
     01/08/1981        502.738          0.288
     02/08/1981        502.283          0.341
     03/08/1981        501.765          0.422
     04/08/1981        501.167          0.517
     05/08/1981        500.707          0.404
     06/08/1981        500.333          0.326
     07/08/1981        500.063          0.222
     08/08/1981        499.669          0.352
     09/08/1981        499.185          0.448
     10/08/1981        498.728          0.426
     11/08/1981        498.385          0.314
     12/08/1981        497.962          0.397
     13/08/1981        497.442          0.496
     14/08/1981        497.028          0.391
     15/08/1981        496.484          0.524
     16/08/1981        496.400          0.063
     17/08/1981        496.362          0.019
     18/08/1981        496.337          0.007
     19/08/1981        496.317          0.002
     20/08/1981        496.299          0.001
     21/08/1981        496.283          0.000
     22/08/1981        496.267          0.000
     23/08/1981        496.252          0.000
     24/08/1981        496.237          0.000
     25/08/1981        512.572          0.307
     26/08/1981        510.547          0.201
     27/08/1981        507.734          0.353
     28/08/1981        506.193          0.573
     29/08/1981        505.237          0.429
     30/08/1981        504.504          0.437
     31/08/1981        503.982          0.291
     01/09/1981        503.358          0.450
     02/09/1981        502.627          0.594
     03/09/1981        501.906          0.610
     04/09/1981        501.229          0.582
     05/09/1981        501.561          0.542
     06/09/1981        500.249          0.482
     07/09/1981        499.616          0.547
     08/09/1981        499.032          0.540
     09/09/1981        498.483          0.512
     10/09/1981        497.878          0.574
     11/09/1981        497.240          0.612
     12/09/1981        496.712          0.510
     13/09/1981        496.494          0.193
     14/09/1981        496.408          0.065
     15/09/1981        496.366          0.023
     16/09/1981        496.339          0.008
     17/09/1981        496.318          0.003
     18/09/1981        496.300          0.001
     19/09/1981        496.284          0.000
     20/09/1981        502.409          0.047
     21/09/1981        499.663          0.672
     22/09/1981        498.525          0.420
     23/09/1981        497.754          0.676
     24/09/1981        497.033          0.675
     25/09/1981        496.590          0.418
     26/09/1981        496.451          0.118
     27/09/1981        496.401          0.029
     28/09/1981        496.371          0.010
     29/09/1981        496.348          0.004
     30/09/1981        496.329          0.001
     01/10/1981        496.311          0.000
     02/10/1981        496.294          0.000
     03/10/1981        496.277          0.000
     04/10/1981        497.884          0.829
     05/10/1981        497.076          0.706
     06/10/1981        496.755          0.272
     07/10/1981        496.515          0.210
     08/10/1981        496.423          0.069
     09/10/1981        496.391          0.010
     10/10/1981        496.369          0.002
     11/10/1981        496.350          0.001
     12/10/1981        496.331          0.000
     13/10/1981        496.313          0.000
     14/10/1981        496.296          0.000
     15/10/1981        496.280          0.000
     16/10/1981        496.264          0.000
     17/10/1981        496.248          0.000
     18/10/1981        501.559          0.220
     19/10/1981        498.972          0.747
     20/10/1981        498.042          0.383
     21/10/1981        497.163          0.805
     22/10/1981        496.735          0.425
     23/10/1981        496.498          0.194
     24/10/1981        496.412          0.052
     25/10/1981        496.378          0.013
     26/10/1981        496.354          0.005
     27/10/1981        496.334          0.002
     28/10/1981        496.315          0.000
     29/10/1981        496.298          0.000
     30/10/1981        496.281          0.000
     31/10/1981        496.964          0.000
     01/11/1981        508.807          0.700
     02/11/1981        513.931          0.416
     03/11/1981        524.260          0.443
     04/11/1981        522.119          0.408
     05/11/1981        517.912          0.440
     06/11/1981        515.801          0.895
     07/11/1981        514.208          1.042
     08/11/1981        512.893          0.994
     09/11/1981        511.719          0.942
     10/11/1981        512.119          0.984
     11/11/1981        509.845          0.930
     12/11/1981        515.161          0.473
     13/11/1981        512.897          0.902
     14/11/1981        510.827          0.458
     15/11/1981        509.426          0.934
     16/11/1981        508.161          1.041
     17/11/1981        507.501          0.451
     18/11/1981        506.570          0.787
     19/11/1981        514.904          0.817
     20/11/1981        515.073          0.906
     21/11/1981        512.285          0.894
     22/11/1981        510.899          0.448
     23/11/1981        509.994          0.449
     24/11/1981        508.703          1.016
     25/11/1981        512.078          1.048
     26/11/1981        509.027          1.114
     27/11/1981        507.961          0.449
     28/11/1981        506.931          0.787
     29/11/1981        505.820          0.934
     30/11/1981        515.161          1.072
     01/12/1981        513.325          0.487
     02/12/1981        519.015          0.487
     03/12/1981        524.868          0.971
     04/12/1981        521.961          0.451
     05/12/1981        518.132          0.476
     06/12/1981        516.281          0.862
     07/12/1981        514.673          1.002
     08/12/1981        513.186          1.178
     09/12/1981        511.763          1.203
     10/12/1981        510.650          0.942
     11/12/1981        509.610          0.902
     12/12/1981        508.739          0.756
     13/12/1981        507.800          0.840
     14/12/1981        506.591          1.125
     15/12/1981        515.498          1.099
     16/12/1981        512.998          0.429
     17/12/1981        521.160          0.427
     18/12/1981        518.351          0.430
     19/12/1981        515.196          0.461
     20/12/1981        520.316          1.057
     21/12/1981        521.557          0.511
     22/12/1981        518.477          0.490
     23/12/1981        523.600          0.504
     24/12/1981        523.941          1.124
     25/12/1981        519.580          0.472
     26/12/1981        517.355          1.056
     27/12/1981        515.787          0.920
     28/12/1981        514.552          0.890
     29/12/1981        513.476          0.832
     30/12/1981        512.379          0.910
     31/12/1981        511.154          1.076
     01/01/1982        509.974          1.058
     02/01/1982        508.943          0.926
     03/01/1982        507.707          1.147
     04/01/1982        506.550          1.082
     05/01/1982        510.668          0.523
     06/01/1982        508.059          0.515
     07/01/1982        506.959          0.512
     08/01/1982        510.179          0.915
     09/01/1982        507.300          0.971
     10/01/1982        505.953          1.088
     11/01/1982        504.837          1.004
     12/01/1982        503.702          1.054
     13/01/1982        502.687          0.951
     14/01/1982        501.627          1.012
     15/01/1982        500.670          0.920
     16/01/1982        499.545          1.095
     17/01/1982        504.008          1.065
     18/01/1982        509.151          0.490
     19/01/1982        511.476          0.483
     20/01/1982        517.609          0.483
     21/01/1982        517.578          0.479
     22/01/1982        519.404          0.478
     23/01/1982        516.154          0.531
     24/01/1982        513.659          0.527
     25/01/1982        511.894          0.961
     26/01/1982        510.567          0.989
     27/01/1982        509.071          1.200
     28/01/1982        508.137          0.758
     29/01/1982        506.985          1.016
     30/01/1982        505.785          1.088
     31/01/1982        504.553          1.139
     01/02/1982        508.127          1.099
     02/02/1982        505.675          0.528
     03/02/1982        504.649          0.472
     04/02/1982        503.699          0.821
     05/02/1982        502.641          0.987
     06/02/1982        501.642          0.946
     07/02/1982        500.682          0.919
     08/02/1982        499.795          0.854
     09/02/1982        499.012          0.755
     10/02/1982        498.158          0.830
     11/02/1982        497.352          0.787
     12/02/1982        496.524          0.803
     13/02/1982        496.417          0.087
     14/02/1982        497.846          0.024
     15/02/1982        496.667          0.347
     16/02/1982        496.426          0.106
     17/02/1982        496.397          0.007
     18/02/1982        496.376          0.000
     19/02/1982        496.357          0.000
     20/02/1982        496.338          0.000
     21/02/1982        496.321          0.000
     22/02/1982        497.064          0.462
     23/02/1982        499.356          0.460
     24/02/1982        511.175          0.903
     25/02/1982        508.221          0.950
     26/02/1982        505.537          0.485
     27/02/1982        509.911          0.867
     28/02/1982        511.734          0.277
     01/03/1982        514.254          0.874
     02/03/1982        516.477          0.447
     03/03/1982        518.140          0.257
     04/03/1982        520.680          0.248
     05/03/1982        519.836          0.376
     06/03/1982        521.575          0.472
     07/03/1982        521.791          0.756
     08/03/1982        519.317          0.749
     09/03/1982        516.382          0.334
     10/03/1982        526.850          0.737
     11/03/1982        528.794          0.457
     12/03/1982        526.350          0.519
     13/03/1982        523.674          0.373
     14/03/1982        521.531          0.727
     15/03/1982        520.274          0.725
     16/03/1982        519.548          0.294
     17/03/1982        523.107          0.709
     18/03/1982        520.798          0.716
     19/03/1982        519.413          0.722
     20/03/1982        518.317          0.697
     21/03/1982        517.336          0.685
     22/03/1982        516.442          0.657
     23/03/1982        515.499          0.748
     24/03/1982        514.605          0.730
     25/03/1982        513.762          0.701
     26/03/1982        512.961          0.677
     27/03/1982        512.179          0.672
     28/03/1982        511.367          0.715
     29/03/1982        510.610          0.671
     30/03/1982        509.855          0.677
     31/03/1982        519.286          0.706
     01/04/1982        517.586          0.690
     02/04/1982        514.876          0.196
     03/04/1982        513.297          0.585
     04/04/1982        512.232          0.664
     05/04/1982        511.244          0.724
     06/04/1982        510.422          0.616
     07/04/1982        509.622          0.651
     08/04/1982        508.779          0.725
     09/04/1982        508.249          0.427
     10/04/1982        507.568          0.593
     11/04/1982        507.906          0.608
     12/04/1982        506.521          0.546
     13/04/1982        505.761          0.659
     14/04/1982        505.367          0.321
     15/04/1982        504.665          0.643
     16/04/1982        507.727          0.432
     17/04/1982        505.735          0.443
     18/04/1982        504.865          0.580
     19/04/1982        504.174          0.593
     20/04/1982        507.448          0.169
     21/04/1982        508.593          0.605
     22/04/1982        511.322          0.302
     23/04/1982        510.298          0.211
     24/04/1982        508.169          0.157
     25/04/1982        506.894          0.559
     26/04/1982        505.993          0.622
     27/04/1982        512.909          0.552
     28/04/1982        511.526          0.530
     29/04/1982        509.267          0.165
     30/04/1982        507.886          0.468
