APSIM output file, version = 5.4
Title = bambatsi Sample Simulation
           date            day           year            lai   foliage_mass      root_mass        biomass             ep          cover             fw             fn             ft           fvpd             ff
     21/08/1988            234           1988          0.101           67.0       7164.943         5504.6          0.481          0.068          1.000          1.000          1.000          1.000          1.000
     22/08/1988            235           1988          0.100           66.9       7134.085         5494.3          0.191          0.068          1.000          1.000          1.000          1.000          1.000
     23/08/1988            236           1988          0.100           66.9       7103.311         5484.0          0.159          0.068          1.000          1.000          0.829          1.000          1.000
     24/08/1988            237           1988          0.100           66.8       7069.784         5473.4          0.063          0.068          1.000          1.000          0.312          1.000          1.000
     25/08/1988            238           1988          0.100           66.8       7037.021         5462.9          0.099          0.068          1.000          1.000          0.321          1.000          1.000
     26/08/1988            239           1988          0.100           66.9       7006.027         5452.5          0.175          0.068          1.000          1.000          0.546          1.000          1.000
     27/08/1988            240           1988          0.100           66.8       6974.625         5442.2          0.126          0.068          1.000          1.000          0.679          1.000          1.000
     28/08/1988            241           1988          0.100           66.8       6943.540         5431.9          0.111          0.068          1.000          1.000          0.613          1.000          1.000
     29/08/1988            242           1988          0.100           66.8       6911.442         5421.4          0.099          0.068          1.000          1.000          0.296          1.000          1.000
     30/08/1988            243           1988          0.100           66.8       6880.460         5411.1          0.161          0.068          1.000          1.000          0.404          1.000          1.000
     31/08/1988            244           1988          0.100           66.8       6848.678         5400.7          0.081          0.068          1.000          1.000          0.537          1.000          1.000
     01/09/1988            245           1988          0.100           66.8       6817.383         5390.4          0.087          0.068          1.000          1.000          0.650          1.000          1.000
     02/09/1988            246           1988          0.100           66.9       6788.927         5380.4          0.216          0.068          1.000          1.000          0.783          1.000          1.000
     03/09/1988            247           1988          0.101           67.0       6763.201         5370.7          0.425          0.068          1.000          1.000          0.938          1.000          1.000
     04/09/1988            248           1988          0.100           67.0       6736.638         5360.9          0.377          0.068          1.000          1.000          0.979          1.000          1.000
     05/09/1988            249           1988          0.100           66.8       6706.850         5350.8          0.127          0.068          1.000          1.000          0.792          1.000          1.000
     06/09/1988            250           1988          0.100           66.9       6678.500         5340.8          0.180          0.068          1.000          1.000          0.812          1.000          1.000
     07/09/1988            251           1988          0.100           66.9       6649.427         5330.7          0.131          0.068          1.000          1.000          0.767          1.000          1.000
     08/09/1988            252           1988          0.100           67.0       6622.993         5321.0          0.319          0.068          1.000          1.000          0.729          1.000          1.000
     09/09/1988            253           1988          0.100           66.9       6595.524         5311.1          0.237          0.068          1.000          1.000          0.662          1.000          1.000
     10/09/1988            254           1988          0.100           67.0       6569.364         5301.4          0.312          0.068          1.000          1.000          0.821          1.000          1.000
     11/09/1988            255           1988          0.101           67.0       6544.734         5291.9          0.401          0.068          1.000          1.000          1.000          1.000          1.000
     12/09/1988            256           1988          0.100           66.9       6517.505         5282.1          0.165          0.068          1.000          1.000          0.904          1.000          1.000
     13/09/1988            257           1988          0.100           67.0       6492.233         5272.5          0.398          0.068          1.000          1.000          0.775          1.000          1.000
     14/09/1988            258           1988          0.100           66.9       6460.593         5262.2          0.017          0.068          1.000          1.000          0.237          1.000          1.000
     15/09/1988            259           1988          0.101           67.2       6433.774         5253.1          0.278          0.068          1.000          1.000          0.729          1.000          1.000
     16/09/1988            260           1988          0.101           67.5       6406.863         5244.7          0.309          0.068          1.000          1.000          0.725          1.000          1.000
     17/09/1988            261           1988          0.103           68.5       6382.697         5238.2          0.654          0.069          1.000          1.000          0.921          1.000          1.000
     18/09/1988            262           1988          0.105           69.7       6357.243         5232.2          0.571          0.071          1.000          1.000          0.821          1.000          1.000
     19/09/1988            263           1988          0.106           70.6       6328.967         5225.0          0.262          0.071          1.000          1.000          0.529          1.000          1.000
     20/09/1988            264           1988          0.107           71.3       6299.421         5217.2          0.156          0.072          1.000          1.000          0.375          1.000          1.000
     21/09/1988            265           1988          0.109           72.6       6270.602         5210.9          0.283          0.073          1.000          1.000          0.508          1.000          1.000
     22/09/1988            266           1988          0.111           74.3       6242.665         5205.9          0.403          0.075          1.000          1.000          0.646          1.000          1.000
     23/09/1988            267           1988          0.115           76.4       6215.849         5202.6          0.546          0.077          1.000          1.000          0.854          1.000          1.000
     24/09/1988            268           1988          0.118           79.0       6189.858         5200.5          0.617          0.080          1.000          1.000          0.992          1.000          1.000
     25/09/1988            269           1988          0.123           81.8       6164.355         5199.2          0.724          0.082          1.000          1.000          1.000          1.000          1.000
     26/09/1988            270           1988          0.127           84.6       6138.899         5197.9          0.726          0.085          1.000          1.000          1.000          1.000          1.000
     27/09/1988            271           1988          0.130           86.7       6112.361         5194.8          0.506          0.087          1.000          1.000          1.000          1.000          1.000
     28/09/1988            272           1988          0.134           89.4       6086.963         5193.6          0.719          0.090          1.000          1.000          1.000          1.000          1.000
     29/09/1988            273           1988          0.140           93.1       6062.888         5194.7          1.039          0.093          1.000          1.000          1.000          1.000          1.000
     30/09/1988            274           1988          0.146           97.0       6039.226         5196.5          1.384          0.097          1.000          1.000          1.000          1.000          1.000
     01/10/1988            275           1988          0.150          100.3       6014.693         5196.8          0.660          0.100          1.000          1.000          1.000          1.000          1.000
     02/10/1988            276           1988          0.156          104.3       5991.092         5198.9          0.895          0.104          1.000          1.000          0.946          1.000          1.000
     03/10/1988            277           1988          0.163          108.8       5968.334         5202.6          1.203          0.108          1.000          1.000          1.000          1.000          1.000
     04/10/1988            278           1988          0.170          113.3       5945.553         5206.4          1.346          0.112          1.000          1.000          1.000          1.000          1.000
     05/10/1988            279           1988          0.177          118.1       5923.119         5210.9          1.505          0.117          1.000          1.000          1.000          1.000          1.000
     06/10/1988            280           1988          0.185          123.3       5901.159         5216.5          1.459          0.121          1.000          1.000          1.000          1.000          1.000
     07/10/1988            281           1988          0.193          128.6       5879.485         5222.8          1.343          0.126          1.000          1.000          1.000          1.000          1.000
     08/10/1988            282           1988          0.200          133.6       5857.368         5228.3          1.136          0.131          1.000          1.000          1.000          1.000          1.000
     09/10/1988            283           1988          0.209          139.1       5835.808         5235.1          1.225          0.136          1.000          1.000          1.000          1.000          1.000
     10/10/1988            284           1988          0.218          145.1       5814.798         5243.3          1.125          0.141          1.000          1.000          1.000          1.000          1.000
     11/10/1988            285           1988          0.227          151.0       5793.626         5251.2          1.213          0.147          1.000          1.000          0.917          1.000          1.000
     12/10/1988            286           1988          0.237          158.0       5773.728         5262.3          1.653          0.153          1.000          1.000          1.000          1.000          1.000
     13/10/1988            287           1988          0.248          165.6       5754.526         5275.0          1.969          0.160          1.000          1.000          1.000          1.000          1.000
     14/10/1988            288           1988          0.260          173.3       5735.599         5288.1          1.978          0.166          1.000          1.000          1.000          1.000          1.000
     15/10/1988            289           1988          0.273          181.8       5717.736         5303.5          2.145          0.174          1.000          1.000          1.000          1.000          1.000
     16/10/1988            290           1988          0.286          190.8       5700.593         5320.4          2.343          0.182          1.000          1.000          1.000          1.000          1.000
     17/10/1988            291           1988          0.300          200.1       5683.847         5338.0          1.961          0.189          1.000          1.000          1.000          1.000          1.000
     18/10/1988            292           1988          0.315          210.1       5668.073         5357.7          2.002          0.198          1.000          1.000          1.000          1.000          1.000
     19/10/1988            293           1988          0.331          220.5       5653.025         5378.9          2.249          0.207          1.000          1.000          1.000          1.000          1.000
     20/10/1988            294           1988          0.349          232.4       5639.618         5403.8          3.183          0.217          1.000          1.000          1.000          1.000          1.000
     21/10/1988            295           1988          0.367          244.5       5626.626         5429.5          3.415          0.226          1.000          1.000          1.000          1.000          1.000
     22/10/1988            296           1988          0.385          257.0       5614.289         5456.6          3.364          0.236          1.000          1.000          1.000          1.000          1.000
     23/10/1988            297           1988          0.400          266.6       5599.035         5476.7          1.948          0.244          1.000          1.000          1.000          1.000          1.000
     24/10/1988            298           1988          0.411          273.7       5581.199         5490.7          1.046          0.250          1.000          1.000          0.975          1.000          1.000
     25/10/1988            299           1988          0.427          284.6       5567.632         5514.4          2.077          0.258          1.000          1.000          1.000          1.000          1.000
     26/10/1988            300           1988          0.446          297.5       5556.411         5543.4          2.279          0.268          1.000          1.000          1.000          1.000          1.000
     27/10/1988            301           1988          0.468          312.1       5547.110         5576.8          2.798          0.279          1.000          1.000          1.000          1.000          1.000
     28/10/1988            302           1988          0.492          328.1       5539.569         5614.3          3.568          0.291          1.000          1.000          1.000          1.000          1.000
     29/10/1988            303           1988          0.517          344.7       5532.869         5653.5          3.945          0.304          1.000          1.000          1.000          1.000          1.000
     30/10/1988            304           1988          0.542          361.5       5526.655         5693.9          3.863          0.316          1.000          1.000          1.000          1.000          1.000
     31/10/1988            305           1988          0.568          379.0       5521.255         5736.1          3.980          0.328          1.000          1.000          1.000          1.000          1.000
     01/11/1988            306           1988          0.592          394.8       5514.344         5774.4          2.947          0.339          1.000          0.994          1.000          1.000          1.000
     02/11/1988            307           1988          0.616          410.8       5509.429         5813.9          3.308          0.350          1.000          0.908          1.000          1.000          1.000
     03/11/1988            308           1988          0.642          428.2       5506.191         5857.1          3.857          0.362          1.000          0.910          1.000          1.000          1.000
     04/11/1988            309           1988          0.668          445.6       5503.147         5900.5          3.745          0.374          1.000          0.907          1.000          1.000          1.000
     05/11/1988            310           1988          0.696          464.2       5501.734         5947.6          4.008          0.386          1.000          0.910          1.000          1.000          1.000
     06/11/1988            311           1988          0.703          469.0       5483.840         5958.8          0.503          0.389          1.000          0.908          0.854          1.000          1.000
     07/11/1988            312           1988          0.724          482.6       5475.381         5992.3          2.065          0.398          1.000          0.969          0.842          1.000          1.000
     08/11/1988            313           1988          0.752          501.4       5473.610         6039.3          2.740          0.409          1.000          0.933          0.896          1.000          1.000
     09/11/1988            314           1988          0.784          522.4       5475.562         6093.6          3.829          0.422          1.000          0.914          1.000          1.000          1.000
     10/11/1988            315           1988          0.814          542.8       5477.231         6147.0          3.783          0.434          1.000          0.908          1.000          1.000          1.000
     11/11/1988            316           1988          0.845          563.1       5478.722         6200.2          3.502          0.446          1.000          0.913          1.000          1.000          1.000
     12/11/1988            317           1988          0.877          584.4       5481.619         6256.7          3.471          0.459          1.000          0.916          1.000          1.000          1.000
     13/11/1988            318           1988          0.910          606.6       5485.787         6316.0          3.499          0.471          1.000          0.915          1.000          1.000          1.000
     14/11/1988            319           1988          0.946          630.6       5492.136         6380.0          4.228          0.484          1.000          0.915          1.000          1.000          1.000
     15/11/1988            320           1988          0.985          656.4       5500.887         6449.2          4.446          0.498          1.000          0.912          1.000          1.000          1.000
     16/11/1988            321           1988          1.004          669.4       5493.152         6482.4          1.673          0.505          1.000          0.909          0.692          1.000          1.000
     17/11/1988            322           1988          1.034          689.6       5492.939         6534.0          2.963          0.515          1.000          0.953          0.708          1.000          1.000
     18/11/1988            323           1988          1.077          717.7       5504.286         6610.2          4.411          0.529          1.000          0.933          1.000          1.000          1.000
     19/11/1988            324           1988          1.120          747.0       5517.983         6690.1          5.280          0.544          1.000          0.910          1.000          1.000          1.000
     20/11/1988            325           1988          1.155          769.8       5524.408         6754.3          3.346          0.554          1.000          0.910          1.000          1.000          1.000
     21/11/1988            326           1988          1.195          797.0       5535.553         6830.1          4.428          0.567          1.000          0.929          1.000          1.000          1.000
     22/11/1988            327           1988          1.233          822.1       5544.813         6901.2          4.196          0.578          1.000          0.920          1.000          1.000          1.000
     23/11/1988            328           1988          1.282          854.7       5562.661         6991.8          5.583          0.592          1.000          0.927          1.000          1.000          1.000
     24/11/1988            329           1988          1.331          887.3       5581.190         7083.0          5.552          0.606          1.000          0.912          1.000          1.000          1.000
     25/11/1988            330           1988          1.380          919.8       5599.820         7174.7          5.152          0.619          1.000          0.915          1.000          1.000          1.000
     26/11/1988            331           1988          1.429          952.5       5618.777         7267.6          5.213          0.632          1.000          0.917          1.000          1.000          1.000
     27/11/1988            332           1988          1.474          982.8       5635.170         7355.1          4.714          0.644          1.000          0.919          1.000          1.000          1.000
     28/11/1988            333           1988          1.528         1018.9       5658.039         7457.7          5.103          0.657          1.000          0.926          0.992          1.000          1.000
     29/11/1988            334           1988          1.584         1055.8       5682.609         7563.4          5.577          0.670          1.000          0.917          1.000          1.000          1.000
     30/11/1988            335           1988          1.642         1094.9       5709.838         7675.2          6.258          0.683          0.998          0.918          1.000          1.000          1.000
     01/12/1988            336           1988          1.697         1131.6       5734.687         7782.0          5.829          0.695          0.982          0.917          1.000          1.000          1.000
     02/12/1988            337           1988          1.747         1164.8       5756.119         7880.8          5.432          0.706          0.908          0.923          1.000          1.000          1.000
     03/12/1988            338           1988          1.794         1196.3       5774.953         7976.0          4.861          0.715          1.000          0.931          1.000          1.000          1.000
     04/12/1988            339           1988          1.842         1228.1       5796.831         8072.9          4.936          0.725          0.868          0.935          1.000          1.000          1.000
     05/12/1988            340           1988          1.884         1255.9       5816.579         8160.2          4.538          0.733          0.799          0.931          1.000          1.000          1.000
     06/12/1988            341           1988          1.921         1280.5       5831.399         8240.4          4.180          0.739          0.837          0.885          1.000          1.000          1.000
     07/12/1988            342           1988          1.948         1298.8       5838.471         8305.1          3.311          0.744          1.000          0.844          1.000          1.000          1.000
     08/12/1988            343           1988          1.968         1312.1       5840.345         8357.7          2.673          0.748          1.000          0.812          1.000          1.000          1.000
     09/12/1988            344           1988          1.998         1331.8       5851.064         8426.7          4.156          0.753          0.939          0.790          1.000          1.000          1.000
     10/12/1988            345           1988          2.032         1354.6       5866.870         8503.8          4.251          0.759          1.000          0.759          1.000          1.000          1.000
     11/12/1988            346           1988          2.071         1380.4       5887.783         8588.9          5.084          0.765          1.000          0.729          1.000          1.000          1.000
     12/12/1988            347           1988          2.096         1397.5       5898.485         8652.9          3.777          0.769          1.000          0.696          1.000          1.000          1.000
     13/12/1988            348           1988          2.127         1418.0       5914.567         8725.6          3.753          0.774          1.000          0.675          1.000          1.000          1.000
     14/12/1988            349           1988          2.158         1438.4       5931.457         8798.4          4.191          0.779          1.000          0.651          1.000          1.000          1.000
     15/12/1988            350           1988          2.183         1455.4       5944.539         8863.3          4.059          0.783          1.000          0.627          1.000          1.000          1.000
     16/12/1988            351           1988          2.194         1462.5       5944.104         8903.6          2.466          0.785          1.000          0.607          1.000          1.000          1.000
     17/12/1988            352           1988          2.193         1461.9       5932.887         8925.0          1.099          0.785          1.000          0.598          1.000          1.000          1.000
     18/12/1988            353           1988          2.194         1462.4       5923.298         8949.0          1.469          0.785          1.000          0.596          1.000          1.000          1.000
     19/12/1988            354           1988          2.214         1476.1       5933.063         9006.0          3.937          0.788          1.000          0.593          1.000          1.000          1.000
     20/12/1988            355           1988          2.235         1490.2       5943.956         9064.2          4.346          0.791          1.000          0.576          1.000          1.000          1.000
     21/12/1988            356           1988          2.257         1504.9       5956.364         9124.1          4.915          0.794          1.000          0.559          1.000          1.000          1.000
     22/12/1988            357           1988          2.275         1516.5       5964.765         9176.6          3.995          0.797          1.000          0.542          1.000          1.000          1.000
     23/12/1988            358           1988          2.292         1528.0       5973.507         9229.2          4.284          0.799          1.000          0.530          1.000          1.000          1.000
     24/12/1988            359           1988          2.308         1538.5       5981.016         9279.3          3.967          0.801          1.000          0.519          1.000          1.000          1.000
     25/12/1988            360           1988          2.324         1549.6       5989.968         9331.3          4.380          0.804          1.000          0.511          1.000          1.000          1.000
     26/12/1988            361           1988          2.341         1560.6       5998.964         9383.1          4.397          0.806          1.000          0.501          1.000          1.000          1.000
     27/12/1988            362           1988          2.349         1565.7       5999.194         9420.4          3.004          0.807          1.000          0.492          1.000          1.000          1.000
     28/12/1988            363           1988          2.366         1577.0       6009.375         9473.5          4.679          0.809          1.000          0.488          1.000          1.000          1.000
     29/12/1988            364           1988          2.379         1586.2       6016.511         9521.2          4.088          0.811          1.000          0.478          1.000          1.000          1.000
     30/12/1988            365           1988          2.390         1593.3       6020.697         9564.0          3.494          0.812          1.000          0.470          1.000          1.000          1.000
     31/12/1988            366           1988          2.400         1599.7       6023.956         9605.1          3.223          0.814          1.000          0.463          1.000          1.000          1.000
     01/01/1989              1           1989          2.410         1606.6       6028.274         9647.6          3.565          0.815          1.000          0.455          1.000          1.000          1.000
     02/01/1989              2           1989          2.410         1606.7       6021.837         9673.0          2.046          0.815          1.000          0.447          1.000          1.000          1.000
     03/01/1989              3           1989          2.416         1610.4       6021.526         9707.7          3.355          0.816          1.000          0.444          1.000          1.000          1.000
     04/01/1989              4           1989          2.425         1617.0       6025.866         9749.3          4.116          0.817          1.000          0.438          1.000          1.000          1.000
     05/01/1989              5           1989          2.433         1621.8       6027.717         9786.8          4.011          0.818          0.893          0.429          1.000          1.000          1.000
     06/01/1989              6           1989          2.431         1620.6       6019.890         9809.3          2.042          0.818          1.000          0.422          1.000          1.000          1.000
     07/01/1989              7           1989          2.434         1622.8       6017.735         9840.3          3.105          0.818          1.000          0.421          1.000          1.000          1.000
     08/01/1989              8           1989          2.441         1627.2       6019.192         9876.6          3.385          0.819          1.000          0.417          1.000          1.000          1.000
     09/01/1989              9           1989          2.447         1631.1       6020.129         9911.8          3.549          0.820          1.000          0.412          1.000          1.000          1.000
     10/01/1989             10           1989          2.453         1635.1       6021.234         9947.2          4.193          0.820          0.891          0.407          1.000          1.000          1.000
     11/01/1989             11           1989          2.457         1637.8       6020.529         9979.6          3.569          0.821          1.000          0.402          1.000          1.000          1.000
     12/01/1989             12           1989          2.464         1642.7       6024.039        10017.4          4.025          0.822          1.000          0.399          1.000          1.000          1.000
     13/01/1989             13           1989          2.470         1646.9       6027.967        10053.4          3.922          0.823          1.000          0.394          1.000          1.000          1.000
     14/01/1989             14           1989          2.472         1648.3       6028.207        10082.6          2.863          0.823          1.000          0.390          1.000          1.000          1.000
     15/01/1989             15           1989          2.476         1650.7       6030.660        10114.3          3.304          0.823          1.000          0.389          1.000          1.000          1.000
     16/01/1989             16           1989          2.479         1652.9       6033.238        10145.2          3.257          0.824          1.000          0.387          1.000          1.000          1.000
     17/01/1989             17           1989          2.483         1655.2       6036.888        10176.6          3.553          0.824          1.000          0.385          1.000          1.000          1.000
     18/01/1989             18           1989          2.486         1657.2       6040.949        10207.3          3.988          0.824          0.967          0.382          1.000          1.000          1.000
     19/01/1989             19           1989          2.485         1656.6       6040.580        10231.3          3.608          0.824          0.820          0.379          1.000          1.000          1.000
     20/01/1989             20           1989          2.484         1656.0       6040.759        10255.3          3.556          0.824          1.000          0.378          1.000          1.000          1.000
     21/01/1989             21           1989          2.481         1653.9       6038.400        10275.6          3.329          0.824          0.776          0.376          1.000          1.000          1.000
     22/01/1989             22           1989          2.476         1650.6       6033.693        10292.7          2.592          0.823          1.000          0.374          1.000          1.000          1.000
     23/01/1989             23           1989          2.469         1645.9       6026.254        10306.3          1.974          0.822          1.000          0.373          1.000          1.000          1.000
     24/01/1989             24           1989          2.461         1641.0       6018.207        10319.0          1.616          0.821          1.000          0.373          1.000          1.000          1.000
     25/01/1989             25           1989          2.461         1640.4       6019.979        10342.5          2.660          0.821          0.975          0.372          1.000          1.000          1.000
     26/01/1989             26           1989          2.455         1636.4       6015.548        10357.5          2.394          0.821          0.705          0.367          1.000          1.000          1.000
     27/01/1989             27           1989          2.449         1632.7       6012.502        10372.9          2.296          0.820          0.937          0.363          1.000          1.000          1.000
     28/01/1989             28           1989          2.442         1627.7       6007.364        10385.1          2.064          0.819          0.729          0.359          1.000          1.000          1.000
     29/01/1989             29           1989          2.431         1621.0       5998.520        10392.7          1.849          0.818          0.608          0.356          1.000          1.000          1.000
     30/01/1989             30           1989          2.418         1612.0       5984.174        10394.6          1.683          0.816          0.414          0.353          1.000          1.000          1.000
     31/01/1989             31           1989          2.402         1601.2       5968.379        10391.5          1.535          0.814          0.322          0.352          1.000          1.000          1.000
     01/02/1989             32           1989          2.387         1591.5       5951.757        10390.9          1.401          0.812          0.381          0.352          1.000          1.000          1.000
     02/02/1989             33           1989          2.375         1583.1       5938.661        10393.4          1.279          0.810          0.644          0.352          1.000          1.000          1.000
     03/02/1989             34           1989          2.362         1574.6       5925.303        10395.2          1.169          0.809          0.672          0.350          1.000          1.000          1.000
     04/02/1989             35           1989          2.346         1564.1       5906.723        10392.0          0.446          0.806          1.000          0.347          1.000          1.000          1.000
     05/02/1989             36           1989          2.332         1554.7       5885.618        10386.4          0.270          0.805          1.000          0.347          0.867          1.000          1.000
     06/02/1989             37           1989          2.323         1548.5       5877.561        10392.2          1.222          0.803          1.000          0.347          0.967          1.000          1.000
     07/02/1989             38           1989          2.315         1543.1       5873.452        10400.9          1.696          0.802          1.000          0.345          1.000          1.000          1.000
     08/02/1989             39           1989          2.309         1539.5       5875.403        10413.8          2.699          0.801          1.000          0.342          1.000          1.000          1.000
     09/02/1989             40           1989          2.300         1533.0       5870.072        10419.7          2.424          0.800          0.713          0.337          1.000          1.000          1.000
     10/02/1989             41           1989          2.288         1525.0       5859.934        10421.3          2.171          0.798          0.541          0.335          1.000          1.000          1.000
     11/02/1989             42           1989          2.278         1518.6       5854.955        10426.9          2.225          0.797          0.912          0.334          1.000          1.000          1.000
     12/02/1989             43           1989          2.269         1512.4       5850.779        10432.8          2.086          0.796          0.965          0.333          1.000          1.000          1.000
     13/02/1989             44           1989          2.257         1504.6       5841.330        10434.4          1.857          0.794          0.585          0.332          1.000          1.000          1.000
     14/02/1989             45           1989          2.244         1496.0       5828.833        10433.7          1.644          0.792          0.484          0.332          1.000          1.000          1.000
     15/02/1989             46           1989          2.230         1486.8       5814.350        10431.4          1.447          0.790          0.429          0.333          1.000          1.000          1.000
     16/02/1989             47           1989          2.216         1477.1       5798.062        10427.7          1.266          0.788          0.377          0.333          1.000          1.000          1.000
     17/02/1989             48           1989          2.201         1467.4       5781.432        10423.6          1.106          0.786          0.386          0.333          1.000          1.000          1.000
     18/02/1989             49           1989          2.186         1457.3       5763.117        10418.1          0.959          0.783          0.340          0.333          1.000          1.000          1.000
     19/02/1989             50           1989          2.168         1445.5       5745.196        10408.3          0.820          0.781          0.263          0.332          1.000          1.000          1.000
     20/02/1989             51           1989          2.149         1433.0       5726.935        10396.3          0.707          0.778          0.214          0.333          1.000          1.000          1.000
     21/02/1989             52           1989          2.141         1427.5       5722.647        10401.6          2.364          0.777          1.000          0.335          1.000          1.000          1.000
     22/02/1989             53           1989          2.134         1422.8       5721.604        10408.9          2.392          0.776          1.000          0.333          1.000          1.000          1.000
     23/02/1989             54           1989          2.127         1417.7       5718.789        10414.7          2.017          0.774          1.000          0.333          1.000          1.000          1.000
     24/02/1989             55           1989          2.117         1411.2       5711.236        10417.1          1.600          0.773          1.000          0.334          1.000          1.000          1.000
     25/02/1989             56           1989          2.110         1407.0       5710.114        10424.8          2.222          0.772          1.000          0.336          1.000          1.000          1.000
     26/02/1989             57           1989          2.104         1402.7       5709.013        10432.4          2.291          0.771          1.000          0.336          1.000          1.000          1.000
     27/02/1989             58           1989          2.098         1398.4       5707.455        10439.6          2.239          0.770          1.000          0.335          1.000          1.000          1.000
     28/02/1989             59           1989          2.089         1392.4       5698.774        10441.2          1.129          0.768          1.000          0.335          0.954          1.000          1.000
     01/03/1989             60           1989          2.080         1386.8       5692.917        10445.1          1.658          0.767          1.000          0.337          1.000          1.000          1.000
     02/03/1989             61           1989          2.073         1382.2       5689.699        10451.1          2.158          0.766          1.000          0.337          1.000          1.000          1.000
     03/03/1989             62           1989          2.064         1375.8       5680.834        10452.6          1.353          0.764          1.000          0.337          1.000          1.000          1.000
     04/03/1989             63           1989          2.055         1370.1       5673.775        10455.7          1.695          0.763          1.000          0.338          1.000          1.000          1.000
     05/03/1989             64           1989          2.046         1364.0       5665.306        10457.7          1.692          0.761          1.000          0.339          1.000          1.000          1.000
     06/03/1989             65           1989          2.040         1360.3       5663.447        10465.3          2.536          0.760          1.000          0.340          1.000          1.000          1.000
     07/03/1989             66           1989          2.035         1356.5       5661.481        10472.7          2.473          0.759          1.000          0.340          1.000          1.000          1.000
     08/03/1989             67           1989          2.029         1352.4       5658.386        10479.1          2.339          0.758          1.000          0.340          1.000          1.000          1.000
     09/03/1989             68           1989          2.023         1348.7       5656.346        10486.5          2.540          0.757          1.000          0.340          1.000          1.000          1.000
     10/03/1989             69           1989          2.018         1345.5       5655.635        10494.9          2.914          0.757          1.000          0.341          1.000          1.000          1.000
     11/03/1989             70           1989          2.013         1342.0       5654.108        10502.6          2.793          0.756          1.000          0.341          1.000          1.000          1.000
     12/03/1989             71           1989          2.008         1338.3       5651.865        10509.7          2.609          0.755          1.000          0.341          1.000          1.000          1.000
     13/03/1989             72           1989          2.002         1334.7       5649.491        10516.7          2.819          0.754          1.000          0.341          1.000          1.000          1.000
     14/03/1989             73           1989          1.995         1330.3       5644.844        10521.8          2.524          0.753          1.000          0.341          1.000          1.000          1.000
     15/03/1989             74           1989          1.989         1326.2       5640.649        10527.4          2.860          0.752          1.000          0.342          1.000          1.000          1.000
     16/03/1989             75           1989          1.977         1318.1       5624.511        10523.0          0.784          0.749          1.000          0.342          1.000          1.000          1.000
     17/03/1989             76           1989          1.964         1309.5       5605.964        10517.0          0.508          0.747          1.000          0.347          1.000          1.000          1.000
     18/03/1989             77           1989          1.954         1302.4       5590.938        10514.6          0.830          0.745          1.000          0.353          1.000          1.000          1.000
     19/03/1989             78           1989          1.946         1297.4       5580.790        10517.4          1.463          0.744          1.000          0.357          1.000          1.000          1.000
     20/03/1989             79           1989          1.941         1293.8       5573.915        10523.4          1.981          0.743          1.000          0.358          1.000          1.000          1.000
     21/03/1989             80           1989          1.937         1291.0       5569.202        10531.3          2.503          0.742          1.000          0.357          1.000          1.000          1.000
     22/03/1989             81           1989          1.932         1287.8       5563.736        10538.0          2.525          0.741          1.000          0.355          1.000          1.000          1.000
     23/03/1989             82           1989          1.927         1284.6       5558.829        10544.7          2.930          0.740          1.000          0.353          1.000          1.000          1.000
     24/03/1989             83           1989          1.922         1281.1       5553.242        10550.5          2.768          0.739          1.000          0.352          1.000          1.000          1.000
     25/03/1989             84           1989          1.912         1274.6       5539.745        10548.7          1.202          0.738          1.000          0.350          1.000          1.000          1.000
     26/03/1989             85           1989          1.899         1265.8       5522.356        10541.1          0.528          0.735          1.000          0.353          1.000          1.000          1.000
     27/03/1989             86           1989          1.887         1257.8       5511.960        10535.1          0.825          0.733          1.000          0.359          1.000          1.000          1.000
     28/03/1989             87           1989          1.875         1249.9       5508.662        10529.3          1.324          0.731          1.000          0.361          1.000          1.000          1.000
     29/03/1989             88           1989          1.862         1241.2       5507.026        10521.1          1.344          0.728          1.000          0.365          1.000          1.000          1.000
     30/03/1989             89           1989          1.847         1231.2       5501.661        10509.6          0.878          0.725          1.000          0.370          1.000          1.000          1.000
     31/03/1989             90           1989          1.831         1220.9       5494.922        10497.0          0.723          0.723          1.000          0.376          1.000          1.000          1.000
     01/04/1989             91           1989          1.816         1210.7       5489.229        10484.5          0.790          0.720          1.000          0.383          1.000          1.000          1.000
     02/04/1989             92           1989          1.800         1200.2       5472.906        10470.8          0.274          0.716          1.000          0.390          1.000          1.000          1.000
     03/04/1989             93           1989          1.785         1189.8       5458.860        10457.3          0.384          0.713          1.000          0.397          1.000          1.000          1.000
     04/04/1989             94           1989          1.770         1179.9       5452.996        10444.7          0.726          0.710          1.000          0.404          1.000          1.000          1.000
     05/04/1989             95           1989          1.756         1170.5       5456.032        10433.1          1.360          0.707          1.000          0.410          1.000          1.000          1.000
     06/04/1989             96           1989          1.742         1161.2       5459.643        10421.5          1.372          0.705          1.000          0.416          1.000          1.000          1.000
     07/04/1989             97           1989          1.728         1152.0       5462.394        10409.7          1.277          0.702          1.000          0.423          1.000          1.000          1.000
     08/04/1989             98           1989          1.715         1143.0       5469.766        10398.5          1.593          0.699          1.000          0.429          1.000          1.000          1.000
     09/04/1989             99           1989          1.701         1134.2       5478.838        10387.5          1.756          0.696          1.000          0.435          1.000          1.000          1.000
     10/04/1989            100           1989          1.688         1125.4       5486.998        10376.3          1.782          0.693          1.000          0.442          1.000          1.000          1.000
