Summary_file = lysS113.sum
Title = south lysimeter
year,month,day,day_month,period,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),sw(11),sw(12),sw(13),sw(14),sw(15),sw(16),sw(17),sw(18),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3(11),no3(12),no3(13),no3(14),no3(15),nh4(1),nh4(2),nh4(3),nh4(4),nh4(5),nh4(6),nh4(7),nh4(8),nh4(9),nh4(10),nh4(11),nh4(12),nh4(13),nh4(14),nh4(15),no3_025,no3_2590,nh4_025,nh4_2590,sw_dep_025,sw_dep_2590,sw_dep_90180,no3_030,no3_3080,nh4_030,nh4_3080,sw_dep_030,sw_dep_3080,rain,T,ET,swdep(1),swdep(2),swdep(3),swdep(4),swdep(5),swdep(6),swdep(7),swdep(8),swdep(9),swdep(10),swdep(11),swdep(12),swdep(13),swdep(14),swdep(15),swdep(16),swdep(17),swdep(18),es,runoff,drain,eo,h,drain_25,drain_90,drain_180,cum_rain,cum_ET,cum_E,cum_T,cdrain_25,cdrain_90,cdrain180,cum_drain,no3(),nh4(),nit_tot(),leach_no3,cleach_25,cleach_90,urea(),biom_n(),fom_n(),hum_n(),sum@soiln2.dnit[],sum@soiln2.dlt_n_min[],residue_n,residue_wt,residue_cover,L_dlt_n_fixed,P_dlt_n_fixed,W_biomass_n,W_root_n,L_biomass_n,L_root_n,C_biomass_n,C_root_n,P_biomass_n,P_root_n,cum_nmin010,cum_nmin1020,cum_nmin2030,no3_010,nh4_010,fom_n_010,biom_n_010,hum_n_010,no3_sol_20,no3_sol_30,no3_sol_50,no3_sol_90,cumnetdrain120
1997,5,128,8,    10.000,     0.210,     0.215,     0.219,     0.219,     0.172,     0.148,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.006,     0.009,     0.016,     0.036,     0.212,     0.135,     0.406,     0.386,     0.446,     0.329,     0.161,     0.048,     0.000,     0.000,     0.000,     0.013,     0.020,     0.033,     0.086,     0.161,     0.006,     0.025,     0.018,     0.018,     0.014,     0.004,     0.000,     0.000,     0.000,     0.000,     0.414,     1.648,     0.319,     0.077,    44.047,    98.202,   243.926,     0.617,     1.364,     0.331,     0.062,    51.448,    94.855,    19.200,     0.947,     3.555,     1.050,     2.152,     4.383,     8.775,    12.913,    14.774,    14.802,    16.788,    27.660,    43.006,    48.357,    52.176,    54.171,    42.516,    28.346,    21.264,    14.181,     7.094,     3.290,     0.000,     0.000,    38.390,     0.000,     0.000,     0.000,     0.000,    19.200,     4.526,     3.347,     1.179,     0.000,     0.000,     0.000,     0.000,     2.190,     0.396,  4791.237,     0.000,    -0.016,     0.000,     0.000,   242.303,    70.906,  4475.443,     0.000,     0.650,    54.301,  3856.658,     0.538,     0.031,     0.000,     0.000,     0.000,     6.278,    10.314,     0.000,     0.000,     0.000,     0.000,     8.522,     1.428,     0.763,     0.138,     0.206,    15.642,   110.467,  1130.083,     0.405,     1.645,     2.745,     1.611,    -0.051
1997,5,143,23,    10.000,     0.211,     0.216,     0.221,     0.228,     0.229,     0.165,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.001,     0.002,     0.004,     0.009,     0.028,     0.103,     0.396,     0.387,     0.453,     0.334,     0.163,     0.049,     0.000,     0.000,     0.000,     0.011,     0.019,     0.034,     0.070,     0.120,     0.000,     0.024,     0.016,     0.016,     0.013,     0.003,     0.000,     0.000,     0.000,     0.000,     0.147,     1.651,     0.254,     0.071,    50.411,    99.955,   243.927,     0.345,     1.372,     0.266,     0.057,    57.813,    94.856,    15.900,     3.324,     9.850,     1.054,     2.159,     4.413,     9.105,    17.155,    16.525,    14.804,    16.788,    27.660,    43.006,    48.357,    52.177,    54.171,    42.516,    28.346,    21.264,    14.181,     7.094,     6.284,     0.000,     0.000,    28.627,     0.000,     0.000,     0.000,     0.000,    35.100,    14.062,     9.631,     4.431,     0.000,     0.000,     0.000,     0.000,     1.929,     0.326,  4803.222,     0.000,    -0.031,     0.000,     0.000,   250.865,    74.253,  4475.850,     0.000,     2.348,    50.524,  3533.308,     0.507,     0.053,     0.000,     0.000,     0.000,     5.974,     9.850,     0.000,     0.000,     0.000,     0.000,    10.477,     1.619,     0.740,     0.025,     0.174,    16.203,   116.853,  1130.401,     0.100,     0.160,     2.672,     1.636,    -0.054
1997,6,158,7,    10.000,     0.070,     0.148,     0.188,     0.204,     0.213,     0.190,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.000,     0.002,     0.005,     0.014,     0.057,     0.033,     0.380,     0.387,     0.460,     0.340,     0.165,     0.049,     0.000,     0.000,     0.000,     0.000,     0.006,     0.025,     0.059,     0.161,     0.006,     0.022,     0.014,     0.014,     0.012,     0.003,     0.000,     0.000,     0.000,     0.000,     0.111,     1.650,     0.257,     0.064,    48.676,   102.429,   243.926,     0.301,     1.377,     0.268,     0.051,    56.083,    94.859,     8.800,     2.500,    10.545,     0.351,     1.484,     3.755,     8.153,    15.942,    18.991,    14.813,    16.788,    27.659,    43.006,    48.356,    52.177,    54.171,    42.515,    28.346,    21.264,    14.181,     7.094,     8.039,     0.000,     0.000,    27.945,     0.000,     0.011,     0.000,     0.000,    43.900,    24.589,    17.671,     6.918,     0.012,     0.000,     0.000,     0.000,     1.892,     0.322,  4813.856,     0.000,    -0.046,     0.000,     0.000,   260.118,    75.166,  4476.357,     0.000,     2.107,    48.871,  3350.205,     0.488,     0.046,     0.000,     0.000,     0.000,     5.567,     9.407,     0.000,     0.000,     0.000,     0.000,    12.193,     1.809,     0.697,     0.040,     0.144,    16.041,   122.792,  1130.716,     0.166,     0.358,     2.562,     1.664,    -0.053
1997,6,163,12,    10.000,     0.065,     0.088,     0.172,     0.197,     0.206,     0.190,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.001,     0.003,     0.010,     0.034,     0.138,     0.026,     0.374,     0.387,     0.463,     0.341,     0.166,     0.049,     0.000,     0.000,     0.000,     0.000,     0.000,     0.008,     0.020,     0.245,     0.000,     0.021,     0.014,     0.013,     0.011,     0.003,     0.000,     0.000,     0.000,     0.000,     0.212,     1.648,     0.273,     0.060,    46.973,   102.466,   243.926,     0.399,     1.378,     0.284,     0.049,    54.381,    94.861,     0.000,     0.574,     2.124,     0.323,     0.884,     3.440,     7.866,    15.435,    19.025,    14.816,    16.788,    27.659,    43.006,    48.356,    52.177,    54.171,    42.515,    28.346,    21.264,    14.181,     7.094,     1.233,     0.000,     0.000,     7.447,     0.000,     0.005,     0.000,     0.000,    43.900,    26.289,    18.905,     7.384,     0.017,     0.000,     0.000,     0.000,     1.993,     0.334,  4816.148,     0.000,    -0.051,     0.000,     0.000,   262.180,    75.163,  4476.476,     0.000,     0.390,    51.101,  3443.843,     0.498,     0.009,     0.000,     0.000,     0.000,     5.268,     9.264,     0.000,     0.000,     0.000,     0.000,    12.469,     1.865,     0.686,     0.094,     0.110,    15.698,   124.017,  1130.782,     0.438,     0.897,     2.526,     1.672,    -0.053
1997,6,170,19,    10.000,     0.152,     0.201,     0.215,     0.227,     0.233,     0.214,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.002,     0.004,     0.006,     0.018,     0.163,     0.032,     0.366,     0.387,     0.466,     0.344,     0.167,     0.049,     0.000,     0.000,     0.000,     0.003,     0.009,     0.014,     0.024,     0.184,     0.001,     0.020,     0.013,     0.012,     0.011,     0.002,     0.000,     0.000,     0.000,     0.000,     0.225,     1.646,     0.235,     0.057,    55.025,   104.861,   243.926,     0.408,     1.380,     0.245,     0.046,    62.438,    94.866,    13.600,     0.505,     4.753,     0.759,     2.010,     4.302,     9.075,    17.468,    21.411,    14.825,    16.788,    27.659,    43.006,    48.356,    52.177,    54.171,    42.515,    28.346,    21.264,    14.181,     7.094,     4.947,     0.000,     0.000,    12.353,     0.000,     0.009,     0.000,     0.000,    57.500,    31.827,    23.853,     7.974,     0.027,     0.000,     0.000,     0.000,     2.004,     0.292,  4820.220,     0.000,    -0.058,     0.000,     0.000,   265.581,    75.659,  4476.683,     0.000,     0.563,    53.996,  3526.977,     0.506,     0.013,     0.000,     0.000,     0.000,     4.782,     9.067,     0.000,     0.000,     0.000,     0.000,    12.922,     1.919,     0.672,     0.084,     0.111,    15.625,   126.143,  1130.904,     0.203,     0.935,     2.472,     1.683,    -0.052
1997,6,171,20,    10.000,     0.091,     0.187,     0.208,     0.222,     0.230,     0.214,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.001,     0.005,     0.008,     0.021,     0.170,     0.034,     0.365,     0.387,     0.466,     0.344,     0.167,     0.049,     0.000,     0.000,     0.000,     0.000,     0.009,     0.014,     0.025,     0.161,     0.000,     0.020,     0.013,     0.012,     0.011,     0.002,     0.000,     0.000,     0.000,     0.000,     0.239,     1.646,     0.209,     0.057,    54.038,   104.893,   243.925,     0.421,     1.380,     0.219,     0.046,    61.451,    94.867,     0.000,     0.124,     1.000,     0.454,     1.870,     4.167,     8.878,    17.228,    21.441,    14.827,    16.788,    27.659,    43.006,    48.356,    52.177,    54.171,    42.515,    28.346,    21.264,    14.181,     7.093,     0.848,     0.000,     0.000,     2.177,     0.000,     0.002,     0.000,     0.000,    57.500,    32.811,    24.701,     8.110,     0.029,     0.000,     0.000,     0.000,     2.018,     0.266,  4820.878,     0.000,    -0.059,     0.000,     0.000,   266.203,    75.669,  4476.721,     0.000,     0.086,    54.306,  3531.232,     0.507,     0.002,     0.000,     0.000,     0.000,     4.716,     9.039,     0.000,     0.000,     0.000,     0.000,    12.985,     1.931,     0.672,     0.092,     0.102,    15.567,   126.565,  1130.930,     0.236,     0.986,     2.464,     1.685,    -0.051
1997,6,175,24,    10.000,     0.071,     0.152,     0.194,     0.211,     0.222,     0.215,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.002,     0.007,     0.014,     0.032,     0.201,     0.036,     0.361,     0.387,     0.468,     0.345,     0.167,     0.050,     0.000,     0.000,     0.000,     0.000,     0.005,     0.014,     0.035,     0.155,     0.000,     0.019,     0.012,     0.011,     0.010,     0.002,     0.000,     0.000,     0.000,     0.000,     0.292,     1.645,     0.209,     0.053,    52.279,   104.924,   243.925,     0.472,     1.380,     0.219,     0.043,    59.696,    94.870,     0.200,     0.389,     2.560,     0.353,     1.524,     3.872,     8.448,    16.618,    21.464,    14.835,    16.788,    27.659,    43.006,    48.356,    52.177,    54.171,    42.515,    28.346,    21.264,    14.181,     7.093,     1.640,     0.000,     0.000,     5.886,     0.000,     0.008,     0.000,     0.000,    57.700,    34.762,    26.341,     8.421,     0.037,     0.000,     0.000,     0.000,     2.069,     0.264,  4823.231,     0.000,    -0.063,     0.000,     0.000,   268.439,    75.601,  4476.859,     0.000,     0.353,    55.485,  3552.084,     0.509,     0.006,     0.000,     0.000,     0.000,     4.480,     8.928,     0.000,     0.000,     0.000,     0.000,    13.244,     1.978,     0.669,     0.122,     0.106,    15.302,   127.995,  1131.013,     0.383,     1.210,     2.433,     1.691,    -0.051
1997,6,176,25,    10.000,     0.070,     0.143,     0.191,     0.209,     0.221,     0.215,     0.148,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.002,     0.007,     0.015,     0.035,     0.179,     0.033,     0.360,     0.387,     0.468,     0.345,     0.167,     0.050,     0.000,     0.000,     0.000,     0.000,     0.003,     0.012,     0.031,     0.176,     0.000,     0.019,     0.012,     0.011,     0.010,     0.002,     0.000,     0.000,     0.000,     0.000,     0.271,     1.643,     0.222,     0.053,    51.991,   104.929,   243.925,     0.451,     1.380,     0.231,     0.043,    59.409,    94.871,     0.000,     0.058,     0.375,     0.349,     1.434,     3.810,     8.375,    16.555,    21.468,    14.836,    16.788,    27.659,    43.006,    48.356,    52.177,    54.171,    42.515,    28.346,    21.264,    14.181,     7.093,     0.282,     0.000,     0.000,     1.201,     0.000,     0.002,     0.000,     0.000,    57.700,    35.049,    26.623,     8.426,     0.039,     0.000,     0.000,     0.000,     2.048,     0.277,  4827.127,     0.000,    -0.064,     0.000,     0.000,   268.895,    79.021,  4476.887,     0.000,     0.072,    57.111,  3585.108,     0.512,     0.044,     0.000,     0.000,     0.000,     0.906,     8.558,     0.000,     0.000,     0.000,     0.000,    13.298,     1.987,     0.666,     0.119,     0.105,    15.928,   128.261,  1131.028,     0.414,     1.079,     2.426,     1.692,    -0.051
1997,7,191,10,    10.000,     0.069,     0.154,     0.193,     0.210,     0.225,     0.226,     0.149,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.003,     0.010,     0.021,     0.064,     0.220,     0.034,     0.345,     0.385,     0.470,     0.348,     0.168,     0.050,     0.000,     0.000,     0.000,     0.000,     0.011,     0.028,     0.103,     0.269,     0.000,     0.014,     0.010,     0.009,     0.009,     0.001,     0.000,     0.000,     0.000,     0.000,     0.352,     1.632,     0.411,     0.043,    53.683,   106.154,   243.927,     0.525,     1.375,     0.418,     0.035,    61.140,    94.910,    14.200,     0.014,    11.861,     0.347,     1.544,     3.850,     8.420,    16.907,    22.615,    14.915,    16.788,    27.658,    43.006,    48.356,    52.177,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,    12.419,     0.000,     0.000,    24.334,     0.000,     0.075,     0.000,     0.000,    71.900,    47.479,    39.042,     8.437,     0.118,     0.000,     0.000,     0.000,     2.117,     0.454,  4836.352,     0.000,    -0.079,     0.000,     0.000,   276.835,    79.556,  4477.391,     0.000,     1.369,    52.974,  3296.123,     0.483,     0.012,     0.000,     0.000,     0.000,     0.816,     8.153,     0.000,     0.000,     0.000,     0.000,    14.375,     2.133,     0.654,     0.171,     0.232,    15.456,   133.382,  1131.335,     0.766,     1.302,     2.311,     1.698,    -0.051
1997,7,206,25,    10.000,     0.059,     0.069,     0.145,     0.194,     0.216,     0.223,     0.150,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.011,     0.019,     0.072,     0.201,     0.430,     0.033,     0.332,     0.382,     0.473,     0.352,     0.169,     0.050,     0.000,     0.000,     0.000,     0.005,     0.016,     0.078,     0.270,     0.375,     0.001,     0.008,     0.008,     0.007,     0.007,     0.000,     0.000,     0.000,     0.000,     0.000,     0.766,     1.623,     0.745,     0.030,    50.120,   105.891,   243.927,     0.932,     1.373,     0.749,     0.026,    57.617,    94.951,     2.100,     0.139,     6.221,     0.295,     0.687,     2.909,     7.764,    16.192,    22.273,    14.993,    16.789,    27.658,    43.007,    48.356,    52.177,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,     5.412,     0.000,     0.000,    28.006,     0.000,     0.081,     0.000,     0.000,    74.000,    53.065,    44.455,     8.610,     0.197,     0.000,     0.000,     0.000,     2.526,     0.774,  4840.464,     0.000,    -0.094,     0.000,     0.000,   279.148,    80.467,  4477.547,     0.000,     0.764,    54.631,  3332.377,     0.486,     0.032,     0.000,     0.000,     0.000,     0.664,     7.761,     0.000,     0.000,     0.000,     0.000,    14.939,     2.235,     0.634,     0.446,     0.494,    15.193,   134.004,  1131.368,     2.590,     2.658,     2.215,     1.711,    -0.054
1997,8,221,9,    10.000,     0.289,     0.290,     0.291,     0.292,     0.283,     0.261,     0.155,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.017,     0.030,     0.067,     0.259,     0.830,     0.222,     0.325,     0.380,     0.476,     0.356,     0.170,     0.050,     0.000,     0.000,     0.000,     0.007,     0.011,     0.038,     0.215,     0.460,     0.020,     0.002,     0.007,     0.006,     0.006,     0.000,     0.000,     0.000,     0.000,     0.000,     1.425,     1.622,     0.751,     0.021,    69.157,   110.220,   243.927,     1.587,     1.375,     0.752,     0.020,    76.908,    95.205,    34.300,     0.874,    13.593,     1.447,     2.899,     5.810,    11.693,    21.215,    26.093,    15.502,    16.790,    27.657,    43.007,    48.356,    52.177,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,    13.846,     0.000,     0.000,    30.158,     0.000,     0.196,     0.000,     0.000,   108.300,    67.817,    58.302,     9.515,     0.708,     0.000,     0.000,     0.000,     3.182,     0.772,  4849.473,     0.000,    -0.104,     0.000,     0.000,   287.480,    79.941,  4478.098,     0.003,     1.484,    51.818,  3072.809,     0.459,     0.255,     0.000,     0.000,     0.000,     0.677,     7.384,     0.000,     0.000,     0.000,     0.000,    16.119,     2.386,     0.611,     0.650,     0.424,    14.348,   139.141,  1131.691,     2.218,     3.911,     2.096,     1.722,    -0.052
1997,8,236,24,    10.000,     0.162,     0.205,     0.218,     0.229,     0.231,     0.230,     0.189,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.055,     0.111,     0.217,     0.423,     0.890,     0.342,     0.361,     0.375,     0.478,     0.359,     0.171,     0.051,     0.000,     0.000,     0.000,     0.012,     0.044,     0.122,     0.325,     0.475,     0.050,     0.001,     0.006,     0.005,     0.006,     0.000,     0.000,     0.000,     0.000,     0.000,     2.038,     1.658,     1.028,     0.018,    56.728,   110.540,   243.926,     2.218,     1.392,     1.028,     0.018,    66.174,    96.910,    14.000,     3.402,    23.150,     0.810,     2.047,     4.355,     9.149,    17.353,    23.014,    18.893,    16.799,    27.657,    43.007,    48.355,    52.177,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,    19.607,     0.000,     0.000,    33.910,     0.000,     3.712,     0.000,     0.000,   122.300,    90.848,    77.910,    12.938,     4.106,     0.000,     0.000,     0.000,     3.834,     1.044,  4857.183,     0.000,    -0.067,     0.000,     0.000,   294.286,    79.458,  4478.561,     0.011,     1.564,    49.143,  2865.493,     0.436,     0.988,     0.000,     0.000,     0.000,     1.523,     7.023,     0.000,     0.000,     0.000,     0.000,    17.319,     2.569,     0.628,     1.103,     0.661,    13.734,   142.963,  1131.939,     4.620,     5.127,     1.910,     1.730,    -0.053
1997,9,251,8,    10.000,     0.298,     0.299,     0.300,     0.302,     0.291,     0.263,     0.198,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.028,     0.063,     0.155,     0.532,     1.459,     0.835,     0.397,     0.371,     0.480,     0.362,     0.172,     0.051,     0.000,     0.000,     0.000,     0.009,     0.015,     0.025,     0.327,     0.553,     0.134,     0.019,     0.005,     0.005,     0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     3.072,     1.696,     1.063,     0.034,    70.728,   114.741,   243.926,     3.270,     1.411,     1.072,     0.024,    80.609,    97.353,    35.800,     4.894,    20.535,     1.492,     2.991,     5.996,    12.079,    21.834,    26.336,    19.762,    16.809,    27.656,    43.007,    48.355,    52.177,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,    15.779,     0.000,     0.000,    34.809,     0.000,     0.707,     0.000,     0.000,   158.100,   111.772,    93.689,    18.083,     4.985,     0.000,     0.000,     0.000,     4.906,     1.096,  4867.687,     0.000,    -0.042,     0.000,     0.000,   304.245,    78.194,  4479.246,     0.014,     2.132,    43.174,  2492.940,     0.393,     0.950,     0.000,     0.000,     0.000,     2.360,     6.683,     0.000,     0.000,     0.000,     0.000,    18.881,     2.841,     0.709,     1.264,     0.560,    12.913,   149.236,  1132.353,     4.406,     6.682,     2.010,     1.736,    -0.055
1997,9,260,17,    10.000,     0.084,     0.186,     0.211,     0.225,     0.233,     0.224,     0.202,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.060,     0.211,     0.350,     0.809,     1.560,     0.860,     0.446,     0.370,     0.481,     0.364,     0.172,     0.052,     0.000,     0.000,     0.000,     0.000,     0.019,     0.090,     0.486,     0.587,     0.162,     0.042,     0.005,     0.005,     0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     3.850,     1.747,     1.344,     0.057,    55.344,   111.165,   243.926,     4.073,     1.438,     1.365,     0.036,    65.423,    97.559,     5.600,     5.871,    20.206,     0.418,     1.862,     4.211,     9.017,    17.478,    22.358,    20.157,    16.817,    27.656,    43.007,    48.355,    52.177,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,    14.295,     0.000,     0.000,    28.862,     0.000,     0.579,     0.000,     0.000,   163.700,   132.354,   107.985,    24.369,     5.388,     0.000,     0.000,     0.000,     5.735,     1.400,  4874.831,     0.000,    -0.021,     0.000,     0.000,   311.364,    76.571,  4479.760,     0.001,     2.016,    38.107,  2192.396,     0.355,     0.679,     0.000,     0.000,     0.000,     3.024,     6.491,     0.000,     0.000,     0.000,     0.000,    20.333,     3.097,     0.812,     1.950,     0.791,    12.139,   153.717,  1132.667,     8.972,     8.924,     2.214,     1.739,    -0.056
1997,9,261,18,    10.000,     0.072,     0.171,     0.204,     0.221,     0.231,     0.224,     0.202,     0.168,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.057,     0.179,     0.291,     0.600,     1.056,     0.571,     0.339,     0.368,     0.478,     0.362,     0.172,     0.052,     0.000,     0.000,     0.000,     0.000,     0.014,     0.099,     0.500,     0.589,     0.166,     0.045,     0.005,     0.005,     0.005,     0.000,     0.000,     0.000,     0.000,     0.000,     2.754,     1.633,     1.368,     0.060,    54.692,   111.174,   243.926,     2.924,     1.377,     1.390,     0.038,    64.771,    97.560,     0.000,     0.754,     2.026,     0.362,     1.712,     4.079,     8.848,    17.325,    22.366,    20.157,    16.818,    27.656,    43.007,    48.355,    52.177,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,     0.638,     0.000,     0.000,     2.932,     0.000,     0.001,     0.000,     0.000,   163.700,   133.004,   108.623,    24.381,     5.389,     0.000,     0.000,     0.000,     4.524,     1.428,  4876.566,     0.000,    -0.020,     0.000,     0.000,   312.018,    78.786,  4479.809,     0.000,     0.217,    38.879,  2208.339,     0.357,     0.095,     0.000,     0.000,     0.000,     0.718,     6.232,     0.000,     0.000,     0.000,     0.000,    20.483,     3.127,     0.825,     1.479,     0.809,    12.541,   154.115,  1132.696,     6.785,     6.094,     1.680,     1.727,    -0.055
1997,10,276,3,    10.000,     0.066,     0.120,     0.190,     0.215,     0.232,     0.241,     0.248,     0.206,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.071,     0.210,     0.520,     0.829,     0.999,     0.600,     0.310,     0.412,     0.474,     0.363,     0.172,     0.052,     0.000,     0.000,     0.000,     0.056,     0.089,     0.262,     0.566,     0.673,     0.184,     0.060,     0.018,     0.004,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     3.229,     1.645,     1.830,     0.086,    55.432,   121.386,   243.928,     3.384,     1.404,     1.860,     0.056,    67.823,   103.681,    33.400,     0.693,    24.365,     0.329,     1.203,     3.801,     8.584,    17.371,    24.144,    24.781,    20.623,    27.661,    43.007,    48.355,    52.178,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,    23.447,     0.000,     0.000,    54.078,     0.000,     8.749,     0.000,     0.000,   197.100,   157.227,   132.069,    25.158,    14.131,     0.000,     0.000,     0.000,     5.012,     1.917,  4882.628,     0.000,     0.184,     0.000,     0.000,   319.813,    75.432,  4480.453,     0.008,     3.552,    33.794,  1918.134,     0.319,     0.317,     0.000,     0.000,     0.000,     1.239,     5.930,     0.000,     0.000,     0.000,     0.000,    23.036,     3.573,     0.992,     1.963,     1.197,    11.209,   157.868,  1133.007,     9.656,     5.749,     1.251,     1.714,    -0.053
1997,10,288,15,    10.000,     0.065,     0.110,     0.185,     0.206,     0.220,     0.217,     0.229,     0.209,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.133,     0.350,     0.892,     1.518,     1.829,     0.915,     0.414,     0.446,     0.475,     0.365,     0.172,     0.052,     0.000,     0.000,     0.000,     0.013,     0.051,     0.254,     0.663,     0.825,     0.240,     0.087,     0.035,     0.005,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     5.637,     1.786,     2.046,     0.131,    51.602,   117.285,   243.928,     5.844,     1.493,     2.089,     0.087,    63.029,   102.991,    11.800,     5.839,    16.632,     0.324,     1.104,     3.696,     8.258,    16.522,    21.698,    22.854,    20.888,    27.668,    43.008,    48.355,    52.178,    54.172,    42.515,    28.346,    21.265,    14.181,     7.093,    10.774,     0.000,     0.000,    49.743,     0.000,    -0.041,     0.000,     0.000,   208.900,   174.513,   142.843,    31.670,    14.095,     0.000,     0.000,     0.000,     7.560,     2.177,  4889.447,     0.000,     0.203,     0.000,     0.000,   326.304,    72.380,  4481.025,     0.000,     3.727,    28.931,  1639.499,     0.280,     1.315,     0.000,     0.000,     0.000,     2.591,     5.698,     0.000,     0.000,     0.000,     0.000,    25.526,     4.096,     1.252,     3.503,     1.256,    10.085,   161.194,  1133.297,    18.383,    11.067,     1.813,     1.718,    -0.055
1997,10,289,16,    10.000,     0.063,     0.096,     0.181,     0.205,     0.220,     0.217,     0.228,     0.209,     0.184,     0.215,     0.242,     0.261,     0.271,     0.283,     0.283,     0.284,     0.284,     0.284,     0.144,     0.332,     0.819,     1.308,     1.461,     0.718,     0.315,     0.403,     0.475,     0.365,     0.172,     0.052,     0.000,     0.000,     0.000,     0.017,     0.055,     0.255,     0.670,     0.832,     0.246,     0.089,     0.036,     0.005,     0.004,     0.000,     0.000,     0.000,     0.000,     0.000,     4.782,     1.644,     2.075,     0.134,    51.262,   117.285,   243.926,     4.939,     1.401,     2.119,     0.090,    62.684,   102.992,     0.000,     0.769,     1.162,     0.317,     0.960,     3.612,     8.202,    16.470,    21.701,    22.845,    20.892,    27.669,    43.008,    48.355,    52.178,    54.172,    42.515,    28.346,    21.265,    14.181,     7.092,     0.342,     0.000,     0.000,     4.580,     0.000,    -0.001,     0.000,     0.000,   208.900,   174.859,   143.185,    31.674,    14.094,     0.000,     0.000,     0.000,     6.564,     2.209,  4890.321,     0.000,     0.205,     0.000,     0.000,   326.395,    74.108,  4481.045,     0.000,     0.312,    48.329,  2074.902,     0.340,     0.107,     0.000,     0.000,     0.000,     0.886,     5.483,     0.000,     0.000,     0.000,     0.000,    25.722,     4.144,     1.278,     3.090,     1.274,    10.399,   161.119,  1133.298,    15.946,     8.872,     1.378,     1.717,    -0.057
