"Change in Total Rainfall (mm) , in AUSTRALIA for the year 2030, May"
"Model: MUIB/KMA ECHO-G. Emission Scenario: SRES marker scenario B1, Climate Sensitivity: low"
"Created on 2/14/2008 1:41:10 PM using OzClim OzClimWebService Date: 2007-10-19 14:21:20 +1000 (Fri, 19 Oct 2007) Revision: 865 "
"www.csiro.au/ozclim"
"latitude","longitude","value"
    -38.75,    133.25,-9999.0
    -38.75,     133.5,-9999.0
    -38.75,    133.75,-9999.0
    -38.75,       134,-9999.0
    -38.75,    134.25,-9999.0
    -38.75,     134.5,-9999.0
    -38.75,    134.75,-9999.0
    -38.75,       135,-9999.0
    -38.75,    135.25,-9999.0
    -38.75,     135.5,-9999.0
    -38.75,    135.75,-9999.0
    -38.75,       136,-9999.0
    -38.75,    136.25,-9999.0
    -38.75,     136.5,-9999.0
    -38.75,    136.75,-9999.0
    -38.75,       137,-9999.0
    -38.75,    137.25,-9999.0
    -38.75,     137.5,-9999.0
    -38.75,    137.75,-9999.0
    -38.75,       138,-9999.0
    -38.75,    138.25,-9999.0
    -38.75,     138.5,-9999.0
    -38.75,    138.75,-9999.0
    -38.75,       139,-9999.0
    -38.75,    139.25,-9999.0
    -38.75,     139.5,-9999.0
    -38.75,    139.75,-9999.0
    -38.75,       140,-9999.0
    -38.75,    140.25,-9999.0
    -38.75,     140.5,-9999.0
    -38.75,    140.75,-9999.0
    -38.75,       141,-9999.0
    -38.75,    141.25,-9999.0
    -38.75,     141.5,-9999.0
    -38.75,    141.75,-9999.0
    -38.75,       142,-9999.0
    -38.75,    142.25,-9999.0
    -38.75,     142.5,-9999.0
    -38.75,    142.75,-9999.0
    -38.75,       143,-9999.0
    -38.75,    143.25,-1.8
    -38.75,     143.5,-1.7
    -38.75,    143.75,-9999.0
    -38.75,       144,-9999.0
    -38.75,    144.25,-9999.0
    -38.75,     144.5,-9999.0
    -38.75,    144.75,-9999.0
    -38.75,       145,-9999.0
    -38.75,    145.25,-9999.0
    -38.75,     145.5,-9999.0
    -38.75,    145.75,-9999.0
    -38.75,       146,-1.8
    -38.75,    146.25,-1.9
    -38.75,     146.5,-1.6
    -38.75,    146.75,-9999.0
    -38.75,       147,-9999.0
    -38.75,    147.25,-9999.0
    -38.75,     147.5,-9999.0
    -38.75,    147.75,-9999.0
    -38.75,       148,-9999.0
    -38.75,    148.25,-9999.0
    -38.75,     148.5,-9999.0
    -38.75,    148.75,-9999.0
    -38.75,       149,-9999.0
    -38.75,    149.25,-9999.0
    -38.75,     149.5,-9999.0
    -38.75,    149.75,-9999.0
    -38.75,       150,-9999.0
    -38.75,    150.25,-9999.0
    -38.75,     150.5,-9999.0
    -38.75,    150.75,-9999.0
    -38.75,       151,-9999.0
    -38.75,    151.25,-9999.0
    -38.75,     151.5,-9999.0
    -38.75,    151.75,-9999.0
    -38.75,       152,-9999.0
    -38.75,    152.25,-9999.0
    -38.75,     152.5,-9999.0
    -38.75,    152.75,-9999.0
    -38.75,       153,-9999.0
    -38.75,    153.25,-9999.0
    -38.75,     153.5,-9999.0
    -38.75,    153.75,-9999.0
    -38.75,       154,-9999.0
       -39,       112,-9999.0
       -39,    112.25,-9999.0
       -39,     112.5,-9999.0
       -39,    112.75,-9999.0
       -39,       113,-9999.0
       -39,    113.25,-9999.0
       -39,     113.5,-9999.0
       -39,    113.75,-9999.0
       -39,       114,-9999.0
       -39,    114.25,-9999.0
       -39,     114.5,-9999.0
       -39,    114.75,-9999.0
       -39,       115,-9999.0
       -39,    115.25,-9999.0
       -39,     115.5,-9999.0
       -39,    115.75,-9999.0
       -39,       116,-9999.0
       -39,    116.25,-9999.0
       -39,     116.5,-9999.0
       -39,    116.75,-9999.0
       -39,       117,-9999.0
       -39,    117.25,-9999.0
       -39,     117.5,-9999.0
       -39,    117.75,-9999.0
       -39,       118,-9999.0
       -39,    118.25,-9999.0
       -39,     118.5,-9999.0
       -39,    118.75,-9999.0
       -39,       119,-9999.0
       -39,    119.25,-9999.0
       -39,     119.5,-9999.0
       -39,    119.75,-9999.0
       -39,       120,-9999.0
       -39,    120.25,-9999.0
       -39,     120.5,-9999.0
       -39,    120.75,-9999.0
       -39,       121,-9999.0
       -39,    121.25,-9999.0
       -39,     121.5,-9999.0
       -39,    121.75,-9999.0
       -39,       122,-9999.0
       -39,    122.25,-9999.0
       -39,     122.5,-9999.0
       -39,    122.75,-9999.0
       -39,       123,-9999.0
       -39,    123.25,-9999.0
       -39,     123.5,-9999.0
       -39,    123.75,-9999.0
       -39,       124,-9999.0
       -39,    124.25,-9999.0
       -39,     124.5,-9999.0
       -39,    124.75,-9999.0
       -39,       125,-9999.0
       -39,    125.25,-9999.0
       -39,     125.5,-9999.0
       -39,    125.75,-9999.0
       -39,       126,-9999.0
       -39,    126.25,-9999.0
       -39,     126.5,-9999.0
       -39,    126.75,-9999.0
       -39,       127,-9999.0
       -39,    127.25,-9999.0
       -39,     127.5,-9999.0
       -39,    127.75,-9999.0
       -39,       128,-9999.0
       -39,    128.25,-9999.0
       -39,     128.5,-9999.0
       -39,    128.75,-9999.0
       -39,       129,-9999.0
       -39,    129.25,-9999.0
       -39,     129.5,-9999.0
       -39,    129.75,-9999.0
       -39,       130,-9999.0
       -39,    130.25,-9999.0
       -39,     130.5,-9999.0
       -39,    130.75,-9999.0
       -39,       131,-9999.0
       -39,    131.25,-9999.0
       -39,     131.5,-9999.0
       -39,    131.75,-9999.0
       -39,       132,-9999.0
       -39,    132.25,-9999.0
       -39,     132.5,-9999.0
       -39,    132.75,-9999.0
       -39,       133,-9999.0
       -39,    133.25,-9999.0
       -39,     133.5,-9999.0
       -39,    133.75,-9999.0
       -39,       134,-9999.0
       -39,    134.25,-9999.0
       -39,     134.5,-9999.0
       -39,    134.75,-9999.0
       -39,       135,-9999.0
       -39,    135.25,-9999.0
       -39,     135.5,-9999.0
       -39,    135.75,-9999.0
       -39,       136,-9999.0
       -39,    136.25,-9999.0
       -39,     136.5,-9999.0
       -39,    136.75,-9999.0
       -39,       137,-9999.0
       -39,    137.25,-9999.0
       -39,     137.5,-9999.0
       -39,    137.75,-9999.0
       -39,       138,-9999.0
       -39,    138.25,-9999.0
       -39,     138.5,-9999.0
       -39,    138.75,-9999.0
       -39,       139,-9999.0
       -39,    139.25,-9999.0
       -39,     139.5,-9999.0
       -39,    139.75,-9999.0
       -39,       140,-9999.0
       -39,    140.25,-9999.0
       -39,     140.5,-9999.0
       -39,    140.75,-9999.0
       -39,       141,-9999.0
       -39,    141.25,-9999.0
       -39,     141.5,-9999.0
       -39,    141.75,-9999.0
       -39,       142,-9999.0
       -39,    142.25,-9999.0
       -39,     142.5,-9999.0
       -39,    142.75,-9999.0
       -39,       143,-9999.0
       -39,    143.25,-9999.0
       -39,     143.5,-9999.0
       -39,    143.75,-9999.0
       -39,       144,-9999.0
       -39,    144.25,-9999.0
       -39,     144.5,-9999.0
       -39,    144.75,-9999.0
       -39,       145,-9999.0
       -39,    145.25,-9999.0
       -39,     145.5,-9999.0
       -39,    145.75,-9999.0
       -39,       146,-9999.0
       -39,    146.25,-9999.0
       -39,     146.5,-1.7
       -39,    146.75,-9999.0
       -39,       147,-9999.0
       -39,    147.25,-9999.0
       -39,     147.5,-9999.0
       -39,    147.75,-9999.0
       -39,       148,-9999.0
       -39,    148.25,-9999.0
       -39,     148.5,-9999.0
       -39,    148.75,-9999.0
       -39,       149,-9999.0
       -39,    149.25,-9999.0
       -39,     149.5,-9999.0
       -39,    149.75,-9999.0
       -39,       150,-9999.0
       -39,    150.25,-9999.0
       -39,     150.5,-9999.0
       -39,    150.75,-9999.0
       -39,       151,-9999.0
       -39,    151.25,-9999.0
       -39,     151.5,-9999.0
       -39,    151.75,-9999.0
       -39,       152,-9999.0
       -39,    152.25,-9999.0
       -39,     152.5,-9999.0
       -39,    152.75,-9999.0
       -39,       153,-9999.0
       -39,    153.25,-9999.0
       -39,     153.5,-9999.0
       -39,    153.75,-9999.0
       -39,       154,-9999.0
    -39.25,       112,-9999.0
    -39.25,    112.25,-9999.0
    -39.25,     112.5,-9999.0
    -39.25,    112.75,-9999.0
    -39.25,       113,-9999.0
    -39.25,    113.25,-9999.0
    -39.25,     113.5,-9999.0
    -39.25,    113.75,-9999.0
    -39.25,       114,-9999.0
    -39.25,    114.25,-9999.0
    -39.25,     114.5,-9999.0
    -39.25,    114.75,-9999.0
    -39.25,       115,-9999.0
    -39.25,    115.25,-9999.0
    -39.25,     115.5,-9999.0
    -39.25,    115.75,-9999.0
    -39.25,       116,-9999.0
    -39.25,    116.25,-9999.0
    -39.25,     116.5,-9999.0
    -39.25,    116.75,-9999.0
    -39.25,       117,-9999.0
    -39.25,    117.25,-9999.0
    -39.25,     117.5,-9999.0
    -39.25,    117.75,-9999.0
    -39.25,       118,-9999.0
    -39.25,    118.25,-9999.0
    -39.25,     118.5,-9999.0
    -39.25,    118.75,-9999.0
    -39.25,       119,-9999.0
    -39.25,    119.25,-9999.0
    -39.25,     119.5,-9999.0
    -39.25,    119.75,-9999.0
    -39.25,       120,-9999.0
    -39.25,    120.25,-9999.0
    -39.25,     120.5,-9999.0
    -39.25,    120.75,-9999.0
    -39.25,       121,-9999.0
    -39.25,    121.25,-9999.0
    -39.25,     121.5,-9999.0
    -39.25,    121.75,-9999.0
    -39.25,       122,-9999.0
    -39.25,    122.25,-9999.0
    -39.25,     122.5,-9999.0
    -39.25,    122.75,-9999.0
    -39.25,       123,-9999.0
    -39.25,    123.25,-9999.0
    -39.25,     123.5,-9999.0
    -39.25,    123.75,-9999.0
    -39.25,       124,-9999.0
    -39.25,    124.25,-9999.0
    -39.25,     124.5,-9999.0
    -39.25,    124.75,-9999.0
    -39.25,       125,-9999.0
    -39.25,    125.25,-9999.0
    -39.25,     125.5,-9999.0
    -39.25,    125.75,-9999.0
    -39.25,       126,-9999.0
    -39.25,    126.25,-9999.0
    -39.25,     126.5,-9999.0
    -39.25,    126.75,-9999.0
    -39.25,       127,-9999.0
    -39.25,    127.25,-9999.0
    -39.25,     127.5,-9999.0
    -39.25,    127.75,-9999.0
    -39.25,       128,-9999.0
    -39.25,    128.25,-9999.0
    -39.25,     128.5,-9999.0
    -39.25,    128.75,-9999.0
    -39.25,       129,-9999.0
    -39.25,    129.25,-9999.0
    -39.25,     129.5,-9999.0
    -39.25,    129.75,-9999.0
    -39.25,       130,-9999.0
    -39.25,    130.25,-9999.0
    -39.25,     130.5,-9999.0
    -39.25,    130.75,-9999.0
    -39.25,       131,-9999.0
    -39.25,    131.25,-9999.0
    -39.25,     131.5,-9999.0
    -39.25,    131.75,-9999.0
    -39.25,       132,-9999.0
    -39.25,    132.25,-9999.0
    -39.25,     132.5,-9999.0
    -39.25,    132.75,-9999.0
    -39.25,       133,-9999.0
    -39.25,    133.25,-9999.0
    -39.25,     133.5,-9999.0
    -39.25,    133.75,-9999.0
    -39.25,       134,-9999.0
    -39.25,    134.25,-9999.0
    -39.25,     134.5,-9999.0
    -39.25,    134.75,-9999.0
    -39.25,       135,-9999.0
    -39.25,    135.25,-9999.0
    -39.25,     135.5,-9999.0
    -39.25,    135.75,-9999.0
    -39.25,       136,-9999.0
    -39.25,    136.25,-9999.0
    -39.25,     136.5,-9999.0
    -39.25,    136.75,-9999.0
    -39.25,       137,-9999.0
    -39.25,    137.25,-9999.0
    -39.25,     137.5,-9999.0
    -39.25,    137.75,-9999.0
    -39.25,       138,-9999.0
    -39.25,    138.25,-9999.0
    -39.25,     138.5,-9999.0
    -39.25,    138.75,-9999.0
    -39.25,       139,-9999.0
    -39.25,    139.25,-9999.0
    -39.25,     139.5,-9999.0
    -39.25,    139.75,-9999.0
    -39.25,       140,-9999.0
    -39.25,    140.25,-9999.0
    -39.25,     140.5,-9999.0
    -39.25,    140.75,-9999.0
    -39.25,       141,-9999.0
    -39.25,    141.25,-9999.0
    -39.25,     141.5,-9999.0
    -39.25,    141.75,-9999.0
    -39.25,       142,-9999.0
    -39.25,    142.25,-9999.0
    -39.25,     142.5,-9999.0
    -39.25,    142.75,-9999.0
    -39.25,       143,-9999.0
    -39.25,    143.25,-9999.0
    -39.25,     143.5,-9999.0
    -39.25,    143.75,-9999.0
    -39.25,       144,-9999.0
    -39.25,    144.25,-9999.0
    -39.25,     144.5,-9999.0
    -39.25,    144.75,-9999.0
    -39.25,       145,-9999.0
    -39.25,    145.25,-9999.0
    -39.25,     145.5,-9999.0
    -39.25,    145.75,-9999.0
    -39.25,       146,-9999.0
    -39.25,    146.25,-9999.0
    -39.25,     146.5,-9999.0
    -39.25,    146.75,-9999.0
    -39.25,       147,-9999.0
    -39.25,    147.25,-9999.0
    -39.25,     147.5,-9999.0
    -39.25,    147.75,-9999.0
    -39.25,       148,-9999.0
    -39.25,    148.25,-9999.0
    -39.25,     148.5,-9999.0
    -39.25,    148.75,-9999.0
    -39.25,       149,-9999.0
    -39.25,    149.25,-9999.0
    -39.25,     149.5,-9999.0
    -39.25,    149.75,-9999.0
    -39.25,       150,-9999.0
    -39.25,    150.25,-9999.0
    -39.25,     150.5,-9999.0
    -39.25,    150.75,-9999.0
    -39.25,       151,-9999.0
    -39.25,    151.25,-9999.0
    -39.25,     151.5,-9999.0
    -39.25,    151.75,-9999.0
    -39.25,       152,-9999.0
    -39.25,    152.25,-9999.0
    -39.25,     152.5,-9999.0
    -39.25,    152.75,-9999.0
    -39.25,       153,-9999.0
    -39.25,    153.25,-9999.0
    -39.25,     153.5,-9999.0
    -39.25,    153.75,-9999.0
    -39.25,       154,-9999.0
     -39.5,       112,-9999.0
     -39.5,    112.25,-9999.0
     -39.5,     112.5,-9999.0
     -39.5,    112.75,-9999.0
     -39.5,       113,-9999.0
     -39.5,    113.25,-9999.0
     -39.5,     113.5,-9999.0
     -39.5,    113.75,-9999.0
     -39.5,       114,-9999.0
     -39.5,    114.25,-9999.0
     -39.5,     114.5,-9999.0
     -39.5,    114.75,-9999.0
     -39.5,       115,-9999.0
     -39.5,    115.25,-9999.0
     -39.5,     115.5,-9999.0
     -39.5,    115.75,-9999.0
     -39.5,       116,-9999.0
     -39.5,    116.25,-9999.0
     -39.5,     116.5,-9999.0
     -39.5,    116.75,-9999.0
     -39.5,       117,-9999.0
     -39.5,    117.25,-9999.0
     -39.5,     117.5,-9999.0
     -39.5,    117.75,-9999.0
     -39.5,       118,-9999.0
     -39.5,    118.25,-9999.0
     -39.5,     118.5,-9999.0
     -39.5,    118.75,-9999.0
     -39.5,       119,-9999.0
     -39.5,    119.25,-9999.0
     -39.5,     119.5,-9999.0
     -39.5,    119.75,-9999.0
     -39.5,       120,-9999.0
     -39.5,    120.25,-9999.0
     -39.5,     120.5,-9999.0
     -39.5,    120.75,-9999.0
     -39.5,       121,-9999.0
     -39.5,    121.25,-9999.0
     -39.5,     121.5,-9999.0
     -39.5,    121.75,-9999.0
     -39.5,       122,-9999.0
     -39.5,    122.25,-9999.0
     -39.5,     122.5,-9999.0
     -39.5,    122.75,-9999.0
     -39.5,       123,-9999.0
     -39.5,    123.25,-9999.0
     -39.5,     123.5,-9999.0
     -39.5,    123.75,-9999.0
     -39.5,       124,-9999.0
     -39.5,    124.25,-9999.0
     -39.5,     124.5,-9999.0
     -39.5,    124.75,-9999.0
     -39.5,       125,-9999.0
     -39.5,    125.25,-9999.0
     -39.5,     125.5,-9999.0
     -39.5,    125.75,-9999.0
     -39.5,       126,-9999.0
     -39.5,    126.25,-9999.0
     -39.5,     126.5,-9999.0
     -39.5,    126.75,-9999.0
     -39.5,       127,-9999.0
     -39.5,    127.25,-9999.0
     -39.5,     127.5,-9999.0
     -39.5,    127.75,-9999.0
     -39.5,       128,-9999.0
     -39.5,    128.25,-9999.0
     -39.5,     128.5,-9999.0
     -39.5,    128.75,-9999.0
     -39.5,       129,-9999.0
     -39.5,    129.25,-9999.0
     -39.5,     129.5,-9999.0
     -39.5,    129.75,-9999.0
     -39.5,       130,-9999.0
     -39.5,    130.25,-9999.0
     -39.5,     130.5,-9999.0
     -39.5,    130.75,-9999.0
     -39.5,       131,-9999.0
     -39.5,    131.25,-9999.0
     -39.5,     131.5,-9999.0
     -39.5,    131.75,-9999.0
     -39.5,       132,-9999.0
     -39.5,    132.25,-9999.0
     -39.5,     132.5,-9999.0
     -39.5,    132.75,-9999.0
     -39.5,       133,-9999.0
     -39.5,    133.25,-9999.0
     -39.5,     133.5,-9999.0
     -39.5,    133.75,-9999.0
     -39.5,       134,-9999.0
     -39.5,    134.25,-9999.0
     -39.5,     134.5,-9999.0
     -39.5,    134.75,-9999.0
     -39.5,       135,-9999.0
     -39.5,    135.25,-9999.0
     -39.5,     135.5,-9999.0
     -39.5,    135.75,-9999.0
     -39.5,       136,-9999.0
     -39.5,    136.25,-9999.0
     -39.5,     136.5,-9999.0
     -39.5,    136.75,-9999.0
     -39.5,       137,-9999.0
     -39.5,    137.25,-9999.0
     -39.5,     137.5,-9999.0
     -39.5,    137.75,-9999.0
     -39.5,       138,-9999.0
     -39.5,    138.25,-9999.0
     -39.5,     138.5,-9999.0
     -39.5,    138.75,-9999.0
     -39.5,       139,-9999.0
     -39.5,    139.25,-9999.0
     -39.5,     139.5,-9999.0
     -39.5,    139.75,-9999.0
     -39.5,       140,-9999.0
     -39.5,    140.25,-9999.0
     -39.5,     140.5,-9999.0
     -39.5,    140.75,-9999.0
     -39.5,       141,-9999.0
     -39.5,    141.25,-9999.0
     -39.5,     141.5,-9999.0
     -39.5,    141.75,-9999.0
     -39.5,       142,-9999.0
     -39.5,    142.25,-9999.0
     -39.5,     142.5,-9999.0
     -39.5,    142.75,-9999.0
     -39.5,       143,-9999.0
     -39.5,    143.25,-9999.0
     -39.5,     143.5,-9999.0
     -39.5,    143.75,-9999.0
     -39.5,       144,-9999.0
     -39.5,    144.25,-9999.0
     -39.5,     144.5,-9999.0
     -39.5,    144.75,-9999.0
     -39.5,       145,-9999.0
     -39.5,    145.25,-9999.0
     -39.5,     145.5,-9999.0
     -39.5,    145.75,-9999.0
     -39.5,       146,-9999.0
     -39.5,    146.25,-9999.0
     -39.5,     146.5,-9999.0
     -39.5,    146.75,-9999.0
     -39.5,       147,-9999.0
     -39.5,    147.25,-9999.0
     -39.5,     147.5,-9999.0
     -39.5,    147.75,-9999.0
     -39.5,       148,-9999.0
     -39.5,    148.25,-9999.0
     -39.5,     148.5,-9999.0
     -39.5,    148.75,-9999.0
     -39.5,       149,-9999.0
     -39.5,    149.25,-9999.0
     -39.5,     149.5,-9999.0
     -39.5,    149.75,-9999.0
     -39.5,       150,-9999.0
     -39.5,    150.25,-9999.0
     -39.5,     150.5,-9999.0
     -39.5,    150.75,-9999.0
     -39.5,       151,-9999.0
     -39.5,    151.25,-9999.0
     -39.5,     151.5,-9999.0
     -39.5,    151.75,-9999.0
     -39.5,       152,-9999.0
     -39.5,    152.25,-9999.0
     -39.5,     152.5,-9999.0
     -39.5,    152.75,-9999.0
     -39.5,       153,-9999.0
     -39.5,    153.25,-9999.0
     -39.5,     153.5,-9999.0
     -39.5,    153.75,-9999.0
     -39.5,       154,-9999.0
    -39.75,       112,-9999.0
    -39.75,    112.25,-9999.0
    -39.75,     112.5,-9999.0
    -39.75,    112.75,-9999.0
    -39.75,       113,-9999.0
    -39.75,    113.25,-9999.0
    -39.75,     113.5,-9999.0
    -39.75,    113.75,-9999.0
    -39.75,       114,-9999.0
    -39.75,    114.25,-9999.0
    -39.75,     114.5,-9999.0
    -39.75,    114.75,-9999.0
    -39.75,       115,-9999.0
    -39.75,    115.25,-9999.0
    -39.75,     115.5,-9999.0
    -39.75,    115.75,-9999.0
    -39.75,       116,-9999.0
    -39.75,    116.25,-9999.0
    -39.75,     116.5,-9999.0
    -39.75,    116.75,-9999.0
    -39.75,       117,-9999.0
    -39.75,    117.25,-9999.0
    -39.75,     117.5,-9999.0
    -39.75,    117.75,-9999.0
    -39.75,       118,-9999.0
    -39.75,    118.25,-9999.0
    -39.75,     118.5,-9999.0
    -39.75,    118.75,-9999.0
    -39.75,       119,-9999.0
    -39.75,    119.25,-9999.0
    -39.75,     119.5,-9999.0
    -39.75,    119.75,-9999.0
    -39.75,       120,-9999.0
    -39.75,    120.25,-9999.0
    -39.75,     120.5,-9999.0
    -39.75,    120.75,-9999.0
    -39.75,       121,-9999.0
    -39.75,    121.25,-9999.0
    -39.75,     121.5,-9999.0
    -39.75,    121.75,-9999.0
    -39.75,       122,-9999.0
    -39.75,    122.25,-9999.0
    -39.75,     122.5,-9999.0
    -39.75,    122.75,-9999.0
    -39.75,       123,-9999.0
    -39.75,    123.25,-9999.0
    -39.75,     123.5,-9999.0
    -39.75,    123.75,-9999.0
    -39.75,       124,-9999.0
    -39.75,    124.25,-9999.0
    -39.75,     124.5,-9999.0
    -39.75,    124.75,-9999.0
    -39.75,       125,-9999.0
    -39.75,    125.25,-9999.0
    -39.75,     125.5,-9999.0
    -39.75,    125.75,-9999.0
    -39.75,       126,-9999.0
    -39.75,    126.25,-9999.0
    -39.75,     126.5,-9999.0
    -39.75,    126.75,-9999.0
    -39.75,       127,-9999.0
    -39.75,    127.25,-9999.0
    -39.75,     127.5,-9999.0
    -39.75,    127.75,-9999.0
    -39.75,       128,-9999.0
    -39.75,    128.25,-9999.0
    -39.75,     128.5,-9999.0
    -39.75,    128.75,-9999.0
    -39.75,       129,-9999.0
    -39.75,    129.25,-9999.0
    -39.75,     129.5,-9999.0
    -39.75,    129.75,-9999.0
    -39.75,       130,-9999.0
    -39.75,    130.25,-9999.0
    -39.75,     130.5,-9999.0
    -39.75,    130.75,-9999.0
    -39.75,       131,-9999.0
    -39.75,    131.25,-9999.0
    -39.75,     131.5,-9999.0
    -39.75,    131.75,-9999.0
    -39.75,       132,-9999.0
    -39.75,    132.25,-9999.0
    -39.75,     132.5,-9999.0
    -39.75,    132.75,-9999.0
    -39.75,       133,-9999.0
    -39.75,    133.25,-9999.0
    -39.75,     133.5,-9999.0
    -39.75,    133.75,-9999.0
    -39.75,       134,-9999.0
    -39.75,    134.25,-9999.0
    -39.75,     134.5,-9999.0
    -39.75,    134.75,-9999.0
    -39.75,       135,-9999.0
    -39.75,    135.25,-9999.0
    -39.75,     135.5,-9999.0
    -39.75,    135.75,-9999.0
    -39.75,       136,-9999.0
    -39.75,    136.25,-9999.0
    -39.75,     136.5,-9999.0
    -39.75,    136.75,-9999.0
    -39.75,       137,-9999.0
    -39.75,    137.25,-9999.0
    -39.75,     137.5,-9999.0
    -39.75,    137.75,-9999.0
    -39.75,       138,-9999.0
    -39.75,    138.25,-9999.0
    -39.75,     138.5,-9999.0
    -39.75,    138.75,-9999.0
    -39.75,       139,-9999.0
    -39.75,    139.25,-9999.0
    -39.75,     139.5,-9999.0
    -39.75,    139.75,-9999.0
    -39.75,       140,-9999.0
    -39.75,    140.25,-9999.0
    -39.75,     140.5,-9999.0
    -39.75,    140.75,-9999.0
    -39.75,       141,-9999.0
    -39.75,    141.25,-9999.0
    -39.75,     141.5,-9999.0
    -39.75,    141.75,-9999.0
    -39.75,       142,-9999.0
    -39.75,    142.25,-9999.0
    -39.75,     142.5,-9999.0
    -39.75,    142.75,-9999.0
    -39.75,       143,-9999.0
    -39.75,    143.25,-9999.0
    -39.75,     143.5,-9999.0
    -39.75,    143.75,-9999.0
    -39.75,       144,-2.2
    -39.75,    144.25,-9999.0
    -39.75,     144.5,-9999.0
    -39.75,    144.75,-9999.0
    -39.75,       145,-9999.0
    -39.75,    145.25,-9999.0
    -39.75,     145.5,-9999.0
    -39.75,    145.75,-9999.0
    -39.75,       146,-9999.0
    -39.75,    146.25,-9999.0
    -39.75,     146.5,-9999.0
    -39.75,    146.75,-9999.0
    -39.75,       147,-9999.0
    -39.75,    147.25,-9999.0
    -39.75,     147.5,-9999.0
    -39.75,    147.75,-9999.0
    -39.75,       148,-0.1
    -39.75,    148.25,-9999.0
    -39.75,     148.5,-9999.0
    -39.75,    148.75,-9999.0
    -39.75,       149,-9999.0
    -39.75,    149.25,-9999.0
    -39.75,     149.5,-9999.0
    -39.75,    149.75,-9999.0
    -39.75,       150,-9999.0
    -39.75,    150.25,-9999.0
    -39.75,     150.5,-9999.0
    -39.75,    150.75,-9999.0
    -39.75,       151,-9999.0
    -39.75,    151.25,-9999.0
    -39.75,     151.5,-9999.0
    -39.75,    151.75,-9999.0
    -39.75,       152,-9999.0
    -39.75,    152.25,-9999.0
    -39.75,     152.5,-9999.0
    -39.75,    152.75,-9999.0
    -39.75,       153,-9999.0
    -39.75,    153.25,-9999.0
    -39.75,     153.5,-9999.0
    -39.75,    153.75,-9999.0
    -39.75,       154,-9999.0
       -40,       112,-9999.0
       -40,    112.25,-9999.0
       -40,     112.5,-9999.0
       -40,    112.75,-9999.0
       -40,       113,-9999.0
       -40,    113.25,-9999.0
       -40,     113.5,-9999.0
       -40,    113.75,-9999.0
       -40,       114,-9999.0
       -40,    114.25,-9999.0
       -40,     114.5,-9999.0
       -40,    114.75,-9999.0
       -40,       115,-9999.0
       -40,    115.25,-9999.0
       -40,     115.5,-9999.0
       -40,    115.75,-9999.0
       -40,       116,-9999.0
       -40,    116.25,-9999.0
       -40,     116.5,-9999.0
       -40,    116.75,-9999.0
       -40,       117,-9999.0
       -40,    117.25,-9999.0
       -40,     117.5,-9999.0
       -40,    117.75,-9999.0
       -40,       118,-9999.0
       -40,    118.25,-9999.0
       -40,     118.5,-9999.0
       -40,    118.75,-9999.0
       -40,       119,-9999.0
       -40,    119.25,-9999.0
       -40,     119.5,-9999.0
       -40,    119.75,-9999.0
       -40,       120,-9999.0
       -40,    120.25,-9999.0
       -40,     120.5,-9999.0
       -40,    120.75,-9999.0
       -40,       121,-9999.0
       -40,    121.25,-9999.0
       -40,     121.5,-9999.0
       -40,    121.75,-9999.0
       -40,       122,-9999.0
       -40,    122.25,-9999.0
       -40,     122.5,-9999.0
       -40,    122.75,-9999.0
       -40,       123,-9999.0
       -40,    123.25,-9999.0
       -40,     123.5,-9999.0
       -40,    123.75,-9999.0
       -40,       124,-9999.0
       -40,    124.25,-9999.0
       -40,     124.5,-9999.0
       -40,    124.75,-9999.0
       -40,       125,-9999.0
       -40,    125.25,-9999.0
       -40,     125.5,-9999.0
       -40,    125.75,-9999.0
       -40,       126,-9999.0
       -40,    126.25,-9999.0
       -40,     126.5,-9999.0
       -40,    126.75,-9999.0
       -40,       127,-9999.0
       -40,    127.25,-9999.0
       -40,     127.5,-9999.0
       -40,    127.75,-9999.0
       -40,       128,-9999.0
       -40,    128.25,-9999.0
       -40,     128.5,-9999.0
       -40,    128.75,-9999.0
       -40,       129,-9999.0
       -40,    129.25,-9999.0
       -40,     129.5,-9999.0
       -40,    129.75,-9999.0
       -40,       130,-9999.0
       -40,    130.25,-9999.0
       -40,     130.5,-9999.0
       -40,    130.75,-9999.0
       -40,       131,-9999.0
       -40,    131.25,-9999.0
       -40,     131.5,-9999.0
       -40,    131.75,-9999.0
       -40,       132,-9999.0
       -40,    132.25,-9999.0
       -40,     132.5,-9999.0
       -40,    132.75,-9999.0
       -40,       133,-9999.0
       -40,    133.25,-9999.0
       -40,     133.5,-9999.0
       -40,    133.75,-9999.0
       -40,       134,-9999.0
       -40,    134.25,-9999.0
       -40,     134.5,-9999.0
       -40,    134.75,-9999.0
       -40,       135,-9999.0
       -40,    135.25,-9999.0
       -40,     135.5,-9999.0
       -40,    135.75,-9999.0
       -40,       136,-9999.0
       -40,    136.25,-9999.0
       -40,     136.5,-9999.0
       -40,    136.75,-9999.0
       -40,       137,-9999.0
       -40,    137.25,-9999.0
       -40,     137.5,-9999.0
       -40,    137.75,-9999.0
       -40,       138,-9999.0
       -40,    138.25,-9999.0
       -40,     138.5,-9999.0
       -40,    138.75,-9999.0
       -40,       139,-9999.0
       -40,    139.25,-9999.0
       -40,     139.5,-9999.0
